chr	Plot.start	Plot.end	ID_class	score	strand	start	end	class
chr19	28890793	28893075	ESCTE5683_noclass	0	-	28891793	28892075	ESC_noclass
chr19	29463636	29466055	ESCTE5684_noclass	0	-	29464636	29465055	ESC_noclass
chr19	29890449	29892866	ESCTE5685_noclass	0	+	29891449	29891866	ESC_noclass
chr19	29987692	29990538	ESCTE5686_noclass	0	+	29988692	29989538	ESC_noclass
chr19	31508365	31510727	ESCTE5687_noclass	0	-	31509365	31509727	ESC_noclass
chr19	33102978	33105299	ESCTE5689_noclass	0	+	33103978	33104299	ESC_noclass
chr19	33447753	33450153	ESCTE5690_noclass	0	-	33448753	33449153	ESC_noclass
chr19	33455319	33457720	ESCTE5691_noclass	0	-	33456319	33456720	ESC_noclass
chr19	33849434	33851944	ESCTE5692_noclass	0	+	33850434	33850944	ESC_noclass
chr19	33883161	33885352	ESCTE5693_noclass	0	+	33884161	33884352	ESC_noclass
chr19	34534451	34536854	ESCTE5694_noclass	0	+	34535451	34535854	ESC_noclass
chr19	34651508	34653935	ESCTE5695_noclass	0	-	34652508	34652935	ESC_noclass
chr19	38047821	38050208	ESCTE5696_noclass	0	+	38048821	38049208	ESC_noclass
chr19	38055949	38058246	ESCTE5697_noclass	0	+	38056949	38057246	ESC_noclass
chr19	38342336	38344672	ESCTE5698_noclass	0	+	38343336	38343672	ESC_noclass
chr19	38412790	38415197	ESCTE5699_noclass	0	-	38413790	38414197	ESC_noclass
chr19	39186276	39189170	ESCTE5700_noclass	0	+	39187276	39188170	ESC_noclass
chr19	39193025	39195363	ESCTE5701_noclass	0	-	39194025	39194363	ESC_noclass
chr19	39482706	39485608	ESCTE5702_noclass	0	+	39483706	39484608	ESC_noclass
chr19	39544402	39546810	ESCTE5703_noclass	0	+	39545402	39545810	ESC_noclass
chr19	39665143	39667519	ESCTE5705_noclass	0	+	39666143	39666519	ESC_noclass
chr19	39667673	39669844	ESCTE5706_noclass	0	+	39668673	39668844	ESC_noclass
chr19	39743159	39746091	ESCTE5707_noclass	0	+	39744159	39745091	ESC_noclass
chr19	39751504	39753880	ESCTE5708_noclass	0	+	39752504	39752880	ESC_noclass
chr19	39754061	39756205	ESCTE5709_noclass	0	+	39755061	39755205	ESC_noclass
chr19	39820443	39822850	ESCTE5711_noclass	0	+	39821443	39821850	ESC_noclass
chr19	39829631	39831802	ESCTE5712_noclass	0	+	39830631	39830802	ESC_noclass
chr19	39896189	39898592	ESCTE5714_noclass	0	+	39897189	39897592	ESC_noclass
chr19	39901334	39903735	ESCTE5715_noclass	0	+	39902334	39902735	ESC_noclass
chr19	39958285	39960693	ESCTE5716_noclass	0	+	39959285	39959693	ESC_noclass
chr19	39970482	39972868	ESCTE5717_noclass	0	+	39971482	39971868	ESC_noclass
chr19	40013634	40016052	ESCTE5718_noclass	0	-	40014634	40015052	ESC_noclass
chr19	40017297	40019717	ESCTE5719_noclass	0	-	40018297	40018717	ESC_noclass
chr19	40124163	40126566	ESCTE5720_noclass	0	+	40125163	40125566	ESC_noclass
chr19	41367071	41369220	ESCTE5721_noclass	0	-	41368071	41368220	ESC_noclass
chr19	41419259	41421652	ESCTE5722_noclass	0	-	41420259	41420652	ESC_noclass
chr19	43421899	43424209	ESCTE5723_noclass	0	+	43422899	43423209	ESC_noclass
chr19	44024901	44027336	ESCTE5724_noclass	0	+	44025901	44026336	ESC_noclass
chr19	44320895	44323082	ESCTE5725_noclass	0	+	44321895	44322082	ESC_noclass
chr19	44326373	44328942	ESCTE5726_noclass	0	+	44327373	44327942	ESC_noclass
chr19	44327500	44329875	ESCTE5727_noclass	0	+	44328500	44328875	ESC_noclass
chr19	46804471	46806652	ESCTE5728_noclass	0	+	46805471	46805652	ESC_noclass
chr19	47169090	47171426	ESCTE5729_noclass	0	+	47170090	47170426	ESC_noclass
chr19	47172214	47174555	ESCTE5730_noclass	0	+	47173214	47173555	ESC_noclass
chr19	49884304	49886726	ESCTE5731_noclass	0	-	49885304	49885726	ESC_noclass
chr19	50019636	50022019	ESCTE5732_noclass	0	-	50020636	50021019	ESC_noclass
chr19	50387927	50390323	ESCTE5733_noclass	0	+	50388927	50389323	ESC_noclass
chr19	51503693	51505833	ESCTE5734_noclass	0	-	51504693	51504833	ESC_noclass
chr19	51505169	51507275	ESCTE5735_noclass	0	-	51506169	51506275	ESC_noclass
chr19	51740089	51742324	ESCTE5736_noclass	0	+	51741089	51741324	ESC_noclass
chr19	51740566	51742578	ESCTE5737_noclass	0	+	51741566	51741578	ESC_noclass
chr19	51740775	51742850	ESCTE5738_noclass	0	+	51741775	51741850	ESC_noclass
chr19	51741381	51743427	ESCTE5739_noclass	0	+	51742381	51742427	ESC_noclass
chr19	51847296	51849629	ESCTE5740_noclass	0	-	51848296	51848629	ESC_noclass
chr19	58605045	58607392	ESCTE5741_noclass	0	+	58606045	58606392	ESC_noclass
chr19	59203740	59205885	ESCTE5742_noclass	0	-	59204740	59204885	ESC_noclass
chr19	60318822	60321158	ESCTE5743_noclass	0	-	60319822	60320158	ESC_noclass
chr19	61186013	61188401	ESCTE5744_noclass	0	-	61187013	61187401	ESC_noclass
chr19	61209432	61211650	ESCTE5745_noclass	0	-	61210432	61210650	ESC_noclass
chr19	61285161	61287217	ESCTE5747_noclass	0	-	61286161	61286217	ESC_noclass
chr19	61319965	61322357	ESCTE5748_noclass	0	+	61320965	61321357	ESC_noclass
chrX	3255473	3257811	ESCTE5749_noclass	0	+	3256473	3256811	ESC_noclass
chrX	3287798	3290209	ESCTE5750_noclass	0	+	3288798	3289209	ESC_noclass
chrX	3293463	3295876	ESCTE5751_noclass	0	+	3294463	3294876	ESC_noclass
chrX	3348093	3350439	ESCTE5752_noclass	0	-	3349093	3349439	ESC_noclass
chrX	3541522	3543860	ESCTE5753_noclass	0	+	3542522	3542860	ESC_noclass
chrX	3680042	3682379	ESCTE5754_noclass	0	+	3681042	3681379	ESC_noclass
chrX	3730076	3732414	ESCTE5755_noclass	0	+	3731076	3731414	ESC_noclass
chrX	3815524	3817862	ESCTE5756_noclass	0	+	3816524	3816862	ESC_noclass
chrX	3846744	3849155	ESCTE5757_noclass	0	+	3847744	3848155	ESC_noclass
chrX	3852335	3854748	ESCTE5758_noclass	0	+	3853335	3853748	ESC_noclass
chrX	3930065	3932411	ESCTE5759_noclass	0	-	3931065	3931411	ESC_noclass
chrX	3975685	3978023	ESCTE5760_noclass	0	-	3976685	3977023	ESC_noclass
chrX	4062414	4064760	ESCTE5761_noclass	0	+	4063414	4063760	ESC_noclass
chrX	4101102	4103515	ESCTE5762_noclass	0	-	4102102	4102515	ESC_noclass
chrX	4106695	4109106	ESCTE5763_noclass	0	-	4107695	4108106	ESC_noclass
chrX	4176397	4178735	ESCTE5764_noclass	0	+	4177397	4177735	ESC_noclass
chrX	4264171	4266517	ESCTE5765_noclass	0	-	4265171	4265517	ESC_noclass
chrX	4309109	4311447	ESCTE5766_noclass	0	-	4310109	4310447	ESC_noclass
chrX	4395298	4397644	ESCTE5767_noclass	0	+	4396298	4396644	ESC_noclass
chrX	4434004	4436417	ESCTE5768_noclass	0	-	4435004	4435417	ESC_noclass
chrX	4439563	4441974	ESCTE5769_noclass	0	-	4440563	4440974	ESC_noclass
chrX	4479823	4482161	ESCTE5770_noclass	0	-	4480823	4481161	ESC_noclass
chrX	4608830	4611176	ESCTE5771_noclass	0	+	4609830	4610176	ESC_noclass
chrX	4656009	4658419	ESCTE5772_noclass	0	-	4657009	4657419	ESC_noclass
chrX	4661593	4664004	ESCTE5773_noclass	0	-	4662593	4663004	ESC_noclass
chrX	4824995	4827341	ESCTE5774_noclass	0	+	4825995	4826341	ESC_noclass
chrX	4864226	4866639	ESCTE5775_noclass	0	-	4865226	4865639	ESC_noclass
chrX	4869842	4872253	ESCTE5776_noclass	0	-	4870842	4871253	ESC_noclass
chrX	4931954	4934292	ESCTE5777_noclass	0	+	4932954	4933292	ESC_noclass
chrX	5110249	5112594	ESCTE5778_noclass	0	+	5111249	5111594	ESC_noclass
chrX	5255288	5257634	ESCTE5779_noclass	0	+	5256288	5256634	ESC_noclass
chrX	5309546	5311959	ESCTE5780_noclass	0	-	5310546	5310959	ESC_noclass
chrX	5315060	5317471	ESCTE5781_noclass	0	-	5316060	5316471	ESC_noclass
chrX	5359471	5361809	ESCTE5782_noclass	0	-	5360471	5360809	ESC_noclass
chrX	5630032	5632450	ESCTE5783_noclass	0	-	5631032	5631450	ESC_noclass
chrX	6159915	6162726	ESCTE5784_noclass	0	-	6160915	6161726	ESC_noclass
chrX	7810406	7812745	ESCTE5785_noclass	0	+	7811406	7811745	ESC_noclass
chrX	8038027	8040631	ESCTE5786_noclass	0	-	8039027	8039631	ESC_noclass
chrX	9474004	9476409	ESCTE5788_noclass	0	-	9475004	9475409	ESC_noclass
chrX	9486834	9489236	ESCTE5789_noclass	0	-	9487834	9488236	ESC_noclass
chrX	9980773	9983015	ESCTE5790_noclass	0	-	9981773	9982015	ESC_noclass
chrX	13205483	13207798	ESCTE5791_noclass	0	-	13206483	13206798	ESC_noclass
chrX	13296347	13298681	ESCTE5792_noclass	0	+	13297347	13297681	ESC_noclass
chrX	13304869	13307231	ESCTE5793_noclass	0	+	13305869	13306231	ESC_noclass
chrX	14631264	14634140	ESCTE5794_noclass	0	+	14632264	14633140	ESC_noclass
chrX	15630662	15633289	ESCTE5795_noclass	0	-	15631662	15632289	ESC_noclass
chrX	15671238	15673589	ESCTE5796_noclass	0	-	15672238	15672589	ESC_noclass
chrX	15819068	15821462	ESCTE5797_noclass	0	-	15820068	15820462	ESC_noclass
chrX	15827993	15830396	ESCTE5798_noclass	0	-	15828993	15829396	ESC_noclass
chrX	15845267	15848118	ESCTE5799_noclass	0	-	15846267	15847118	ESC_noclass
chrX	16600207	16602570	ESCTE5800_noclass	0	-	16601207	16601570	ESC_noclass
chrX	16601126	16603510	ESCTE5801_noclass	0	+	16602126	16602510	ESC_noclass
chrX	17107169	17109545	ESCTE5802_noclass	0	+	17108169	17108545	ESC_noclass
chrX	17110961	17113263	ESCTE5803_noclass	0	-	17111961	17112263	ESC_noclass
chrX	17112839	17115158	ESCTE5804_noclass	0	-	17113839	17114158	ESC_noclass
chrX	17225927	17228271	ESCTE5805_noclass	0	+	17226927	17227271	ESC_noclass
chrX	17775313	17777721	ESCTE5807_noclass	0	-	17776313	17776721	ESC_noclass
chrX	17789023	17791464	ESCTE5808_noclass	0	-	17790023	17790464	ESC_noclass
chrX	17801763	17804103	ESCTE5809_noclass	0	-	17802763	17803103	ESC_noclass
chrX	17808075	17810416	ESCTE5810_noclass	0	-	17809075	17809416	ESC_noclass
chrX	17816601	17818977	ESCTE5811_noclass	0	-	17817601	17817977	ESC_noclass
chrX	17824222	17826578	ESCTE5812_noclass	0	-	17825222	17825578	ESC_noclass
chrX	17971529	17974494	ESCTE5813_noclass	0	+	17972529	17973494	ESC_noclass
chrX	18044379	18046728	ESCTE5814_noclass	0	+	18045379	18045728	ESC_noclass
chrX	18047700	18050074	ESCTE5815_noclass	0	+	18048700	18049074	ESC_noclass
chrX	18055977	18058127	ESCTE5816_noclass	0	+	18056977	18057127	ESC_noclass
chrX	18099070	18101455	ESCTE5817_noclass	0	-	18100070	18100455	ESC_noclass
chrX	18285442	18287731	ESCTE5818_noclass	0	-	18286442	18286731	ESC_noclass
chrX	18311864	18314191	ESCTE5819_noclass	0	-	18312864	18313191	ESC_noclass
chrX	18358493	18360910	ESCTE5820_noclass	0	-	18359493	18359910	ESC_noclass
chrX	18372825	18375184	ESCTE5821_noclass	0	-	18373825	18374184	ESC_noclass
chrX	18375278	18377676	ESCTE5822_noclass	0	-	18376278	18376676	ESC_noclass
chrX	18383246	18385632	ESCTE5823_noclass	0	+	18384246	18384632	ESC_noclass
chrX	18388160	18390526	ESCTE5824_noclass	0	+	18389160	18389526	ESC_noclass
chrX	18726713	18729591	ESCTE5825_noclass	0	-	18727713	18728591	ESC_noclass
chrX	18773978	18776928	ESCTE5826_noclass	0	+	18774978	18775928	ESC_noclass
chrX	18781788	18784045	ESCTE5827_noclass	0	+	18782788	18783045	ESC_noclass
chrX	18787130	18789417	ESCTE5828_noclass	0	+	18788130	18788417	ESC_noclass
chrX	18823262	18825522	ESCTE5829_noclass	0	-	18824262	18824522	ESC_noclass
chrX	18823985	18826419	ESCTE5830_noclass	0	-	18824985	18825419	ESC_noclass
chrX	18824596	18826767	ESCTE5831_noclass	0	-	18825596	18825767	ESC_noclass
chrX	18890988	18893221	ESCTE5832_noclass	0	+	18891988	18892221	ESC_noclass
chrX	18891252	18893345	ESCTE5833_noclass	0	-	18892252	18892345	ESC_noclass
chrX	18908329	18910414	ESCTE5834_noclass	0	-	18909329	18909414	ESC_noclass
chrX	19345510	19348480	ESCTE5835_noclass	0	+	19346510	19347480	ESC_noclass
chrX	19589434	19591646	ESCTE5836_noclass	0	-	19590434	19590646	ESC_noclass
chrX	20353051	20355142	ESCTE5837_noclass	0	+	20354051	20354142	ESC_noclass
chrX	20788916	20791158	ESCTE5838_noclass	0	-	20789916	20790158	ESC_noclass
chrX	21577517	21579549	ESCTE5839_noclass	0	+	21578517	21578549	ESC_noclass
chrX	22153445	22155683	ESCTE5840_noclass	0	-	22154445	22154683	ESC_noclass
chrX	22452244	22454649	ESCTE5841_noclass	0	-	22453244	22453649	ESC_noclass
chrX	23066769	23069101	ESCTE5842_noclass	0	-	23067769	23068101	ESC_noclass
chrX	23069902	23072242	ESCTE5843_noclass	0	-	23070902	23071242	ESC_noclass
chrX	23924898	23927177	ESCTE5844_noclass	0	-	23925898	23926177	ESC_noclass
chrX	23939396	23942334	ESCTE5845_noclass	0	-	23940396	23941334	ESC_noclass
chrX	24059130	24061538	ESCTE5847_noclass	0	+	24060130	24060538	ESC_noclass
chrX	24114389	24116818	ESCTE5848_noclass	0	-	24115389	24115818	ESC_noclass
chrX	24195878	24198307	ESCTE5849_noclass	0	+	24196878	24197307	ESC_noclass
chrX	24301455	24303884	ESCTE5850_noclass	0	+	24302455	24302884	ESC_noclass
chrX	24353715	24356143	ESCTE5851_noclass	0	-	24354715	24355143	ESC_noclass
chrX	24646421	24648851	ESCTE5852_noclass	0	-	24647421	24647851	ESC_noclass
chrX	24714171	24716598	ESCTE5853_noclass	0	+	24715171	24715598	ESC_noclass
chrX	25048008	25050436	ESCTE5854_noclass	0	-	25049008	25049436	ESC_noclass
chrX	25452571	25455001	ESCTE5855_noclass	0	-	25453571	25454001	ESC_noclass
chrX	25511931	25514358	ESCTE5856_noclass	0	+	25512931	25513358	ESC_noclass
chrX	25709873	25712303	ESCTE5857_noclass	0	-	25710873	25711303	ESC_noclass
chrX	25779411	25781838	ESCTE5858_noclass	0	+	25780411	25780838	ESC_noclass
chrX	25939379	25941809	ESCTE5859_noclass	0	+	25940379	25940809	ESC_noclass
chrX	26156422	26158839	ESCTE5860_noclass	0	+	26157422	26157839	ESC_noclass
chrX	26156841	26158961	ESCTE5861_noclass	0	+	26157841	26157961	ESC_noclass
chrX	26376905	26379333	ESCTE5862_noclass	0	-	26377905	26378333	ESC_noclass
chrX	26428418	26430835	ESCTE5863_noclass	0	+	26429418	26429835	ESC_noclass
chrX	26428837	26430957	ESCTE5864_noclass	0	+	26429837	26429957	ESC_noclass
chrX	26832644	26835068	ESCTE5865_noclass	0	-	26833644	26834068	ESC_noclass
chrX	27226896	27229325	ESCTE5866_noclass	0	-	27227896	27228325	ESC_noclass
chrX	27417818	27420246	ESCTE5867_noclass	0	+	27418818	27419246	ESC_noclass
chrX	27869598	27872026	ESCTE5868_noclass	0	+	27870598	27871026	ESC_noclass
chrX	28221667	28224095	ESCTE5869_noclass	0	+	28222667	28223095	ESC_noclass
chrX	28530567	28532995	ESCTE5870_noclass	0	+	28531567	28531995	ESC_noclass
chrX	28877359	28879787	ESCTE5871_noclass	0	+	28878359	28878787	ESC_noclass
chrX	29525841	29528269	ESCTE5872_noclass	0	-	29526841	29527269	ESC_noclass
chrX	29701773	29704201	ESCTE5873_noclass	0	-	29702773	29703201	ESC_noclass
chrX	30051167	30053595	ESCTE5874_noclass	0	-	30052167	30052595	ESC_noclass
chrX	30258716	30261145	ESCTE5875_noclass	0	+	30259716	30260145	ESC_noclass
chrX	30386899	30389327	ESCTE5876_noclass	0	-	30387899	30388327	ESC_noclass
chrX	30771495	30773923	ESCTE5877_noclass	0	+	30772495	30772923	ESC_noclass
chrX	30912075	30914504	ESCTE5878_noclass	0	-	30913075	30913504	ESC_noclass
chrX	31195926	31198272	ESCTE5879_noclass	0	+	31196926	31197272	ESC_noclass
chrX	31236522	31238935	ESCTE5880_noclass	0	-	31237522	31237935	ESC_noclass
chrX	31242073	31244484	ESCTE5881_noclass	0	-	31243073	31243484	ESC_noclass
chrX	31274419	31276757	ESCTE5882_noclass	0	-	31275419	31275757	ESC_noclass
chrX	31356836	31359182	ESCTE5883_noclass	0	-	31357836	31358182	ESC_noclass
chrX	31401782	31404120	ESCTE5884_noclass	0	-	31402782	31403120	ESC_noclass
chrX	31596825	31599163	ESCTE5885_noclass	0	+	31597825	31598163	ESC_noclass
chrX	31629057	31631468	ESCTE5886_noclass	0	+	31630057	31630468	ESC_noclass
chrX	31943955	31946368	ESCTE5887_noclass	0	-	31944955	31945368	ESC_noclass
chrX	31949569	31951980	ESCTE5888_noclass	0	-	31950569	31950980	ESC_noclass
chrX	32001221	32003559	ESCTE5889_noclass	0	-	32002221	32002559	ESC_noclass
chrX	32147119	32149530	ESCTE5890_noclass	0	-	32148119	32148530	ESC_noclass
chrX	32179390	32181728	ESCTE5891_noclass	0	-	32180390	32180728	ESC_noclass
chrX	32216554	32218892	ESCTE5892_noclass	0	-	32217554	32217892	ESC_noclass
chrX	32303154	32305492	ESCTE5893_noclass	0	+	32304154	32304492	ESC_noclass
chrX	32457881	32460219	ESCTE5894_noclass	0	-	32458881	32459219	ESC_noclass
chrX	32495078	32497416	ESCTE5895_noclass	0	-	32496078	32496416	ESC_noclass
chrX	32586019	32588365	ESCTE5896_noclass	0	+	32587019	32587365	ESC_noclass
chrX	32632589	32635002	ESCTE5897_noclass	0	-	32633589	32634002	ESC_noclass
chrX	32638198	32640609	ESCTE5898_noclass	0	-	32639198	32639609	ESC_noclass
chrX	32676558	32678895	ESCTE5899_noclass	0	-	32677558	32677895	ESC_noclass
chrX	32750994	32753332	ESCTE5900_noclass	0	-	32751994	32752332	ESC_noclass
chrX	32917435	32919773	ESCTE5901_noclass	0	-	32918435	32918773	ESC_noclass
chrX	32998599	33000946	ESCTE5902_noclass	0	+	32999599	32999946	ESC_noclass
chrX	33038297	33040710	ESCTE5903_noclass	0	-	33039297	33039710	ESC_noclass
chrX	33043893	33046304	ESCTE5904_noclass	0	-	33044893	33045304	ESC_noclass
chrX	33075558	33077897	ESCTE5905_noclass	0	-	33076558	33076897	ESC_noclass
chrX	33216528	33218941	ESCTE5906_noclass	0	-	33217528	33217941	ESC_noclass
chrX	33222139	33224550	ESCTE5907_noclass	0	-	33223139	33223550	ESC_noclass
chrX	33264958	33267296	ESCTE5908_noclass	0	-	33265958	33266296	ESC_noclass
chrX	33338013	33340359	ESCTE5909_noclass	0	+	33339013	33339359	ESC_noclass
chrX	33381426	33383833	ESCTE5910_noclass	0	-	33382426	33382833	ESC_noclass
chrX	33387001	33389412	ESCTE5911_noclass	0	-	33388001	33388412	ESC_noclass
chrX	33456626	33458964	ESCTE5912_noclass	0	+	33457626	33457964	ESC_noclass
chrX	33487810	33490221	ESCTE5913_noclass	0	+	33488810	33489221	ESC_noclass
chrX	33500536	33502949	ESCTE5914_noclass	0	+	33501536	33501949	ESC_noclass
chrX	33543553	33545899	ESCTE5915_noclass	0	-	33544553	33544899	ESC_noclass
chrX	33595206	33597544	ESCTE5916_noclass	0	-	33596206	33596544	ESC_noclass
chrX	33680684	33683028	ESCTE5917_noclass	0	+	33681684	33682028	ESC_noclass
chrX	33756431	33758769	ESCTE5918_noclass	0	+	33757431	33757769	ESC_noclass
chrX	33788630	33791037	ESCTE5919_noclass	0	+	33789630	33790037	ESC_noclass
chrX	33794193	33796605	ESCTE5920_noclass	0	+	33795193	33795605	ESC_noclass
chrX	33856304	33858647	ESCTE5921_noclass	0	-	33857304	33857647	ESC_noclass
chrX	34008511	34010849	ESCTE5922_noclass	0	+	34009511	34009849	ESC_noclass
chrX	34134521	34136867	ESCTE5923_noclass	0	-	34135521	34135867	ESC_noclass
chrX	34215706	34218044	ESCTE5924_noclass	0	+	34216706	34217044	ESC_noclass
chrX	34255406	34257817	ESCTE5925_noclass	0	+	34256406	34256817	ESC_noclass
chrX	34260961	34263373	ESCTE5926_noclass	0	+	34261961	34262373	ESC_noclass
chrX	34310232	34312578	ESCTE5927_noclass	0	-	34311232	34311578	ESC_noclass
chrX	34544307	34546653	ESCTE5928_noclass	0	+	34545307	34545653	ESC_noclass
chrX	34589031	34591441	ESCTE5929_noclass	0	-	34590031	34590441	ESC_noclass
chrX	34594623	34597034	ESCTE5930_noclass	0	-	34595623	34596034	ESC_noclass
chrX	34801465	34803893	ESCTE5931_noclass	0	-	34802465	34802893	ESC_noclass
chrX	35142323	35144751	ESCTE5932_noclass	0	-	35143323	35143751	ESC_noclass
chrX	35333200	35335629	ESCTE5933_noclass	0	+	35334200	35334629	ESC_noclass
chrX	35473726	35476154	ESCTE5934_noclass	0	-	35474726	35475154	ESC_noclass
chrX	35562843	35565272	ESCTE5935_noclass	0	+	35563843	35564272	ESC_noclass
chrX	35713587	35715986	ESCTE5936_noclass	0	+	35714587	35714986	ESC_noclass
chrX	36784840	36787082	ESCTE5937_noclass	0	-	36785840	36786082	ESC_noclass
chrX	40285925	40288294	ESCTE5938_noclass	0	+	40286925	40287294	ESC_noclass
chrX	40707568	40709974	ESCTE5939_noclass	0	-	40708568	40708974	ESC_noclass
chrX	41930854	41933121	ESCTE5940_noclass	0	+	41931854	41932121	ESC_noclass
chrX	41931268	41933471	ESCTE5941_noclass	0	+	41932268	41932471	ESC_noclass
chrX	42742223	42744326	ESCTE5942_noclass	0	-	42743223	42743326	ESC_noclass
chrX	45220272	45222414	ESCTE5943_noclass	0	-	45221272	45221414	ESC_noclass
chrX	45425577	45427983	ESCTE5944_noclass	0	+	45426577	45426983	ESC_noclass
chrX	45844227	45846592	ESCTE5945_noclass	0	-	45845227	45845592	ESC_noclass
chrX	45853630	45855806	ESCTE5946_noclass	0	-	45854630	45854806	ESC_noclass
chrX	45856152	45858499	ESCTE5947_noclass	0	-	45857152	45857499	ESC_noclass
chrX	46507456	46509834	ESCTE5948_noclass	0	-	46508456	46508834	ESC_noclass
chrX	46532955	46535300	ESCTE5949_noclass	0	-	46533955	46534300	ESC_noclass
chrX	46536111	46538453	ESCTE5950_noclass	0	-	46537111	46537453	ESC_noclass
chrX	51712135	51714478	ESCTE5951_noclass	0	+	51713135	51713478	ESC_noclass
chrX	53885718	53887924	ESCTE5952_noclass	0	-	53886718	53886924	ESC_noclass
chrX	54040092	54042480	ESCTE5953_noclass	0	-	54041092	54041480	ESC_noclass
chrX	54113854	54116263	ESCTE5954_noclass	0	-	54114854	54115263	ESC_noclass
chrX	54158036	54160447	ESCTE5955_noclass	0	+	54159036	54159447	ESC_noclass
chrX	54171030	54173439	ESCTE5956_noclass	0	-	54172030	54172439	ESC_noclass
chrX	54225145	54227554	ESCTE5957_noclass	0	-	54226145	54226554	ESC_noclass
chrX	54292220	54294625	ESCTE5958_noclass	0	+	54293220	54293625	ESC_noclass
chrX	54308491	54310900	ESCTE5959_noclass	0	-	54309491	54309900	ESC_noclass
chrX	54433631	54436040	ESCTE5960_noclass	0	-	54434631	54435040	ESC_noclass
chrX	54524683	54527092	ESCTE5961_noclass	0	-	54525683	54526092	ESC_noclass
chrX	54615688	54618097	ESCTE5962_noclass	0	-	54616688	54617097	ESC_noclass
chrX	54706703	54709112	ESCTE5963_noclass	0	-	54707703	54708112	ESC_noclass
chrX	54804359	54806768	ESCTE5964_noclass	0	-	54805359	54805768	ESC_noclass
chrX	54947625	54950030	ESCTE5965_noclass	0	+	54948625	54949030	ESC_noclass
chrX	54963896	54966305	ESCTE5966_noclass	0	-	54964896	54965305	ESC_noclass
chrX	55012736	55015145	ESCTE5967_noclass	0	-	55013736	55014145	ESC_noclass
chrX	55171427	55173837	ESCTE5968_noclass	0	-	55172427	55172837	ESC_noclass
chrX	55220388	55222797	ESCTE5969_noclass	0	-	55221388	55221797	ESC_noclass
chrX	55304214	55306623	ESCTE5970_noclass	0	-	55305214	55305623	ESC_noclass
chrX	55377419	55379827	ESCTE5971_noclass	0	-	55378419	55378827	ESC_noclass
chrX	55422516	55424925	ESCTE5972_noclass	0	-	55423516	55423925	ESC_noclass
chrX	55483930	55486335	ESCTE5973_noclass	0	+	55484930	55485335	ESC_noclass
chrX	55500256	55502665	ESCTE5974_noclass	0	-	55501256	55501665	ESC_noclass
chrX	55546041	55548450	ESCTE5975_noclass	0	-	55547041	55547450	ESC_noclass
chrX	55608566	55610971	ESCTE5976_noclass	0	+	55609566	55609971	ESC_noclass
chrX	55633482	55635891	ESCTE5977_noclass	0	-	55634482	55634891	ESC_noclass
chrX	55693148	55695558	ESCTE5978_noclass	0	-	55694148	55694558	ESC_noclass
chrX	55790170	55792579	ESCTE5979_noclass	0	-	55791170	55791579	ESC_noclass
chrX	55832570	55834980	ESCTE5980_noclass	0	-	55833570	55833980	ESC_noclass
chrX	57583244	57585609	ESCTE5981_noclass	0	+	57584244	57584609	ESC_noclass
chrX	58406898	58409252	ESCTE5982_noclass	0	-	58407898	58408252	ESC_noclass
chrX	61726970	61729372	ESCTE5984_noclass	0	+	61727970	61728372	ESC_noclass
chrX	62646493	62648817	ESCTE5985_noclass	0	+	62647493	62647817	ESC_noclass
chrX	62650323	62652429	ESCTE5986_noclass	0	+	62651323	62651429	ESC_noclass
chrX	62654974	62657112	ESCTE5987_noclass	0	+	62655974	62656112	ESC_noclass
chrX	62655732	62657941	ESCTE5988_noclass	0	+	62656732	62656941	ESC_noclass
chrX	62655997	62658063	ESCTE5989_noclass	0	+	62656997	62657063	ESC_noclass
chrX	62685869	62688279	ESCTE5990_noclass	0	+	62686869	62687279	ESC_noclass
chrX	62697283	62699731	ESCTE5991_noclass	0	+	62698283	62698731	ESC_noclass
chrX	62744926	62747271	ESCTE5992_noclass	0	-	62745926	62746271	ESC_noclass
chrX	63035762	63037988	ESCTE5993_noclass	0	+	63036762	63036988	ESC_noclass
chrX	63036928	63039063	ESCTE5994_noclass	0	+	63037928	63038063	ESC_noclass
chrX	63042414	63044797	ESCTE5995_noclass	0	+	63043414	63043797	ESC_noclass
chrX	63367737	63370091	ESCTE5996_noclass	0	-	63368737	63369091	ESC_noclass
chrX	63651902	63654279	ESCTE5997_noclass	0	+	63652902	63653279	ESC_noclass
chrX	63668154	63670483	ESCTE5998_noclass	0	-	63669154	63669483	ESC_noclass
chrX	63735785	63738143	ESCTE5999_noclass	0	+	63736785	63737143	ESC_noclass
chrX	63738959	63741377	ESCTE6000_noclass	0	+	63739959	63740377	ESC_noclass
chrX	63816826	63819196	ESCTE6001_noclass	0	-	63817826	63818196	ESC_noclass
chrX	64150383	64152495	ESCTE6002_noclass	0	+	64151383	64151495	ESC_noclass
chrX	64504018	64506360	ESCTE6003_noclass	0	+	64505018	64505360	ESC_noclass
chrX	64743353	64745727	ESCTE6004_noclass	0	-	64744353	64744727	ESC_noclass
chrX	64938228	64940633	ESCTE6005_noclass	0	-	64939228	64939633	ESC_noclass
chrX	64954791	64957079	ESCTE6006_noclass	0	-	64955791	64956079	ESC_noclass
chrX	64977790	64980660	ESCTE6007_noclass	0	-	64978790	64979660	ESC_noclass
chrX	65104672	65107076	ESCTE6008_noclass	0	+	65105672	65106076	ESC_noclass
