Refseq_ID	ENSMBL_ID	Gene_Name
NM_001311074	ENSMUSG00000068699	Flnc
NM_001311076	ENSMUSG00000049556	Lingo1
NM_001311077	ENSMUSG00000026387	Sctr
NM_001311083	ENSMUSG00000029771	Irf5
NM_001311085	ENSMUSG00000037716	Ccdc33
NM_001311086	ENSMUSG00000039130	Zc3hc1
NM_001311087	ENSMUSG00000029775	Klhdc10
NM_001311088	ENSMUSG00000036986	Pml
NM_001311089	ENSMUSG00000026344	Lypd1
NM_001311090	ENSMUSG00000026344	Lypd1
NM_001311091	ENSMUSG00000026416	Il20
NM_001311092	ENSMUSG00000032297	Celf6
NM_001311093	ENSMUSG00000029782	Tmem209
NM_001311094	ENSMUSG00000026430	Rassf5
NM_001311095	ENSMUSG00000047766	Lrrc49
NM_001311096	ENSMUSG00000052688	Rab7b
NM_001311097	ENSMUSG00000019647	Sema6a
NM_001311098	ENSMUSG00000037801	Iqch
NM_001311099	ENSMUSG00000029823	Luc7l2
NM_001311100	ENSMUSG00000029823	Luc7l2
NM_001311101	ENSMUSG00000036781	Rps27l
NM_001311102	ENSMUSG00000079330	Lemd1
NM_001311103	ENSMUSG00000079330	Lemd1
NM_001311104	ENSMUSG00000079330	Lemd1
NM_001311105	ENSMUSG00000038535	Zfp280d
NM_001311106	ENSMUSG00000092622	Khdc3
NM_001311107	ENSMUSG00000042066	Tmcc2
NM_001311108	ENSMUSG00000042066	Tmcc2
NM_001311109	ENSMUSG00000029922	Mkrn1
NM_001311110	ENSMUSG00000034252	Senp6
NM_001311111	ENSMUSG00000029735	Tpk1
NM_001311112	ENSMUSG00000050786	Ccdc126
NM_001311113	ENSMUSG00000032423	Syncrip
NM_001311114	ENSMUSG00000017003	Svs3a
NM_001311115	ENSMUSG00000032363	Adamts7
NM_001311116	ENSMUSG00000111688	Kbtbd4
NM_001311116	ENSMUSG00000005505	Kbtbd4
NM_001311117	ENSMUSG00000033499	Larp4b
NM_001311118	ENSMUSG00000029844	Hoxa1
NM_001311120	ENSMUSG00000014850	Msh3
NM_001311121	ENSMUSG00000021364	Elovl2
NM_001311122	ENSMUSG00000021338	Carmil1
NM_001311123	ENSMUSG00000032839	Trpc1
NM_001311124	ENSMUSG00000034818	Celf5
NM_001311125	ENSMUSG00000021346	Prl8a8
NM_001311126	ENSMUSG00000034818	Celf5
NM_001311127	ENSMUSG00000034818	Celf5
NM_001311128	ENSMUSG00000025876	Unc5a
NM_001311129	ENSMUSG00000055360	Prl2c5
NM_001311130	ENSMUSG00000032410	Xrn1
NM_001311131	ENSMUSG00000078923	Ube2v1
NM_001311132	ENSMUSG00000054757	Akr1c20
NM_001311133	ENSMUSG00000004633	Chn2
NM_001311134	ENSMUSG00000004633	Chn2
NM_001311135	ENSMUSG00000051234	Rnf7
NM_001311136	ENSMUSG00000026455	Klhl12
NM_001311137	ENSMUSG00000021504	B4galt7
NM_001311138	ENSMUSG00000027327	1700037H04Rik
NM_001311139	ENSMUSG00000035901	Dennd5a
NM_001311140	ENSMUSG00000040093	Bmf
NM_001311141	ENSMUSG00000018341	Il12rb2
NM_001311142	ENSMUSG00000037784	Dzip1l
NM_001311143	ENSMUSG00000000131	Xpo6
NM_001311144	ENSMUSG00000040591	1110051M20Rik
NM_001311145	ENSMUSG00000010751	Tnfrsf22
NM_001311146	ENSMUSG00000078923	Ube2v1
NM_001311147	ENSMUSG00000027309	4930402H24Rik
NM_001311148	ENSMUSG00000026393	Nek7
NM_001311149	ENSMUSG00000032527	Pccb
NM_001311150	ENSMUSG00000023249	Parp3
NM_001311151	ENSMUSG00000034684	Sema3f
NM_001311152	ENSMUSG00000041528	Rnf123
NM_001311156	ENSMUSG00000039461	Tcta
NM_001311157	ENSMUSG00000032612	Usp4
NM_001311159	ENSMUSG00000105589	Fbxw14
NM_001311161	ENSMUSG00000048330	Ric3
NM_001311163	ENSMUSG00000032479	Map4
NM_001311164	ENSMUSG00000032479	Map4
NM_001311165	ENSMUSG00000043019	Edem3
NM_001311166	ENSMUSG00000043019	Edem3
NM_001311208	ENSMUSG00000026668	Ucma
NM_001311209	ENSMUSG00000011256	Adam19
NM_001311788	ENSMUSG00000067604	Nms
NM_001311790	ENSMUSG00000030560	Ctsc
NM_001312644	ENSMUSG00000046782	Ttc6
NM_001312649	ENSMUSG00000032359	Ctsh
NM_001312867	ENSMUSG00000040731	Eif4h
NM_001312868	ENSMUSG00000007613	Tgfbr1
NM_001312869	ENSMUSG00000007613	Tgfbr1
NM_001312875	ENSMUSG00000029711	Epo
NM_001312876	ENSMUSG00000037660	Gdf7
NM_001312880	ENSMUSG00000035637	Grhpr
NM_001312884	ENSMUSG00000066975	Cryba4
NM_001312893	ENSMUSG00000029343	Crybb1
NM_001312894	ENSMUSG00000029343	Crybb1
NM_001312895	ENSMUSG00000029343	Crybb1
NM_001312900	ENSMUSG00000070880	Gad1
NM_001312903	ENSMUSG00000028681	Ptch2
NM_001312905	ENSMUSG00000054477	Kcnn2
NM_001312906	ENSMUSG00000017950	Hnf4a
NM_001312907	ENSMUSG00000017950	Hnf4a
NM_001312908	ENSMUSG00000042589	Cux2
NM_001312914	ENSMUSG00000061578	Ksr2
NM_001312918	ENSMUSG00000038776	Ephx1
NM_001313683	ENSMUSG00000006538	Ihh
NM_001313688	ENSMUSG00000005696	Sh2d1a
NM_001313689	ENSMUSG00000005696	Sh2d1a
NM_001313693	ENSMUSG00000031158	Timm17b
NM_001313695	ENSMUSG00000026355	Mcm6
NM_001313696	ENSMUSG00000016308	Ube2a
NM_001313698	ENSMUSG00000002015	Bcap31
NM_001313701	ENSMUSG00000026413	Pkp1
NM_001313702	ENSMUSG00000015214	Mtmr1
NM_001313703	ENSMUSG00000015214	Mtmr1
NM_001313704	ENSMUSG00000015214	Mtmr1
NM_001313705	ENSMUSG00000026678	Rgs5
NM_001313706	ENSMUSG00000015214	Mtmr1
NM_001313707	ENSMUSG00000015214	Mtmr1
NM_001313711	ENSMUSG00000025289	Prdx4
NM_001313712	ENSMUSG00000026222	Sp100
NM_001313713	ENSMUSG00000026222	Sp100
NM_001313714	ENSMUSG00000026222	Sp100
NM_001313716	ENSMUSG00000045427	Hnrnph2
NM_001313717	ENSMUSG00000045427	Hnrnph2
NM_001313718	ENSMUSG00000025287	Acot9
NM_001313719	ENSMUSG00000015401	Tmem27
NM_001313721	ENSMUSG00000049439	Cyp20a1
NM_001313722	ENSMUSG00000079317	Trappc2
NM_001313723	ENSMUSG00000026202	Tuba4a
NM_001313724	ENSMUSG00000026202	Tuba4a
NM_001313725	ENSMUSG00000031399	Fam3a
NM_001313728	ENSMUSG00000004364	Cul3
NM_001313731	ENSMUSG00000026430	Rassf5
NM_001313733	ENSMUSG00000025525	Apool
NM_001313734	ENSMUSG00000025525	Apool
NM_001313737	ENSMUSG00000031382	Asb11
NM_001313738	ENSMUSG00000040124	Gorab
NM_001313742	ENSMUSG00000067567	Hdac8
NM_001313743	ENSMUSG00000031204	Asb12
NM_001313744	ENSMUSG00000031112	Stk26
NM_001313745	ENSMUSG00000025040	Fundc1
NM_001313746	ENSMUSG00000025040	Fundc1
NM_001313747	ENSMUSG00000066595	Flvcr1
NM_001313748	ENSMUSG00000056679	Gpr173
NM_001313749	ENSMUSG00000031101	Sash3
NM_001313751	ENSMUSG00000041020	Map7d2
NM_001313752	ENSMUSG00000041020	Map7d2
NM_001313753	ENSMUSG00000041020	Map7d2
NM_001313754	ENSMUSG00000031214	Ophn1
NM_001313755	ENSMUSG00000031214	Ophn1
NM_001313756	ENSMUSG00000031214	Ophn1
NM_001313757	ENSMUSG00000061393	Acvr2b
NM_001313758	ENSMUSG00000025742	Prps2
NM_001313760	ENSMUSG00000040522	Tlr8
NM_001313762	ENSMUSG00000039298	Cdk5rap2
NM_001313763	ENSMUSG00000031131	Vgll1
NM_001313764	ENSMUSG00000068270	Shroom4
NM_001313765	ENSMUSG00000068270	Shroom4
NM_001313767	ENSMUSG00000062372	Otof
NM_001313878	ENSMUSG00000069303	Hist1h2br
NM_001313880	ENSMUSG00000069307	Hist1h2bq
NM_001313888	ENSMUSG00000040329	Il7
NM_001313889	ENSMUSG00000040329	Il7
NM_001313890	ENSMUSG00000040329	Il7
NM_001313894	ENSMUSG00000066551	Hmgb1
NM_001313897	ENSMUSG00000015889	Lta4h
NM_001313898	ENSMUSG00000027750	Postn
NM_001313899	ENSMUSG00000027750	Postn
NM_001313906	ENSMUSG00000023110	Prmt5
NM_001313907	ENSMUSG00000023110	Prmt5
NM_001313914	ENSMUSG00000040152	Thbs1
NM_001313916	ENSMUSG00000028680	Plk3
NM_001313918	ENSMUSG00000031668	Eif2ak3
NM_001313919	ENSMUSG00000021109	Hif1a
NM_001313920	ENSMUSG00000021109	Hif1a
NM_001313921	ENSMUSG00000020826	Nos2
NM_001313922	ENSMUSG00000020826	Nos2
NM_001313923	ENSMUSG00000062825	Actg1
NM_001313925	ENSMUSG00000040963	Asgr2
NM_001313926	ENSMUSG00000040963	Asgr2
NM_001313927	ENSMUSG00000040963	Asgr2
NM_001313928	ENSMUSG00000018634	Crhr1
NM_001313929	ENSMUSG00000018634	Crhr1
NM_001313933	ENSMUSG00000000724	Cryba1
NM_001313934	ENSMUSG00000001175	Calm1
NM_001313936	ENSMUSG00000059923	Grb2
NM_001313937	ENSMUSG00000059923	Grb2
NM_001313938	ENSMUSG00000024386	Proc
NM_001313939	ENSMUSG00000040592	Cd79b
NM_001313949	ENSMUSG00000044041	Krt13
NM_001313956	ENSMUSG00000045545	Krt14
NM_001313957	ENSMUSG00000045545	Krt14
NM_001313958	ENSMUSG00000053797	Krt16
NM_001313961	ENSMUSG00000007815	Rhoa
NM_001313962	ENSMUSG00000007815	Rhoa
NM_001313963	ENSMUSG00000020911	Krt19
NM_001313967	ENSMUSG00000021238	Aldh6a1
NM_001313968	ENSMUSG00000020377	Ltc4s
NM_001313969	ENSMUSG00000019772	Vip
NM_001313970	ENSMUSG00000061718	Ppp1r1b
NM_001313971	ENSMUSG00000021123	Rdh12
NM_001313973	ENSMUSG00000020612	Prkar1a
NM_001313974	ENSMUSG00000020612	Prkar1a
NM_001313975	ENSMUSG00000020612	Prkar1a
NM_001313976	ENSMUSG00000020612	Prkar1a
NM_001313977	ENSMUSG00000021108	Prkch
NM_001313978	ENSMUSG00000036655	Colec11
NM_001313979	ENSMUSG00000020538	Srebf1
NM_001313980	ENSMUSG00000028156	Eif4e
NM_001313981	ENSMUSG00000000782	Tcf7
NM_001313983	ENSMUSG00000058756	Thra
NM_001313984	ENSMUSG00000019505	Ubb
NM_001313985	ENSMUSG00000002058	Unc119
NM_001313986	ENSMUSG00000002058	Unc119
NM_001313987	ENSMUSG00000002058	Unc119
NM_001313988	ENSMUSG00000002058	Unc119
NM_001313997	ENSMUSG00000064329	Scn1a
NM_001314010	ENSMUSG00000020053	Igf1
NM_001314011	ENSMUSG00000004099	Dnmt1
NM_001314013	ENSMUSG00000038160	Atg5
NM_001314027	ENSMUSG00000019256	Ahr
NM_001314034	ENSMUSG00000045103	Dmd
NM_001314035	ENSMUSG00000045103	Dmd
NM_001314036	ENSMUSG00000045103	Dmd
NM_001314037	ENSMUSG00000045103	Dmd
NM_001314038	ENSMUSG00000045103	Dmd
NM_001314041	ENSMUSG00000000555	Itga5
NM_001314054	ENSMUSG00000025746	Il6
NM_001315488	ENSMUSG00000048583	Igf2
NM_001315489	ENSMUSG00000048583	Igf2
NM_001315499	ENSMUSG00000056569	Mpz
NM_001315500	ENSMUSG00000056569	Mpz
NM_001315503	ENSMUSG00000024256	Adcyap1
NM_001315504	ENSMUSG00000024256	Adcyap1
NM_001316310	ENSMUSG00000048482	Bdnf
NM_001316322	ENSMUSG00000030246	Ldhb
NM_001316360	ENSMUSG00000021835	Bmp4
NM_001316365	ENSMUSG00000017724	Etv4
NM_001316366	ENSMUSG00000017724	Etv4
NM_001316367	ENSMUSG00000033352	Map2k4
NM_001316368	ENSMUSG00000033352	Map2k4
NM_001316369	ENSMUSG00000033352	Map2k4
NM_001316370	ENSMUSG00000019916	P4ha1
NM_001316371	ENSMUSG00000019916	P4ha1
NM_001316372	ENSMUSG00000020553	Pctp
NM_001316664	ENSMUSG00000033854	Kcnk10
NM_001316665	ENSMUSG00000033854	Kcnk10
NM_001316666	ENSMUSG00000033854	Kcnk10
NM_001316667	ENSMUSG00000035031	C8a
NM_001316671	ENSMUSG00000029656	C8b
NM_001316672	ENSMUSG00000052889	Prkcb
NM_001316673	ENSMUSG00000020097	Sgpl1
NM_001316674	ENSMUSG00000020097	Sgpl1
NM_001316675	ENSMUSG00000020321	Mdh1
NM_001316678	ENSMUSG00000041836	Ptpre
NM_001316679	ENSMUSG00000041836	Ptpre
NM_001316680	ENSMUSG00000041836	Ptpre
NM_001316681	ENSMUSG00000041836	Ptpre
NM_001316684	ENSMUSG00000022436	Sh3bp1
NM_001316685	ENSMUSG00000022436	Sh3bp1
NM_001316686	ENSMUSG00000022436	Sh3bp1
NM_001316687	ENSMUSG00000026751	Nr5a1
NM_001316688	ENSMUSG00000027932	Slc27a3
NM_001316689	ENSMUSG00000030866	Ern2
NM_001316691	ENSMUSG00000032577	Mapkapk3
NM_001316694	ENSMUSG00000026018	Ica1l
NM_001316695	ENSMUSG00000026018	Ica1l
NM_001316696	ENSMUSG00000018570	2810408A11Rik
NM_001316697	ENSMUSG00000018570	2810408A11Rik
NM_001316698	ENSMUSG00000018570	2810408A11Rik
NM_001316699	ENSMUSG00000042570	Mier2
NM_001316710	ENSMUSG00000069227	Gprin1
NM_001316711	ENSMUSG00000021772	Nkiras1
NM_001316712	ENSMUSG00000021772	Nkiras1
NM_001316713	ENSMUSG00000030766	Arhgap17
NM_001316715	ENSMUSG00000022516	Nudt16l1
NM_001316716	ENSMUSG00000063428	Ddo
NM_001316717	ENSMUSG00000063428	Ddo
NM_001316718	ENSMUSG00000063428	Ddo
NM_001316719	ENSMUSG00000063428	Ddo
NM_001316721	ENSMUSG00000006490	Prl8a9
NM_001316723	ENSMUSG00000000305	Cdh4
NM_001316724	ENSMUSG00000002804	Nudt14
NM_001316728	ENSMUSG00000040746	Rnf167
NM_001316729	ENSMUSG00000024084	Qpct
NM_001316732	ENSMUSG00000021792	Fam213a
NM_001316733	ENSMUSG00000021792	Fam213a
NM_001316734	ENSMUSG00000021792	Fam213a
NM_001316735	ENSMUSG00000021792	Fam213a
NM_001316736	ENSMUSG00000021792	Fam213a
NM_001316737	ENSMUSG00000021792	Fam213a
NM_001316739	ENSMUSG00000021792	Fam213a
NM_001316740	ENSMUSG00000021792	Fam213a
NM_001316742	ENSMUSG00000002767	Mrpl2
NM_001316743	ENSMUSG00000026312	Cdh7
NM_001316744	ENSMUSG00000026312	Cdh7
NM_001316746	ENSMUSG00000004462	Tbccd1
NM_001316747	ENSMUSG00000028687	Mutyh
NM_001316748	ENSMUSG00000037824	Tspan14
NM_001316749	ENSMUSG00000030134	Rasgef1a
NM_001316750	ENSMUSG00000009905	Kdsr
NM_001316751	ENSMUSG00000015748	Prpf3
NM_001316752	ENSMUSG00000000248	Clec2g
NM_001316753	ENSMUSG00000034518	Hmgxb4
NM_001316754	ENSMUSG00000034518	Hmgxb4
NM_001316755	ENSMUSG00000038085	Cnbd2
NM_001316756	ENSMUSG00000028188	Spata1
NM_001316758	ENSMUSG00000022321	Cdh10
NM_001316760	ENSMUSG00000039903	Eva1c
NM_001316761	ENSMUSG00000039903	Eva1c
NM_001316995	ENSMUSG00000037894	H2afz
NM_001317041	ENSMUSG00000023951	Vegfa
NM_001317042	ENSMUSG00000043323	Fbrsl1
NM_001317065	ENSMUSG00000024225	Clps
NM_001317105	ENSMUSG00000033860	Fgg
NM_001317124	ENSMUSG00000053004	Hrh1
NM_001317125	ENSMUSG00000053004	Hrh1
NM_001317126	ENSMUSG00000053004	Hrh1
NM_001317173	ENSMUSG00000041530	Ago1
NM_001317174	ENSMUSG00000041530	Ago1
NM_001317213	ENSMUSG00000059169	Krt40
NM_001317217	ENSMUSG00000090841	Myl6
NM_001317218	ENSMUSG00000090841	Myl6
NM_001317219	ENSMUSG00000090841	Myl6
NM_001317220	ENSMUSG00000090841	Myl6
NM_001317221	ENSMUSG00000090141	Gm614
NM_001317241	ENSMUSG00000027282	Mtch2
NM_001317241	ENSMUSG00000111714	Mtch2
NM_001317242	ENSMUSG00000111714	Mtch2
NM_001317242	ENSMUSG00000027282	Mtch2
NM_001317243	ENSMUSG00000027282	Mtch2
NM_001317243	ENSMUSG00000111714	Mtch2
NM_001317244	ENSMUSG00000027282	Mtch2
NM_001317244	ENSMUSG00000111714	Mtch2
NM_001317350	ENSMUSG00000066979	Bub3
NM_001317351	ENSMUSG00000021575	Ahrr
NM_001317352	ENSMUSG00000028357	Kif12
NM_001317353	ENSMUSG00000031447	Lamp1
NM_001317354	ENSMUSG00000032578	Cish
NM_001317355	ENSMUSG00000003363	Pld3
NM_001317361	ENSMUSG00000026401	Cd55b
NM_001317363	ENSMUSG00000024331	Dsc2
NM_001317365	ENSMUSG00000024331	Dsc2
NM_001317385	ENSMUSG00000005161	Prdx2
NM_001317388	ENSMUSG00000004098	Col5a3
NM_001317391	ENSMUSG00000004383	Large1
NM_001317397	ENSMUSG00000004651	Tyr
NM_001317404	ENSMUSG00000036636	Clcn7
NM_001317722	ENSMUSG00000024330	Col11a2
NM_001317723	ENSMUSG00000073988	Ttpa
NM_001317726	ENSMUSG00000023826	Park2
NM_001317729	ENSMUSG00000024411	Aqp4
NM_001317733	ENSMUSG00000028197	Col24a1
NM_001318003	ENSMUSG00000080152	Gm12260
NM_001318102	ENSMUSG00000046709	Mapk10
NM_001318131	ENSMUSG00000046709	Mapk10
NM_001318735	ENSMUSG00000025905	Oprk1
NM_001318919	ENSMUSG00000027584	Oprl1
NM_001318920	ENSMUSG00000027584	Oprl1
NM_001318922	ENSMUSG00000027584	Oprl1
NM_001318923	ENSMUSG00000027584	Oprl1
NM_001318924	ENSMUSG00000027584	Oprl1
NM_001318925	ENSMUSG00000027584	Oprl1
NM_001319147	ENSMUSG00000070371	Prss36
NM_001319151	ENSMUSG00000039057	Myo16
NM_001319156	ENSMUSG00000057378	Ryr3
NM_001319203	ENSMUSG00000061371	Zfp873
NM_001319227	ENSMUSG00000026237	Nmur1
NM_001319986	ENSMUSG00000018623	Mmp7
NM_001320076	ENSMUSG00000049723	Mmp12
NM_001320077	ENSMUSG00000049723	Mmp12
NM_001320216	ENSMUSG00000030981	Mmp21
NM_001320231	ENSMUSG00000034321	Exosc1
NM_001320232	ENSMUSG00000034321	Exosc1
NM_001320233	ENSMUSG00000034321	Exosc1
NM_001320235	ENSMUSG00000029061	Mmp23
NM_001320258	ENSMUSG00000023903	Mmp25
NM_001320300	ENSMUSG00000020682	Mmp28
NM_001320331	ENSMUSG00000063903	Klk1
NM_001320332	ENSMUSG00000063903	Klk1
NM_001320366	ENSMUSG00000096039	D830030K20Rik
NM_001320385	ENSMUSG00000046962	Zbtb21
NM_001320492	ENSMUSG00000015714	Cers2
NM_001320545	ENSMUSG00000073774	Kncn
NM_001320554	ENSMUSG00000024968	Rcor2
NM_001320720	ENSMUSG00000071350	Setdb2
NM_001320721	ENSMUSG00000071350	Setdb2
NM_001320946	ENSMUSG00000042425	Frmpd3
NM_001322265	ENSMUSG00000008398	Elk3
NM_001322268	ENSMUSG00000008398	Elk3
NM_001322338	ENSMUSG00000087303	Lipo2
NM_001323065	ENSMUSG00000079342	Lipo1
NM_001323386	ENSMUSG00000079344	Lipo4
NM_001324398	ENSMUSG00000064023	Klk8
NM_001324406	ENSMUSG00000072066	6720489N17Rik
NM_001324416	ENSMUSG00000078502	Gm13212
NM_001324422	ENSMUSG00000078864	Gm14322
NM_001324471	ENSMUSG00000066027	Gm10436
NM_001324472	ENSMUSG00000032207	Lipc
NM_001324473	ENSMUSG00000032207	Lipc
NM_001324476	ENSMUSG00000020608	Smc6
NM_001324480	ENSMUSG00000049792	Bag5
NM_001324481	ENSMUSG00000049792	Bag5
NM_001324482	ENSMUSG00000049792	Bag5
NM_001324486	ENSMUSG00000032089	Il10ra
NM_001324488	ENSMUSG00000021254	Gpatch2l
NM_001324489	ENSMUSG00000031553	Adam3
NM_001324517	ENSMUSG00000107252	Gm5767
NM_001324519	ENSMUSG00000020672	Sntg2
NM_001324520	ENSMUSG00000020672	Sntg2
NM_001324521	ENSMUSG00000020672	Sntg2
NM_001324522	ENSMUSG00000032498	Mlh1
NM_001324525	ENSMUSG00000038651	Sycp2l
NM_001324530	ENSMUSG00000032475	Nck1
NM_001324531	ENSMUSG00000019066	Rab3d
NM_001324533	ENSMUSG00000048758	Rpl29
NM_001324534	ENSMUSG00000048758	Rpl29
NM_001324535	ENSMUSG00000094152	Slc6a16
NM_001324545	ENSMUSG00000001948	Spa17
NM_001324546	ENSMUSG00000032502	Stac
NM_001324548	ENSMUSG00000037705	Tecta
NM_001324550	ENSMUSG00000072761	Gm6712
NM_001324551	ENSMUSG00000109060	LOC101055864
NM_001324552	ENSMUSG00000109396	Gm4565
NM_001324553	ENSMUSG00000078503	Zfp990
NM_001324556	ENSMUSG00000032397	Tipin
NM_001324557	ENSMUSG00000032397	Tipin
NM_001324558	ENSMUSG00000032397	Tipin
NM_001326287	ENSMUSG00000062270	Morf4l1b
NM_001326288	ENSMUSG00000102758	Naaladl2
NM_001326292	ENSMUSG00000031994	Adamts8
NM_001326294	ENSMUSG00000032363	Adamts7
NM_001326351	ENSMUSG00000032363	Adamts7
NM_001326355	ENSMUSG00000042396	Rbm7
NM_001326356	ENSMUSG00000042396	Rbm7
NM_001326359	ENSMUSG00000025894	Aasdhppt
NM_001326361	ENSMUSG00000035443	Thyn1
NM_001326558	ENSMUSG00000061838	Suclg2
NM_001326560	ENSMUSG00000009394	Syn2
NM_001326566	ENSMUSG00000020364	Zfp354a
NM_001326576	ENSMUSG00000022779	Top3b
NM_001326583	ENSMUSG00000048668	Rhno1
NM_001326585	ENSMUSG00000048668	Rhno1
NM_001326586	ENSMUSG00000048668	Rhno1
NM_001326587	ENSMUSG00000048668	Rhno1
NM_001326588	ENSMUSG00000068114	Ccdc134
NM_001326590	ENSMUSG00000029344	Tpst2
NM_001326594	ENSMUSG00000038429	Usp5
NM_001326599	ENSMUSG00000022359	Wdyhv1
NM_001326599	ENSMUSG00000116135	Wdyhv1
NM_001326601	ENSMUSG00000026875	Traf1
NM_001326602	ENSMUSG00000116135	Wdyhv1
NM_001326602	ENSMUSG00000022359	Wdyhv1
NM_001326614	ENSMUSG00000044894	Uqcrq
NM_001326682	ENSMUSG00000068457	Uty
NM_001326683	ENSMUSG00000068457	Uty
NM_001326702	ENSMUSG00000034275	Igsf9b
NM_001327810	ENSMUSG00000047773	Ankfn1
NM_001327821	ENSMUSG00000053007	Creb5
NM_001327860	ENSMUSG00000030188	Magohb
NM_001327938	ENSMUSG00000032826	Ank2
NM_001327939	ENSMUSG00000032826	Ank2
NM_001327998	ENSMUSG00000025092	Hspa12a
NM_001328047	ENSMUSG00000031840	Rab3a
NM_001328047	ENSMUSG00000111277	Rab3a
NM_001328514	ENSMUSG00000021466	Ptch1
NM_001329047	ENSMUSG00000021000	Mia2
NM_001329143	ENSMUSG00000024299	Adamts10
NM_001329152	ENSMUSG00000024299	Adamts10
NM_001329153	ENSMUSG00000024299	Adamts10
NM_001329202	ENSMUSG00000024299	Adamts10
NM_001329203	ENSMUSG00000024299	Adamts10
NM_001329489	ENSMUSG00000048015	Neurod4
NM_001329490	ENSMUSG00000048015	Neurod4
NM_001329527	ENSMUSG00000063856	Gpx1
NM_001329552	ENSMUSG00000058952	Cfi
NM_001329594	ENSMUSG00000028017	Egf
NM_001329610	ENSMUSG00000087230	Mroh3
NM_001329619	ENSMUSG00000023960	Enpp5
NM_001329620	ENSMUSG00000023960	Enpp5
NM_001329621	ENSMUSG00000023960	Enpp5
NM_001329622	ENSMUSG00000023960	Enpp5
NM_001329627	ENSMUSG00000002190	Clgn
NM_001329683	ENSMUSG00000027643	Ghrh
NM_001329871	ENSMUSG00000013698	Pea15a
NM_001329935	ENSMUSG00000025075	Habp2
NM_001330141	ENSMUSG00000045867	Cradd
NM_001330160	ENSMUSG00000025348	Itga7
NM_001330175	ENSMUSG00000045867	Cradd
NM_001330198	ENSMUSG00000019810	Fuca2
NM_001330318	ENSMUSG00000040181	Fmo1
NM_001330363	ENSMUSG00000030247	Kcnj8
NM_001330554	ENSMUSG00000022858	Tra2b
NM_001330607	ENSMUSG00000030498	Gas2
NM_001330649	ENSMUSG00000000581	C1d
NM_001330666	ENSMUSG00000048216	Gpr85
NM_001330686	ENSMUSG00000005716	Pvalb
NM_001330687	ENSMUSG00000038508	Gdf15
NM_001330702	ENSMUSG00000021180	Rps6ka5
NM_001330755	ENSMUSG00000028295	Smim8
NM_001330756	ENSMUSG00000028295	Smim8
NM_001330757	ENSMUSG00000028295	Smim8
NM_001331013	ENSMUSG00000039795	Zfand1
NM_001331043	ENSMUSG00000058835	Abi1
NM_001331044	ENSMUSG00000058835	Abi1
NM_001331045	ENSMUSG00000058835	Abi1
NM_001331046	ENSMUSG00000025059	Gk
NM_001331047	ENSMUSG00000022766	Serpind1
NM_001331048	ENSMUSG00000031910	Has3
NM_001331049	ENSMUSG00000031352	Hccs
NM_001331050	ENSMUSG00000031352	Hccs
NM_001331053	ENSMUSG00000002833	Hdgfl2
NM_001331064	ENSMUSG00000025277	Abhd6
NM_001331065	ENSMUSG00000025277	Abhd6
NM_001331081	ENSMUSG00000029106	Add1
NM_001331107	ENSMUSG00000001729	Akt1
NM_001331108	ENSMUSG00000004056	Akt2
NM_001331109	ENSMUSG00000004056	Akt2
NM_001331112	ENSMUSG00000019102	Aldh3a1
NM_001331118	ENSMUSG00000000320	Alox12
NM_001331120	ENSMUSG00000029994	Anxa4
NM_001331140	ENSMUSG00000024985	Tcf7l2
NM_001331143	ENSMUSG00000024985	Tcf7l2
NM_001331161	ENSMUSG00000010051	Hyal1
NM_001331168	ENSMUSG00000055850	Rnf181
NM_001331168	ENSMUSG00000102720	Rnf181
NM_001331170	ENSMUSG00000102720	Rnf181
NM_001331170	ENSMUSG00000055850	Rnf181
NM_001331173	ENSMUSG00000055850	Rnf181
NM_001331173	ENSMUSG00000102720	Rnf181
NM_001331179	ENSMUSG00000046133	C130073F10Rik
NM_001331181	ENSMUSG00000002043	Trappc6a
NM_001331193	ENSMUSG00000090622	A930033H14Rik
NM_001331197	ENSMUSG00000071266	Zfp946
NM_001331198	ENSMUSG00000071266	Zfp946
NM_001331207	ENSMUSG00000002968	Med25
NM_001331208	ENSMUSG00000002968	Med25
NM_001331209	ENSMUSG00000001138	Cnnm3
NM_001331215	ENSMUSG00000041351	Rap1gap
NM_001331219	ENSMUSG00000029577	Ube3b
NM_001331221	ENSMUSG00000040093	Bmf
NM_001331222	ENSMUSG00000029823	Luc7l2
NM_001346087	ENSMUSG00000036634	Mag
NM_001346088	ENSMUSG00000036634	Mag
NM_001346106	ENSMUSG00000022681	Ntan1
NM_001346107	ENSMUSG00000022681	Ntan1
NM_001346117	ENSMUSG00000026482	Rgl1
NM_001346118	ENSMUSG00000026482	Rgl1
NM_001346503	ENSMUSG00000034021	Pds5b
NM_001346511	ENSMUSG00000051169	Rpusd3
NM_001346513	ENSMUSG00000037997	Parp11
NM_001346514	ENSMUSG00000038543	BC028528
NM_001346518	ENSMUSG00000040412	5330417C22Rik
NM_001346519	ENSMUSG00000016382	Pls3
NM_001346520	ENSMUSG00000016382	Pls3
NM_001346522	ENSMUSG00000042498	D330045A20Rik
NM_001346523	ENSMUSG00000001665	Gstt3
NM_001346526	ENSMUSG00000036062	Phf24
NM_001346528	ENSMUSG00000042523	Dnal1
NM_001346535	ENSMUSG00000021214	Akr1c18
