chr	start	end	strand	repName	ID	mappability
chr10	79496789	79497207	+	RLTR9E	ESCTE3461	1
chr10	82257451	82257784	+	RLTR9A3	ESCTE3462	1
chr10	82282008	82282328	-	RLTR9A3A	ESCTE3463	1
chr10	82320941	82321306	+	RLTR9A3B	ESCTE3464	1
chr10	82329907	82330318	+	RLTR9E	ESCTE3465	0.9514563
chr10	83376897	83377235	-	RLTR9A	ESCTE3466	1
chr10	83398471	83398876	-	RLTR9E	ESCTE3467	1
chr10	83450733	83450983	-	RLTR9D	ESCTE3468	1
chr10	83482943	83483236	-	RLTR9E	ESCTE3469	0.9659864
chr10	85071851	85072257	+	RLTR9E	ESCTE3470	1
chr10	86435124	86435498	+	RLTR9D2	ESCTE3471	0.97333336
chr10	87686046	87686436	+	RLTR9E	ESCTE3472	0.769821
chr10	87968585	87968998	-	RLTR9E	ESCTE3473	1
chr10	91211218	91211577	+	RLTR9A3B	ESCTE3474	1
chr10	91425393	91426267	-	RLTR13D6	ESCTE3475	0.93142855
chr10	95327616	95327971	+	RLTR9A	ESCTE3476	1
chr10	95719360	95719773	-	RLTR9E	ESCTE3477	0.90338165
chr10	96056070	96056383	+	RLTR9A3	ESCTE3478	1
chr10	99469056	99469386	+	RLTR9A3A	ESCTE3479	1
chr10	99979109	99979524	-	RLTR9B	ESCTE3480	0.97596157
chr10	100152368	100152450	-	RLTR9A3	ESCTE3481	1
chr10	100656271	100656413	-	RLTR9E	ESCTE3482	1
chr10	100656477	100656655	-	RLTR9E	ESCTE3483	1
chr10	100656817	100656860	-	RLTR9E	ESCTE3484	1
chr10	100657360	100657528	-	RLTR9E	ESCTE3485	1
chr10	101539337	101539743	+	RLTR9C	ESCTE3486	1
chr10	103344880	103345184	-	RLTR9A3	ESCTE3487	1
chr10	104372593	104372964	-	RLTR9A2	ESCTE3488	1
chr10	104511878	104512212	+	RLTR9A	ESCTE3489	1
chr10	105753799	105754182	-	RLTR9D	ESCTE3490	1
chr10	106417227	106417614	+	RLTR9A3B	ESCTE3491	1
chr10	106919196	106919694	-	RLTR13D6	ESCTE3492	0.9799599
chr10	106922875	106923427	-	RLTR13D6	ESCTE3493	0.8915009
chr10	109521823	109522137	+	RLTR9A3	ESCTE3494	1
chr10	109733073	109733188	-	RLTR9E	ESCTE3495	0.9137931
chr10	110856056	110856167	+	RLTR9E	ESCTE3496	1
chr10	110856219	110856478	+	RLTR9E	ESCTE3497	0.96153843
chr10	111019901	111020234	+	RLTR9A	ESCTE3498	0.8203593
chr10	111899046	111899375	-	RLTR9A3	ESCTE3499	1
chr10	112793834	112794191	-	RLTR9A	ESCTE3500	1
chr10	113561609	113562020	-	RLTR9E	ESCTE3501	1
chr10	114009240	114009583	+	RLTR9A3	ESCTE3502	1
chr10	114310619	114310944	-	RLTR9D	ESCTE3503	0.78527606
chr10	114966174	114966573	+	RLTR9C	ESCTE3504	0.975
chr10	115214833	115215171	+	RLTR9D	ESCTE3505	0.9705015
chr10	117251627	117251683	-	RLTR9D	ESCTE3506	1
chr10	117252342	117252713	+	RLTR9D	ESCTE3507	0.9731183
chr10	117258748	117259128	+	RLTR9D	ESCTE3508	0.9737533
chr10	121288482	121288732	+	RLTR9A3	ESCTE3509	1
chr10	122191875	122192290	+	RLTR9E	ESCTE3510	0.8557692
chr10	123659449	123659806	-	RLTR9A3B	ESCTE3511	1
chr10	124938966	124939300	-	RLTR9A3	ESCTE3512	1
chr10	125515451	125515807	-	RLTR9F	ESCTE3513	0.9719888
chr10	126442588	126442936	-	RLTR9A	ESCTE3514	1
chr10	126841420	126841742	+	RLTR9A3	ESCTE3515	1
chr10	126937462	126937705	+	RLTR9A	ESCTE3516	1
chr10	127152118	127152429	-	RLTR9A3B	ESCTE3517	1
chr10	127785105	127786060	-	RLTR13D6	ESCTE3518	0.92677826
chr10	127827425	127827805	-	RLTR9F	ESCTE3519	1
chr10	127829084	127829517	-	RLTR9B2	ESCTE3520	1
chr10	127880861	127881663	-	RLTR13D6	ESCTE3521	0.9750934
chr10	127893175	127893530	-	RLTR9D	ESCTE3522	0.85955054
chr10	127951978	127952326	+	RLTR9A	ESCTE3523	1
chr10	129031731	129032152	-	RLTR9E	ESCTE3524	0.9526066
chr10	129205593	129205894	+	RLTR9C	ESCTE3525	0.9668874
chr10	129222241	129222652	+	RLTR9C	ESCTE3526	0.9514563
chr10	129356551	129356966	+	RLTR9E	ESCTE3527	0.92788464
chr10	129362443	129362538	+	RLTR9E	ESCTE3528	1
chr10	129362927	129363062	+	RLTR9E	ESCTE3529	0.75
chr10	129370559	129370680	+	RLTR9E	ESCTE3530	0.8360656
chr10	129374540	129374865	+	RLTR9E	ESCTE3531	0.72392637
chr10	129400815	129401201	-	RLTR9D2	ESCTE3532	1
chr10	129826811	129827636	-	RLTR13D6	ESCTE3533	0.9757869
chr10	129847165	129847835	+	RLTR13D6	ESCTE3534	0.9850969
chr10	130005468	130005860	+	RLTR9E	ESCTE3535	0.94910944
chr10	130037141	130037521	+	RLTR9B	ESCTE3536	1
chr10	130116133	130116518	+	RLTR9D	ESCTE3537	0.8445596
chr10	130229962	130230133	-	RLTR9A3B	ESCTE3538	1
chr10	130230090	130230161	+	RLTR9A3B	ESCTE3539	1
chr10	130372723	130373043	-	RLTR9A3	ESCTE3540	1
chr10	130419749	130420628	-	RLTR13D6	ESCTE3541	0.92045456
chr10	130523986	130524405	+	RLTR9E	ESCTE3542	1
chr11	3945488	3945958	+	RLTR9F	ESCTE3543	1
chr11	3955528	3956014	+	RLTR9F	ESCTE3544	0.83572894
chr11	4453087	4453546	-	RLTR9D	ESCTE3545	1
chr11	5495598	5496038	+	RLTR9D	ESCTE3546	1
chr11	5694380	5694798	-	RLTR9D	ESCTE3547	0.7613365
chr11	5699852	5700161	-	RLTR9D	ESCTE3548	0.87096775
chr11	6367952	6368347	-	RLTR9E	ESCTE3549	1
chr11	6725876	6725911	-	RLTR9A4	ESCTE3550	1
chr11	6802994	6803392	+	RLTR9D	ESCTE3551	0.8245614
chr11	6808449	6808845	+	RLTR9D	ESCTE3552	0.57178843
chr11	6847013	6847411	+	RLTR9E	ESCTE3553	0.8245614
chr11	6853438	6853849	+	RLTR9E	ESCTE3554	1
chr11	6883140	6883550	+	RLTR9E	ESCTE3555	0.8783455
chr11	7689599	7689994	-	RLTR9D	ESCTE3556	1
chr11	7728638	7729073	-	RLTR9B2	ESCTE3557	1
chr11	8417177	8417598	+	RLTR9E	ESCTE3558	1
chr11	8758471	8759338	+	RLTR13D6	ESCTE3559	0.8732719
chr11	9146246	9146637	+	RLTR9A2	ESCTE3560	1
chr11	9161287	9161662	-	RLTR9A4	ESCTE3561	1
chr11	9262996	9263361	-	RLTR9D2	ESCTE3562	0.9453552
chr11	9374415	9374797	-	RLTR9E	ESCTE3563	0.79112273
chr11	9504695	9505006	-	RLTR9A3	ESCTE3564	1
chr11	9514783	9515721	-	RLTR13D6	ESCTE3565	0.91480297
chr11	9843580	9843915	-	RLTR9A3	ESCTE3566	1
chr11	9983075	9983414	+	RLTR9A3	ESCTE3567	0.9411765
chr11	10088007	10088404	+	RLTR9D	ESCTE3568	0.9748744
chr11	10222151	10222405	-	RLTR9A2	ESCTE3569	1
chr11	10309997	10310408	+	RLTR9E	ESCTE3570	0.97572815
chr11	10330324	10330698	+	RLTR9E	ESCTE3571	0.94666666
chr11	10353264	10353580	+	RLTR9A	ESCTE3572	1
chr11	10511363	10511797	+	RLTR9B	ESCTE3573	1
chr11	10612065	10612909	-	RLTR13D6	ESCTE3574	0.97633135
chr11	10714407	10714781	-	RLTR9D	ESCTE3575	0.97333336
chr11	10858896	10859332	-	RLTR9B	ESCTE3576	1
chr11	10997077	10997469	-	RLTR9F	ESCTE3577	0.9745547
chr11	11000678	11001068	-	RLTR9F	ESCTE3578	1
chr11	11277331	11277732	+	RLTR9C	ESCTE3579	1
chr11	11636225	11636617	+	RLTR9F	ESCTE3580	0.8982188
chr11	13005143	13005537	-	RLTR9E	ESCTE3581	1
chr11	13009838	13010085	+	RLTR9C	ESCTE3582	0.9596774
chr11	13417777	13418160	-	RLTR9E	ESCTE3583	0.921875
chr11	13519286	13520239	+	RLTR13D6	ESCTE3584	0.9790356
chr11	13978273	13979158	-	RLTR13D6	ESCTE3585	1
chr11	14032530	14032946	+	RLTR9E	ESCTE3586	0.76019186
chr11	14080701	14081036	+	RLTR9D	ESCTE3587	0.9404762
chr11	14081026	14081265	+	RLTR9D	ESCTE3588	1
chr11	14488488	14488836	+	RLTR9A3	ESCTE3589	1
chr11	14588281	14588630	+	RLTR9A2	ESCTE3590	1
chr11	14621147	14622092	-	RLTR13D6	ESCTE3591	0.9682875
chr11	15221895	15222298	+	RLTR9E	ESCTE3592	1
chr11	15867971	15868321	-	RLTR9A3A	ESCTE3593	1
chr11	15878440	15878857	-	RLTR9C	ESCTE3594	0.90430623
chr11	16019254	16019584	-	RLTR9A3	ESCTE3595	1
chr11	16108415	16108820	+	RLTR9A2	ESCTE3596	1
chr11	16114528	16114930	+	RLTR9A2	ESCTE3597	1
chr11	16607688	16608559	-	RLTR13D6	ESCTE3598	0.95412844
chr11	16675822	16676258	-	RLTR9B2	ESCTE3599	0.9542334
chr11	17901045	17901398	+	RLTR9D2	ESCTE3600	0.94350284
chr11	18275891	18276066	+	RLTR9A3B	ESCTE3601	1
chr11	18276077	18276157	+	RLTR9A3B	ESCTE3602	1
chr11	20145283	20145699	-	RLTR9D2	ESCTE3603	1
chr11	20152647	20153001	+	RLTR9A	ESCTE3604	1
chr11	20158050	20158289	+	RLTR9A	ESCTE3605	0.9583333
chr11	20389017	20389432	+	RLTR9C	ESCTE3606	0.8317308
chr11	20394664	20395080	+	RLTR9C	ESCTE3607	0.59232616
chr11	20752681	20752994	-	RLTR9A3	ESCTE3608	1
chr11	20772477	20772912	-	RLTR9B	ESCTE3609	0.9082569
chr11	20816804	20817125	+	RLTR9A3	ESCTE3610	1
chr11	20968650	20969013	-	RLTR9A3B	ESCTE3611	1
chr11	20975324	20975668	-	RLTR9A3B	ESCTE3612	1
chr11	21208998	21209342	+	RLTR9A3B	ESCTE3613	1
chr11	21630100	21630398	-	RLTR9A3	ESCTE3614	1
chr11	21632050	21632277	-	RLTR9A3	ESCTE3615	1
chr11	21874338	21874737	-	RLTR9D	ESCTE3616	1
chr11	22520187	22520521	-	RLTR9A3	ESCTE3617	1
chr11	22527641	22527941	-	RLTR9A3	ESCTE3618	1
chr11	22688532	22688917	-	RLTR9A3B	ESCTE3619	0.97409326
chr11	22747357	22747772	-	RLTR9E	ESCTE3620	1
chr11	22787801	22788126	-	RLTR9A3A	ESCTE3621	1
chr11	23110804	23110981	-	RLTR9A3B	ESCTE3622	1
chr11	23111716	23111823	-	RLTR9A3B	ESCTE3623	1
chr11	23514519	23514530	+	RLTR9B	ESCTE3624	1
chr11	23514922	23515318	+	RLTR9B	ESCTE3625	1
chr11	23520732	23521131	-	RLTR9A2	ESCTE3626	0.975
chr11	23964158	23964537	-	RLTR9A	ESCTE3627	1
chr11	24951273	24951610	+	RLTR9A3	ESCTE3628	1
chr11	26371824	26372126	-	RLTR9B	ESCTE3629	0.9339934
chr11	26372149	26372257	-	RLTR9B	ESCTE3630	1
chr11	26650688	26651092	+	RLTR9E	ESCTE3631	0.97530866
chr11	27045500	27045606	+	RLTR9A3	ESCTE3632	1
chr11	27095226	27096211	-	RLTR13D6	ESCTE3633	0.96957403
chr11	27228989	27229353	+	RLTR9A	ESCTE3634	1
chr11	27258254	27259116	+	RLTR13D6	ESCTE3635	1
chr11	27280912	27281330	+	RLTR9F	ESCTE3636	1
chr11	27286437	27286844	+	RLTR9F	ESCTE3637	0.9754902
chr11	27450933	27451260	+	RLTR9A	ESCTE3638	1
chr11	27456321	27456730	-	RLTR9B2	ESCTE3639	1
chr11	27499105	27499464	+	RLTR9A	ESCTE3640	0.9166667
chr11	27703716	27704118	-	RLTR9E	ESCTE3641	0.9751861
chr11	27709441	27709837	-	RLTR9E	ESCTE3642	1
chr11	27783538	27783929	-	RLTR9B	ESCTE3643	1
chr11	27859834	27860188	+	RLTR9A3A	ESCTE3644	0
chr11	27898446	27898800	+	RLTR9A3A	ESCTE3645	0
chr11	27979470	27979835	-	RLTR9A	ESCTE3646	1
chr11	28035442	28035846	-	RLTR9E	ESCTE3647	1
chr11	28041851	28042253	-	RLTR9E	ESCTE3648	1
chr11	28109175	28109570	+	RLTR9E	ESCTE3649	1
chr11	28186763	28187171	-	RLTR9E	ESCTE3650	1
chr11	28272546	28272586	+	RLTR9A2	ESCTE3651	1
chr11	28272586	28272969	+	RLTR9A2	ESCTE3652	1
chr11	28278096	28278460	+	RLTR9E	ESCTE3653	0.89041096
chr11	29335418	29335777	-	RLTR9A3	ESCTE3654	1
chr11	29355398	29355579	-	RLTR9A	ESCTE3655	0.94505495
chr11	29596411	29596827	-	RLTR9B	ESCTE3656	1
chr11	29603447	29603882	-	RLTR9B	ESCTE3657	0.93119264
chr11	29797070	29797474	+	RLTR9A2	ESCTE3658	1
chr11	29878005	29878373	+	RLTR9A	ESCTE3659	1
chr11	30339263	30339648	-	RLTR9A	ESCTE3660	1
chr11	30491668	30492577	+	RLTR13D6	ESCTE3661	1
chr11	30496109	30496476	+	RLTR9A3	ESCTE3662	1
chr11	30755649	30755714	-	RLTR9A3B	ESCTE3663	1
chr11	30761855	30762253	-	RLTR9A3B	ESCTE3664	1
chr11	31085229	31085565	-	RLTR9A	ESCTE3665	1
chr11	31136147	31136539	-	RLTR9A3B	ESCTE3666	0.9236641
chr11	31169901	31170246	-	RLTR9A3B	ESCTE3667	1
chr11	31251705	31252064	-	RLTR9A	ESCTE3668	0.9722222
chr11	31430153	31430495	-	RLTR9A3	ESCTE3669	1
chr11	31441233	31441293	-	RLTR9A3B	ESCTE3670	1
chr11	31582758	31582850	-	RLTR9D	ESCTE3671	0.8924731
chr11	31979778	31979848	-	RLTR9E	ESCTE3672	0.7183099
chr11	31982484	31982920	-	RLTR9E	ESCTE3673	0.9542334
chr11	32104507	32104872	+	RLTR9A2	ESCTE3674	1
chr11	32173572	32173653	+	RLTR9D	ESCTE3675	1
chr11	32173767	32174064	+	RLTR9D	ESCTE3676	1
chr11	32755804	32756159	+	RLTR9A	ESCTE3677	1
chr11	33107587	33108008	+	RLTR9B2	ESCTE3678	0.9526066
chr11	39808427	39808822	+	RLTR9E	ESCTE3679	1
chr11	40158857	40159806	+	RLTR13D6	ESCTE3680	0.9894737
chr11	40478121	40478520	-	RLTR9E	ESCTE3681	0.925
chr11	40770129	40770333	+	RLTR9E	ESCTE3682	0.80487806
chr11	41516098	41516475	-	RLTR9D	ESCTE3683	0.97354496
chr11	41571135	41571285	+	RLTR9A2	ESCTE3684	1
chr11	41571781	41572128	+	RLTR9A2	ESCTE3685	1
chr11	41591559	41591969	+	RLTR9F	ESCTE3686	1
chr11	41809957	41810328	+	RLTR9D2	ESCTE3687	0.83870965
chr11	41826200	41826541	-	RLTR9A3	ESCTE3688	1
chr11	41885193	41885591	+	RLTR9A2	ESCTE3689	1
chr11	42700566	42700956	+	RLTR9C	ESCTE3690	1
chr11	45964356	45965019	+	RLTR13D6	ESCTE3691	0.8192771
chr11	46814091	46814451	-	RLTR9A2	ESCTE3692	0.97229916
chr11	47303670	47304031	+	RLTR9A3	ESCTE3693	1
chr11	47496009	47496338	+	RLTR9A2	ESCTE3694	0.969697
chr11	47501285	47501645	+	RLTR9A2	ESCTE3695	1
chr11	48559784	48559847	+	RLTR9B	ESCTE3696	1
chr11	48559844	48559945	+	RLTR9B	ESCTE3697	1
chr11	48701368	48701782	-	RLTR9E	ESCTE3698	0.9518072
chr11	48957657	48957814	+	RLTR9D	ESCTE3699	0
chr11	49029493	49029652	+	RLTR9D	ESCTE3700	0
chr11	53711565	53711937	-	RLTR9F	ESCTE3701	0.8927614
chr11	53738538	53738877	-	RLTR9A3	ESCTE3702	1
chr11	53749586	53750005	-	RLTR9B	ESCTE3703	1
chr11	55614560	55614988	-	RLTR9E	ESCTE3704	0.97669
chr11	58584059	58584483	+	RLTR9B	ESCTE3705	1
chr11	59532623	59533024	+	RLTR9D	ESCTE3706	1
chr11	59560271	59560657	-	RLTR9E	ESCTE3707	1
chr11	61412062	61412386	+	RLTR9A3A	ESCTE3708	1
chr11	63960487	63960843	-	RLTR9A	ESCTE3709	1
chr11	65513980	65514335	+	RLTR9A3B	ESCTE3710	1
chr11	65590184	65590596	+	RLTR9F	ESCTE3711	1
chr11	67011695	67011894	+	RLTR9A3B	ESCTE3712	0.95
chr11	68617820	68618253	-	RLTR9E	ESCTE3713	0.6082949
chr11	69707996	69708375	+	RLTR9A3	ESCTE3714	1
chr11	71293642	71294009	+	RLTR9A2	ESCTE3715	1
chr11	71733748	71734066	-	RLTR9A	ESCTE3716	1
chr11	73528731	73529677	-	RLTR13D6	ESCTE3717	0.9788807
chr11	73763391	73763743	+	RLTR9A	ESCTE3718	1
chr11	73833343	73833659	+	RLTR9A3	ESCTE3719	1
chr11	73936039	73936331	-	RLTR9A3	ESCTE3720	0.9658703
chr11	74105239	74105656	+	RLTR9C	ESCTE3721	1
chr11	74110110	74110171	+	RLTR9C	ESCTE3722	1
chr11	74139807	74140677	+	RLTR13D6	ESCTE3723	0.9770379
chr11	74327779	74328138	+	RLTR9A	ESCTE3724	1
chr11	76052600	76052960	+	RLTR9D2	ESCTE3725	1
chr11	76620549	76620648	-	RLTR9B2	ESCTE3726	1
chr11	77457035	77457140	+	RLTR9D2	ESCTE3727	1
chr11	78851388	78851750	-	RLTR9F	ESCTE3728	0.91735536
chr11	79426480	79426848	-	RLTR9E	ESCTE3729	1
chr11	79552553	79552899	-	RLTR9A3	ESCTE3730	1
chr11	83095234	83095659	-	RLTR9B2	ESCTE3731	1
chr11	83105424	83105843	-	RLTR9B	ESCTE3732	0.9285714
chr11	83261852	83262142	+	RLTR9A3B	ESCTE3733	1
chr11	88993833	88994216	+	RLTR9D2	ESCTE3734	1
chr11	89030695	89031068	+	RLTR9D2	ESCTE3735	0.973262
chr11	89032013	89032060	+	RLTR9B2	ESCTE3736	1
chr11	89865606	89865996	-	RLTR9E	ESCTE3737	0.8976982
chr11	90861404	90861754	+	RLTR9A	ESCTE3738	1
chr11	90957762	90957999	-	RLTR9E	ESCTE3739	0.789916
chr11	91143837	91144078	-	RLTR9D	ESCTE3740	1
chr11	91144572	91144637	-	RLTR9D	ESCTE3741	1
chr11	91371534	91371673	+	RLTR9A3B	ESCTE3742	1
chr11	91945223	91945627	+	RLTR9D	ESCTE3743	0.97530866
chr11	92418317	92418640	+	RLTR9A3	ESCTE3744	1
chr11	97708649	97708763	-	RLTR9D	ESCTE3745	1
chr11	97708783	97708985	-	RLTR9D	ESCTE3746	1
chr11	98609780	98610147	+	RLTR9A	ESCTE3747	1
chr11	98610313	98610740	+	RLTR9B	ESCTE3748	1
chr11	98625662	98625711	+	RLTR9A	ESCTE3749	1
chr11	98645425	98645631	+	RLTR9A	ESCTE3750	1
chr11	98645671	98645800	+	RLTR9A	ESCTE3751	1
chr11	99639614	99640526	+	RLTR13D6	ESCTE3752	0.9342826
chr11	101400877	101400899	+	RLTR9A	ESCTE3753	0
chr11	101401110	101401444	+	RLTR9A	ESCTE3754	1
chr11	101624830	101625217	-	RLTR9D	ESCTE3755	0.8453608
chr11	103479632	103480034	+	RLTR9A	ESCTE3756	0.87593055
chr11	103485679	103486009	+	RLTR9A	ESCTE3757	0.9697885
chr11	104018235	104018542	+	RLTR9A3	ESCTE3758	1
chr11	104018885	104018988	+	RLTR9A3B	ESCTE3759	1
chr11	104955836	104956024	-	RLTR9A3	ESCTE3760	1
chr11	104977837	104978274	-	RLTR9D	ESCTE3761	1
chr11	105993689	105994540	-	RLTR13D6	ESCTE3762	0.97652584
chr11	106633578	106633790	+	RLTR9A3	ESCTE3763	1
chr11	106634012	106634087	+	RLTR9A3	ESCTE3764	1
chr11	106646877	106647081	+	RLTR9A3	ESCTE3765	1
chr11	109782741	109783581	+	RLTR13D6	ESCTE3766	0.96432817
chr11	109901071	109901447	+	RLTR9A	ESCTE3767	1
chr11	110360128	110360429	+	RLTR9A3A	ESCTE3768	1
chr11	114205826	114205888	+	RLTR9E	ESCTE3769	1
chr11	114206041	114206383	+	RLTR9E	ESCTE3770	0.97084546
chr11	114531373	114531488	-	RLTR9E	ESCTE3771	1
chr11	114948197	114948604	-	RLTR9A2	ESCTE3772	0.95098037
chr11	114955025	114955435	-	RLTR9A2	ESCTE3773	0.9513382
chr11	116422837	116423217	+	RLTR9E	ESCTE3774	0.8950131
chr11	116875330	116875455	+	RLTR13D6	ESCTE3775	1
chr11	118304060	118304456	+	RLTR9D	ESCTE3776	0.94962215
chr11	118308672	118309074	+	RLTR9D	ESCTE3777	0.7766749
chr11	119395481	119395861	+	RLTR9D	ESCTE3778	1
chr11	119760218	119760563	-	RLTR9A	ESCTE3779	1
chr11	121034753	121035116	-	RLTR9E	ESCTE3780	1
chr11	121931547	121931952	-	RLTR9E	ESCTE3781	0.92610836
chr11	121964191	121964597	+	RLTR9B2	ESCTE3782	0.9017199
chr11	121978151	121978566	+	RLTR9E	ESCTE3783	0.90384614
chr12	3030622	3031015	+	RLTR9E	ESCTE3784	0.7461929
chr12	3139078	3139470	+	RLTR9E	ESCTE3785	0.94910944
chr12	3173160	3173582	-	RLTR9E	ESCTE3786	0.8817967
chr12	3415103	3415399	+	RLTR9D2	ESCTE3787	0.9326599
chr12	3416217	3416422	+	RLTR9D2	ESCTE3788	1
chr12	3527629	3528034	-	RLTR9E	ESCTE3789	0.9014778
chr12	3535344	3535757	-	RLTR9E	ESCTE3790	0.87922704
chr12	4358273	4358665	+	RLTR13D6	ESCTE3791	0.94910944
chr12	4358670	4359077	+	RLTR13D6	ESCTE3792	0.85294116
chr12	4359057	4359135	+	RLTR13D6	ESCTE3793	1
chr12	5005718	5006126	-	RLTR9D	ESCTE3794	0.95110023
chr12	6595502	6595915	+	RLTR9E	ESCTE3795	0.8067633
chr12	7509577	7509934	+	RLTR9A	ESCTE3796	1
chr12	10611611	10612009	+	RLTR9C	ESCTE3797	0.79949874
chr12	10738372	10738776	-	RLTR9D	ESCTE3798	0.8518519
chr12	11052740	11053140	+	RLTR9D	ESCTE3799	0.8254364
chr12	13184025	13184393	-	RLTR9D	ESCTE3800	0.8644986
chr12	13577458	13577890	-	RLTR9B	ESCTE3801	1
chr12	14521831	14522209	+	RLTR9D	ESCTE3802	1
chr12	14764673	14765625	-	RLTR13D6	ESCTE3803	0.96852046
chr12	14890249	14891181	-	RLTR13D6	ESCTE3804	0.9464094
chr12	15001397	15001690	+	RLTR9F	ESCTE3805	1
chr12	15005717	15006105	+	RLTR9F	ESCTE3806	1
chr12	15260863	15261287	-	RLTR9F	ESCTE3807	1
chr12	15456464	15456826	+	RLTR9E	ESCTE3808	0.91735536
chr12	16407136	16408007	-	RLTR13D6	ESCTE3809	0.85091746
chr12	17459239	17459640	-	RLTR9D	ESCTE3810	0.6268657
chr12	17464550	17464952	-	RLTR9D	ESCTE3811	0.75186104
chr12	17835040	17835910	-	RLTR13D6	ESCTE3812	0.9196326
chr12	17849607	17850015	-	RLTR9E	ESCTE3813	0.9633252
chr12	17895930	17896237	-	RLTR9D	ESCTE3814	1
chr12	17896633	17896707	-	RLTR9D	ESCTE3815	0.50666666
chr12	17940075	17940478	-	RLTR9E	ESCTE3816	0.3960396
chr12	18019098	18019396	-	RLTR9D	ESCTE3817	0.53177255
chr12	18019790	18019864	-	RLTR9D	ESCTE3818	0
chr12	18144540	18144841	-	RLTR9D	ESCTE3819	0.90066224
chr12	18145237	18145311	-	RLTR9D	ESCTE3820	1
chr12	18192806	18193208	-	RLTR9E	ESCTE3821	0.7890819
chr12	18205383	18205791	-	RLTR9E	ESCTE3822	0.95110023
chr12	18228869	18229246	+	RLTR9D	ESCTE3823	0.97354496
chr12	18231229	18231640	-	RLTR9D	ESCTE3824	0.8786408
chr12	18237915	18238327	-	RLTR9D	ESCTE3825	0.68523
chr12	18240026	18240441	-	RLTR9F	ESCTE3826	0.9519231
chr12	18527567	18527641	-	RLTR9D	ESCTE3827	0.14666666
chr12	18566296	18566705	-	RLTR9E	ESCTE3828	0.37804878
chr12	18641536	18641841	-	RLTR9D	ESCTE3829	0.6405229
chr12	18642220	18642294	-	RLTR9D	ESCTE3830	0.6666667
chr12	18730766	18731072	-	RLTR9D	ESCTE3831	0.08143322
chr12	18731466	18731540	-	RLTR9D	ESCTE3832	0
chr12	18912703	18913109	-	RLTR9E	ESCTE3833	0.21867321
chr12	18919284	18919551	-	RLTR9E	ESCTE3834	0.14179105
chr12	18920141	18920281	-	RLTR9E	ESCTE3835	0.29078013
chr12	18982734	18983144	-	RLTR9E	ESCTE3836	0.32603407
chr12	19069330	19069404	-	RLTR9D	ESCTE3837	0.32
chr12	19191073	19191379	-	RLTR9D	ESCTE3838	0.9674267
chr12	19191775	19191849	-	RLTR9D	ESCTE3839	0
chr12	19296362	19296481	-	RLTR9D	ESCTE3840	0
chr12	19296476	19296496	-	RLTR9D	ESCTE3841	0
chr12	19296892	19296966	-	RLTR9D	ESCTE3842	0
chr12	19335805	19336214	-	RLTR9E	ESCTE3843	0
chr12	19496407	19496716	-	RLTR9D	ESCTE3844	0
chr12	19497112	19497186	-	RLTR9D	ESCTE3845	0
chr12	19564602	19565009	-	RLTR9E	ESCTE3846	0
chr12	19570996	19571409	-	RLTR9E	ESCTE3847	0
chr12	19620167	19620238	-	RLTR9D	ESCTE3848	0.6111111
chr12	19661938	19662348	-	RLTR9E	ESCTE3849	0.66423357
chr12	19668532	19668943	-	RLTR9E	ESCTE3850	0.8786408
chr12	19729649	19729949	-	RLTR9D	ESCTE3851	0.46843854
chr12	19730341	19730415	-	RLTR9D	ESCTE3852	0
chr12	19812016	19812156	+	RLTR9E	ESCTE3853	0.24822696
chr12	19812648	19812915	+	RLTR9E	ESCTE3854	0.7761194
chr12	19823137	19823543	+	RLTR9E	ESCTE3855	0.48402947
chr12	19871065	19871371	+	RLTR9D	ESCTE3856	0.7687296
chr12	19969121	19969240	-	RLTR9D	ESCTE3857	0
chr12	19969235	19969255	-	RLTR9D	ESCTE3858	0.71428573
chr12	19969651	19969725	-	RLTR9D	ESCTE3859	0.26666668
chr12	20009584	20009993	-	RLTR9E	ESCTE3860	0.11463415
chr12	20077749	20078058	-	RLTR9D	ESCTE3861	0
chr12	20078454	20078528	-	RLTR9D	ESCTE3862	0
chr12	20146363	20146760	-	RLTR9E	ESCTE3863	0.37185928
chr12	20152744	20153157	-	RLTR9E	ESCTE3864	0.4758454
chr12	20236637	20236943	-	RLTR9D	ESCTE3865	0.15309446
chr12	20237337	20237411	-	RLTR9D	ESCTE3866	0
chr12	20315619	20315695	-	RLTR9D	ESCTE3867	0.54545456
chr12	20513457	20513748	-	RLTR9D	ESCTE3868	0.20547946
chr12	20514130	20514204	-	RLTR9D	ESCTE3869	0.85333335
chr12	20551909	20552318	-	RLTR9E	ESCTE3870	0
chr12	20671123	20671306	-	RLTR9E	ESCTE3871	0.8369565
chr12	20671307	20671604	-	RLTR9E	ESCTE3872	0.5637584
chr12	20677609	20677952	-	RLTR9E	ESCTE3873	0.64534885
chr12	20763893	20764195	-	RLTR9D	ESCTE3874	0.9339934
chr12	20764589	20764659	-	RLTR9D	ESCTE3875	1
chr12	20805397	20805813	-	RLTR9E	ESCTE3876	0.43165466
chr12	20909592	20909670	+	RLTR9D	ESCTE3877	1
chr12	20910066	20910374	+	RLTR9D	ESCTE3878	0.87055016
chr12	21049476	21049880	-	RLTR9E	ESCTE3879	0.60493827
chr12	21054981	21055324	-	RLTR9E	ESCTE3880	0.6395349
chr12	21616368	21616839	+	RLTR9E	ESCTE3881	0.9364407
