name	chrom	strand	txStart	txEnd	name2	TSS
NR_033616	chr10	-	60928225	60938132	Pldi	60938132
NR_130327	chr10	+	60960722	60960844	Mir466j	60960722
NR_040638	chr10	+	61031302	61038080	Gm20611	61031302
NM_001316674	chr10	-	61098641	61147684	Sgpl1	61147684
NM_001316673	chr10	-	61098641	61147684	Sgpl1	61147684
NM_023064	chr10	+	61175261	61180680	Tbata	61175261
NM_025273	chr10	+	61089330	61094329	Pcbd1	61089330
NM_009163	chr10	-	61098641	61147684	Sgpl1	61147684
NM_001017441	chr10	+	61171963	61180680	Tbata	61171963
NM_001017433	chr10	+	61171963	61188841	Tbata	61171963
NM_001017419	chr10	+	61171963	61188841	Tbata	61171963
NM_001017409	chr10	+	61175261	61180680	Tbata	61175261
NM_001017407	chr10	+	61175261	61180680	Tbata	61175261
NM_011073	chr10	+	61297835	61304263	Prf1	61297835
NM_010124	chr10	-	61432496	61452669	Eif4ebp2	61452669
NM_013611	chr10	+	61417971	61425338	Nodal	61417971
NM_153542	chr10	+	61475832	61582228	Lrrc20	61475832
NM_001358488	chr10	+	61680284	61693297	Sar1a	61680284
NM_001358487	chr10	+	61680284	61693297	Sar1a	61680284
NR_126477	chr10	-	61674526	61680290	1700022H01Rik	61680290
NM_001272090	chr10	+	61695513	61702773	Tysnd1	61695513
NM_001272091	chr10	+	61695513	61702773	Tysnd1	61695513
NM_001272092	chr10	+	61695513	61702773	Tysnd1	61695513
NR_073587	chr10	+	61695585	61702773	Tysnd1	61695585
NM_027912	chr10	+	61695513	61702773	Tysnd1	61695513
NM_009120	chr10	+	61680284	61693297	Sar1a	61680284
NM_026438	chr10	+	61648620	61674165	Ppa1	61648620
NR_039568	chr10	+	61774736	61774821	Mir5108	61774736
NM_207000	chr10	-	61738646	61783864	H2afy2	61783864
NM_027251	chr10	-	62107655	62111050	Fam241b	62111050
NM_001358252	chr10	-	62107655	62111050	Fam241b	62111050
NM_001358253	chr10	-	62107655	62110968	Fam241b	62110968
NM_009719	chr10	+	62133089	62134763	Neurog3	62133089
NR_106122	chr10	-	62194166	62194227	Mir7662	62194227
NM_197996	chr10	-	62185395	62231218	Tspan15	62231218
NR_038038	chr10	+	62340606	62349866	Hk1os	62340606
NM_001146100	chr10	-	62268854	62340421	Hk1	62340421
NM_010438	chr10	-	62268854	62379908	Hk1	62379908
NM_181423	chr10	-	62429220	62449738	Supv3l1	62449738
NR_027926	chr10	+	62449159	62451353	4930507D05Rik	62449159
NM_001359806	chr10	-	62429220	62449738	Supv3l1	62449738
NM_133672	chr10	-	62454842	62486805	Vps26a	62486805
NM_001358543	chr10	-	62454842	62486805	Vps26a	62486805
NM_011157	chr10	-	62493832	62507757	Srgn	62507757
NM_001113355	chr10	-	62454842	62486598	Vps26a	62486598
NM_028197	chr10	-	62558469	62578457	Kif1bp	62578457
NM_053183	chr10	-	62615791	62651218	Ddx50	62651218
NM_019553	chr10	-	62580246	62602298	Ddx21	62602298
NM_001358820	chr10	-	62615791	62649753	Ddx50	62649753
NM_001358819	chr10	-	62615791	62651218	Ddx50	62651218
NR_106074	chr10	+	62682507	62682558	Mir7215	62682507
NR_028557	chr10	-	62765578	62765606	Snord98	62765606
NM_001033260	chr10	-	62659421	62726099	Stox1	62726099
NM_001253857	chr10	-	62804569	62887324	Tet1	62887324
NM_001079824	chr10	-	63014663	63023849	Hnrnph3	63023849
NM_027425	chr10	+	62980222	63018742	Rufy2	62980222
NR_152862	chr10	+	62947028	62974183	Dna2	62947028
NM_177372	chr10	+	62947028	62974188	Dna2	62947028
NM_001347457	chr10	-	63014663	63020300	Hnrnph3	63020300
NM_175194	chr10	+	62920632	62946494	Slc25a16	62920632
NM_001359260	chr10	-	63014663	63020300	Hnrnph3	63020300
NM_001359261	chr10	-	63014663	63020300	Hnrnph3	63020300
NR_153192	chr10	+	63060712	63064125	Pbld1	63060712
NR_152619	chr10	-	63055602	63057467	Gm16143	63057467
NR_153193	chr10	+	63060712	63064125	Pbld1	63060712
NM_016864	chr10	+	63100155	63100605	Atoh7	63100155
NM_001359529	chr10	+	63060712	63077960	Pbld1	63060712
NM_026701	chr10	+	63061588	63077960	Pbld1	63061588
NM_019812	chr10	-	63319004	63339035	Sirt1	63339035
NM_001159589	chr10	-	63319004	63339035	Sirt1	63339035
NM_013888	chr10	+	63386562	63408840	Dnajc12	63386562
NM_001253685	chr10	+	63382442	63408840	Dnajc12	63382442
NR_152621	chr10	-	65119525	65120367	Gm28881	65120367
NR_038039	chr10	-	66120608	66124064	1700023F02Rik	66124064
NR_131070	chr10	+	66145295	66179514	4930407I19Rik	66145295
NR_138560	chr10	-	66912189	66920384	1110002J07Rik	66920384
NR_138561	chr10	-	66912189	66920384	1110002J07Rik	66920384
NR_110511	chr10	+	67005074	67041326	Gm31763	67005074
NM_001204915	chr10	-	67009188	67096988	Reep3	67096988
NM_178606	chr10	-	67009188	67096988	Reep3	67096988
NM_001036293	chr10	-	67266688	67285281	Nrbf2	67285281
NR_155445	chr10	-	67568517	67570008	4930563J15Rik	67570008
NM_010118	chr10	+	67537868	67542188	Egr2	67537868
NR_155444	chr10	-	67568517	67571959	4930563J15Rik	67571959
NM_001347458	chr10	+	67537929	67542188	Egr2	67537929
NM_001005419	chr10	-	67544510	67548955	Ado	67548955
NR_152797	chr10	-	67962477	67973708	4930521O17Rik	67973708
NR_045357	chr10	-	68319064	68321142	4930545H06Rik	68321142
NM_028491	chr10	-	68430955	68541875	Cabcoco1	68541875
NM_177794	chr10	+	68723745	68782654	Tmem26	68723745
NM_001252636	chr10	+	69208551	69291784	Rhobtb1	69208551
NM_001331193	chr10	-	69209761	69213098	A930033H14Rik	69213098
NM_001081347	chr10	+	69212656	69291784	Rhobtb1	69212656
NM_001252637	chr10	+	69213193	69291784	Rhobtb1	69213193
NM_001252638	chr10	+	69213193	69291784	Rhobtb1	69213193
NM_001304739	chr10	+	70204663	70219711	Mrln	70204663
NM_001162846	chr10	-	70557685	70592812	Phyhipl	70592812
NM_178621	chr10	-	70557685	70599291	Phyhipl	70599291
NR_131003	chr10	+	71201744	71204488	1700113B09Rik	71201744
NM_145420	chr10	-	71254979	71285262	Ube2d1	71285262
NM_009360	chr10	-	71225476	71238044	Tfam	71238044
NM_001347191	chr10	+	71347762	71385885	Ipmk	71347762
NM_027184	chr10	+	71347762	71385885	Ipmk	71347762
NR_152791	chr10	+	71310744	71313977	Gm20609	71310744
NM_134007	chr10	-	71330493	71344849	Cisd1	71344849
NR_003644	chr10	-	71979884	71980690	1700049L16Rik	71980690
NM_001293684	chr10	+	72654845	72669792	Zwint	72654845
NM_025635	chr10	+	72654845	72669792	Zwint	72654845
NM_001293683	chr10	+	72654845	72674964	Zwint	72654845
NM_001359271	chr10	+	75037057	75054748	Rab36	75037057
NM_001359272	chr10	+	75037225	75054748	Rab36	75037225
NM_001359270	chr10	+	75037057	75054748	Rab36	75037057
NR_033602	chr10	+	75352054	75352961	Gm5779	75352054
NM_001331096	chr10	+	75324857	75334792	Adora2a	75324857
NM_001331095	chr10	+	75317599	75334792	Adora2a	75317599
NM_009630	chr10	+	75316876	75334792	Adora2a	75316876
NR_045841	chr10	+	75449509	75463104	4933407G14Rik	75449509
NM_133995	chr10	+	75406910	75441679	Upb1	75406910
NM_008116	chr10	+	75573494	75586191	Ggt1	75573494
NM_001305992	chr10	+	75568661	75586191	Ggt1	75568661
NM_001347201	chr10	-	75506813	75517972	Gucd1	75517972
NM_198860	chr10	-	75550124	75560330	Lrrc75b	75560330
NM_175133	chr10	-	75506813	75517381	Gucd1	75517381
NM_026095	chr10	+	75518041	75535440	Snrpd3	75518041
NM_011820	chr10	+	75589380	75617200	Ggt5	75589380
NM_001359425	chr10	+	75589380	75617200	Ggt5	75589380
NR_153110	chr10	+	75589380	75617200	Ggt5	75589380
NM_001162913	chr10	-	75636618	75644008	Susd2	75644008
NM_027890	chr10	-	75636618	75644008	Susd2	75644008
NM_010027	chr10	-	75771232	75773374	Ddt	75773374
NM_133994	chr10	-	75774121	75781414	Gstt3	75781414
NM_001346523	chr10	-	75774116	75781422	Gstt3	75781422
NM_010361	chr10	-	75831844	75834881	Gstt2	75834881
NM_001358778	chr10	-	75783812	75797731	Gstt1	75797731
NM_008185	chr10	-	75783812	75798584	Gstt1	75798584
NM_029472	chr10	-	75814943	75822543	Gstt4	75822543
NM_010798	chr10	-	75859352	75860250	Mif	75860250
NM_175329	chr10	+	75933129	75937750	Chchd10	75933129
NM_198635	chr10	+	75954513	76009589	Gm5134	75954513
NR_105836	chr10	+	76008925	76009017	Mir6409	76008925
NM_001358985	chr10	+	75893397	75895941	Derl3	75893397
NM_024440	chr10	+	75893397	75895941	Derl3	75893397
NM_001161853	chr10	-	75896768	75921614	Smarcb1	75921614
NM_001306184	chr10	-	75923221	75932502	Mmp11	75932502
NR_152573	chr10	+	75893397	75895941	Derl3	75893397
NM_008606	chr10	-	75923221	75932502	Mmp11	75932502
NM_001358532	chr10	+	75948299	75949657	Vpreb3	75948299
NM_009514	chr10	+	75948299	75949657	Vpreb3	75948299
NM_001358983	chr10	+	75893397	75895941	Derl3	75893397
NR_152574	chr10	+	75893397	75895941	Derl3	75893397
NM_001277132	chr10	-	75937722	75940672	Gm867	75940672
NM_001358984	chr10	+	75893397	75895941	Derl3	75893397
NM_011418	chr10	-	75896768	75921614	Smarcb1	75921614
NR_153332	chr10	-	75937722	75940672	Gm867	75940672
NM_177475	chr10	+	76032611	76042969	Zfp280b	76032611
NM_023219	chr10	-	76058620	76111018	Slc5a4b	76111018
NR_152793	chr10	+	76078616	76080502	Gm16222	76078616
NR_126571	chr10	-	76207225	76237865	Prmt2	76237865
NR_030443	chr10	-	76207325	76207409	Mir678	76207409
NM_001302965	chr10	-	76207225	76237865	Prmt2	76237865
NM_133182	chr10	-	76207225	76237865	Prmt2	76237865
NM_009115	chr10	+	76253835	76261319	S100b	76253835
NM_001077638	chr10	-	76207225	76237865	Prmt2	76237865
NR_040580	chr10	+	76389014	76401507	1700094J05Rik	76389014
NM_029816	chr10	+	76449080	76461218	2610028H24Rik	76449080
NM_019434	chr10	+	76468970	76515857	Mcm3ap	76468970
NM_172550	chr10	-	76459566	76469114	Ybey	76469114
NM_080845	chr10	+	76575647	76590338	Ftcd	76575647
NM_029661	chr10	+	76562271	76570200	Spatc1l	76562271
NM_001359186	chr10	+	76562271	76570201	Spatc1l	76562271
NM_146007	chr10	-	76595755	76623404	Col6a2	76623404
NM_001347207	chr10	-	76597834	76623630	Col6a2	76623630
NR_152752	chr10	-	76564764	76570532	Gm15343	76570532
NM_009933	chr10	-	76708791	76726044	Col6a1	76726044
NR_045882	chr10	+	77011994	77022214	Gm10787	77011994
NR_152191	chr10	-	77010949	77029575	Gm3137	77029575
NM_001199271	chr10	+	77032738	77050432	Slc19a1	77032738
NM_031196	chr10	+	77033211	77050432	Slc19a1	77033211
NR_026944	chr10	-	77257772	77259223	Gm10941	77259223
NM_030262	chr10	+	77259299	77269586	Pofut2	77259299
NR_027377	chr10	+	77418375	77420939	Gm17769	77418375
NM_133998	chr10	-	77486654	77515813	Fam207a	77515813
NM_008404	chr10	+	77530347	77565674	Itgb2	77530347
NR_125904	chr10	+	77606096	77618331	Sumo3	77606096
NR_125903	chr10	+	77613708	77618331	Sumo3	77613708
NR_035451	chr10	+	77641223	77641307	Mir1930	77641223
NM_001205032	chr10	-	77689956	77690757	Gm19402	77690757
NR_026831	chr10	+	77706586	77706986	Gm10272	77706586
NM_001081452	chr10	+	77711445	77712009	Gm10024	77711445
NM_001205035	chr10	+	77715806	77716169	Gm10142	77715806
NM_010670	chr10	+	77720585	77721256	Krtap12-1	77720585
NM_001301672	chr10	+	77606096	77618331	Sumo3	77606096
NM_001301671	chr10	+	77606597	77618331	Sumo3	77606597
NM_019929	chr10	+	77606096	77618331	Sumo3	77606096
NM_019803	chr10	+	77622320	77645990	Ube2g2	77622320
NM_001301673	chr10	+	77606096	77618331	Sumo3	77606096
NM_001205033	chr10	+	77726485	77726848	Gm10100	77726485
NM_001101630	chr10	-	77770632	77771325	Gm3238	77771325
NM_001205034	chr10	-	77798386	77799133	Gm19668	77799133
NM_001205009	chr10	+	77814681	77815404	Gm2696	77814681
NM_001135991	chr10	-	77826168	77827070	Krtap10-4	77827070
NM_001024709	chr10	+	77835946	77837251	Krtap10-10	77835946
NM_001162944	chr10	+	77852858	77853788	Gm10318	77852858
NM_145152	chr10	-	77897575	77902536	Lrrc3	77902536
NM_001101631	chr10	+	77861974	77862638	Gm3285	77861974
NR_015547	chr10	+	77893419	77896111	1700009J07Rik	77893419
NM_138301	chr10	-	77907721	77969872	Trpm2	77969872
NM_026431	chr10	+	77978649	77985438	1810043G02Rik	77978649
NM_001271549	chr10	-	78030021	78043610	Aire	78043610
NM_001271555	chr10	-	78030021	78043610	Aire	78043610
NM_001271554	chr10	-	78030021	78043610	Aire	78043610
NM_001271556	chr10	-	78030021	78043610	Aire	78043610
NM_001271558	chr10	-	78030021	78043610	Aire	78043610
NM_001271552	chr10	-	78030021	78043610	Aire	78043610
NM_001271553	chr10	-	78030021	78043610	Aire	78043610
NR_073358	chr10	-	78030021	78043610	Aire	78043610
NM_001284199	chr10	+	78055334	78063622	Dnmt3l	78055334
NM_001284198	chr10	+	78055334	78063622	Dnmt3l	78055334
NM_001284197	chr10	+	78049958	78063622	Dnmt3l	78049958
NM_009646	chr10	-	78030021	78043610	Aire	78043610
NM_015790	chr10	+	78069367	78079525	Icosl	78069367
NM_001271557	chr10	-	78030021	78043610	Aire	78043610
NM_019448	chr10	+	78049841	78063622	Dnmt3l	78049841
NM_001284200	chr10	+	78055334	78063622	Dnmt3l	78055334
NM_001271551	chr10	-	78030021	78043610	Aire	78043610
NM_001271559	chr10	-	78030021	78043610	Aire	78043610
NM_001271550	chr10	-	78030021	78043610	Aire	78043610
NM_001081695	chr10	+	78042286	78063622	Dnmt3l	78042286
NM_138601	chr10	-	78162066	78169768	D10Jhu81e	78169768
NM_029546	chr10	-	78170909	78185149	Pwp2	78185149
NM_001081055	chr10	-	78186725	78244642	Trappc10	78244642
NR_106119	chr10	-	78340149	78340207	Mir7659	78340207
NM_053014	chr10	-	78271562	78351700	Agpat3	78351700
NR_105872	chr10	-	78408474	78408545	Mir6907	78408545
NR_105837	chr10	+	78434798	78434902	Mir6410	78434798
NR_105873	chr10	-	78445094	78445157	Mir6908	78445157
NM_010925	chr10	-	78400361	78413043	Rrp1	78413043
NM_172134	chr10	-	78436746	78464948	Pdxk	78464948
NM_007793	chr10	+	78425669	78427622	Cstb	78425669
NM_173751	chr10	+	78574499	78584502	Ilvbl	78574499
NM_001011737	chr10	-	78611668	78618074	Olfr1357	78618074
NM_027875	chr10	-	78584502	78591964	Syde1	78591964
NM_001359301	chr10	+	78574512	78584502	Ilvbl	78574512
NM_001359303	chr10	+	78574990	78581759	Ilvbl	78574990
NM_001359302	chr10	+	78574990	78584502	Ilvbl	78574990
NM_027630	chr10	-	78746923	78753067	Ccdc105	78753067
NM_009809	chr10	-	78711994	78718293	Casp14	78718293
NM_009200	chr10	+	78780495	78814825	Slc1a6	78780495
NM_146308	chr10	-	78846950	78847913	Olfr1356	78847913
NM_207571	chr10	+	78875548	78880106	Olfr1355	78875548
NM_001199840	chr10	+	78916841	78917936	Olfr1354	78916841
NM_147042	chr10	+	78963308	78970612	Olfr1353	78963308
NM_147071	chr10	+	78981049	78984721	Olfr1352	78981049
NM_147040	chr10	+	79017323	79018283	Olfr1351	79017323
NM_147041	chr10	+	79034722	79035802	Olfr57	79034722
NM_207201	chr10	+	78955206	78956139	Olfr8	78955206
NM_001359717	chr10	-	79064373	79097600	2610008E11Rik	79097600
NM_001359715	chr10	-	79064373	79097600	2610008E11Rik	79097600
NM_001004362	chr10	-	79064373	79097600	2610008E11Rik	79097600
NM_175936	chr10	+	79247776	79294535	Vmn2r81	79247776
NM_001101572	chr10	+	79356590	79396766	Vmn2r82	79356590
NM_001104537	chr10	+	79468957	79492154	Vmn2r83	79468957
NR_105874	chr10	-	79531028	79531090	Mir6909	79531090
NM_001302442	chr10	-	79526423	79533787	Plpp2	79533787
NM_027422	chr10	-	79540244	79555128	Mier2	79555128
NM_015817	chr10	-	79526423	79533787	Plpp2	79533787
NM_001316699	chr10	-	79540244	79555128	Mier2	79555128
NM_001302390	chr10	-	79526423	79533787	Plpp2	79533787
NM_001302389	chr10	-	79526423	79533787	Plpp2	79533787
NM_011583	chr10	-	79576476	79587136	Theg	79587136
NM_199226	chr10	-	79576476	79587136	Theg	79587136
NM_001033473	chr10	-	79639525	79645738	Odf3l2	79645738
NM_001168624	chr10	-	79606853	79614025	C2cd4c	79614025
NM_177613	chr10	+	79682194	79688398	Cdc34	79682194
NM_001359817	chr10	+	79682194	79688398	Cdc34	79682194
NM_001359818	chr10	+	79682194	79688398	Cdc34	79682194
NM_198614	chr10	-	79606853	79614018	C2cd4c	79614018
NM_148934	chr10	+	79669409	79676126	Tpgs1	79669409
NM_013591	chr10	+	79664558	79668542	Madcam1	79664558
NM_001024539	chr10	-	79617937	79637918	Shc2	79637918
NM_001358785	chr10	+	79664558	79668542	Madcam1	79664558
NR_027505	chr10	-	79758514	79766952	Rnf126	79766952
NM_144528	chr10	-	79758514	79766952	Rnf126	79766952
NM_001302499	chr10	+	79693825	79695261	Gzmm	79693825
NM_001161747	chr10	+	79793571	79820896	Palm	79793571
NM_008226	chr10	+	79716633	79736108	Hcn2	79716633
NM_023304	chr10	+	79755118	79756961	Fgf22	79755118
NM_009768	chr10	+	79704357	79711979	Bsg	79704357
NM_023128	chr10	+	79793571	79820896	Palm	79793571
NM_031380	chr10	+	79777273	79782630	Fstl3	79777273
NM_172551	chr10	-	79736124	79746581	Polrmt	79746581
NM_001042710	chr10	-	79781473	79788985	Prss57	79788985
NM_001077184	chr10	+	79704357	79711979	Bsg	79704357
NM_008956	chr10	+	79854431	79864435	Ptbp1	79854431
NM_181681	chr10	-	79864780	79874634	Plppr3	79874634
NR_029447	chr10	-	79851376	79854971	E130317F20Rik	79854971
NR_105875	chr10	+	79862586	79862652	Mir6910	79862586
NM_001359629	chr10	-	79894705	79908938	Med16	79908938
NR_033210	chr10	-	79864780	79874634	Plppr3	79874634
NM_177994	chr10	-	79910052	79916930	R3hdm4	79916930
NM_001329541	chr10	+	79890852	79892655	Cfd	79890852
NM_001170935	chr10	-	79860474	79874634	Plppr3	79874634
NM_198107	chr10	-	79894706	79908938	Med16	79908938
NM_001283013	chr10	+	79854431	79864435	Ptbp1	79854431
NM_011178	chr10	+	79879666	79883172	Prtn3	79879666
NM_053244	chr10	+	79916970	79922272	Kiss1r	79916970
NM_001163276	chr10	-	79894706	79908938	Med16	79908938
NM_001291915	chr10	+	79890852	79892655	Cfd	79890852
NM_013459	chr10	+	79890852	79892655	Cfd	79890852
NM_015779	chr10	+	79886311	79888216	Elane	79886311
NM_001077363	chr10	+	79854431	79864435	Ptbp1	79854431
NM_001359010	chr10	+	79916970	79922272	Kiss1r	79916970
NM_007725	chr10	+	79988599	79995400	Cnn2	79988599
NM_008162	chr10	+	80053487	80056439	Gpx4	80053487
NM_001142701	chr10	+	80016671	80031471	Arhgap45	80016671
NM_027521	chr10	+	80019674	80031471	Arhgap45	80019674
NM_130455	chr10	+	79970723	79977190	Grin3b	79970723
NR_110342	chr10	+	80047165	80056439	Gpx4	80047165
NM_025554	chr10	-	80035952	80039659	Polr2e	80039659
NM_013850	chr10	+	79997614	80015572	Abca7	79997614
NM_001347081	chr10	+	79997607	80015572	Abca7	79997607
NM_001347074	chr10	+	80016914	80031470	Arhgap45	80016914
NM_001359636	chr10	-	80062415	80075439	Sbno2	80075439
NM_175450	chr10	+	79960151	79969246	Wdr18	79960151
NM_001003949	chr10	-	79977119	79984260	Tmem259	79984260
NM_001359632	chr10	-	79977119	79984260	Tmem259	79984260
NM_001037741	chr10	+	80054018	80056439	Gpx4	80054018
NM_001195268	chr10	-	80130433	80137387	Cbarp	80137387
NR_036582	chr10	-	80130433	80139367	Cbarp	80139367
NM_007705	chr10	+	80167838	80171656	Cirbp	80167838
NM_027207	chr10	+	80172943	80175119	1600002K03Rik	80172943
NM_021565	chr10	+	80148271	80158368	Midn	80148271
NM_025313	chr10	+	80142314	80145818	Atp5d	80142314
NM_011492	chr10	+	80115802	80130685	Stk11	80115802
NM_001305798	chr10	+	80148271	80158368	Midn	80148271
NM_001305799	chr10	+	80149681	80158368	Midn	80149681
NR_126043	chr10	+	80115802	80130685	Stk11	80115802
NR_152857	chr10	+	80167838	80172786	Cirbp	80167838
NM_001347117	chr10	+	80148271	80158368	Midn	80148271
NM_007909	chr10	+	80179481	80190010	Efna2	80179481
NM_001347092	chr10	+	80142274	80145828	Atp5d	80142274
NM_001301854	chr10	+	80115802	80130685	Stk11	80115802
NM_001301853	chr10	+	80115802	80128512	Stk11	80115802
NM_011789	chr10	+	80301819	80318256	Apc2	80301819
NR_105876	chr10	+	80278163	80278232	Mir6911	80278163
NM_025521	chr10	-	80318254	80320548	2310011J03Rik	80320548
NM_001310726	chr10	+	80292508	80294114	Rps15	80292508
NM_001122605	chr10	+	80264990	80288413	Dazap1	80264990
NM_023431	chr10	+	80226597	80245144	Mum1	80226597
NM_001347119	chr10	-	80258150	80261012	Gamt	80261012
NM_001122604	chr10	+	80264990	80288413	Dazap1	80264990
NM_008793	chr10	-	80321282	80329473	Pcsk4	80329473
NM_010255	chr10	-	80258150	80261012	Gamt	80261012
NM_133188	chr10	+	80264990	80288413	Dazap1	80264990
NM_001204931	chr10	+	80330144	80336441	Reep6	80330144
NM_029272	chr10	+	80249451	80256792	Ndufs7	80249451
NM_139292	chr10	+	80330144	80336441	Reep6	80330144
NM_009091	chr10	+	80292430	80294114	Rps15	80292430
NM_001347124	chr10	+	80356458	80365489	Plk5	80356458
NM_001164151	chr10	-	80409164	80433653	Tcf3	80433653
NM_001164150	chr10	-	80409164	80433653	Tcf3	80433653
NM_001306143	chr10	-	80392538	80399531	Mbd3	80399531
NM_198615	chr10	-	80380354	80387651	Mex3d	80387651
NM_001164147	chr10	-	80409164	80433653	Tcf3	80433653
NM_001164148	chr10	-	80409164	80433653	Tcf3	80433653
NM_001164149	chr10	-	80409164	80433653	Tcf3	80433653
NM_013595	chr10	-	80392538	80399531	Mbd3	80399531
NM_025650	chr10	-	80402996	80406821	Uqcr11	80406821
NM_001164152	chr10	-	80409164	80433653	Tcf3	80433653
NM_011548	chr10	-	80409164	80433653	Tcf3	80433653
NM_001164153	chr10	-	80409164	80433653	Tcf3	80433653
NM_183152	chr10	+	80356458	80365489	Plk5	80356458
NM_026094	chr10	-	80519584	80539124	Atp8b3	80539124
NM_145421	chr10	-	80583648	80590341	Abhd17a	80590341
NM_078477	chr10	-	80567120	80577296	Klf16	80577296
NM_025852	chr10	-	80540925	80561560	Rexo1	80561560
NM_139226	chr10	+	80494905	80517260	Onecut3	80494905
NM_001100606	chr10	+	80602879	80607654	Adat3	80602879
NM_021462	chr10	-	80665317	80676293	Mknk2	80676293
NM_145361	chr10	-	80642616	80657071	Btbd2	80657071
NM_134002	chr10	+	80622779	80640771	Csnk1g2	80622779
NM_001159591	chr10	+	80629655	80640771	Csnk1g2	80629655
NM_027829	chr10	+	80702692	80705382	Izumo4	80702692
NM_172457	chr10	-	80685252	80701820	Mob3a	80701820
NM_025349	chr10	-	80852824	80855209	Lsm7	80855209
NM_001013758	chr10	-	80832800	80844039	Lingo3	80844039
NM_028001	chr10	-	80808495	80813498	Jsrp1	80813498
NR_027656	chr10	+	80826695	80829217	Oaz1-ps	80826695
NR_035503	chr10	+	80828796	80828870	Mir1982	80828796
NM_001358804	chr10	+	80862954	80868708	Sppl2b	80862954
NM_007445	chr10	+	80805247	80807648	Amh	80805247
NM_013651	chr10	+	80798734	80804922	Sf3a2	80798734
NM_001358803	chr10	+	80855274	80868708	Sppl2b	80855274
NM_023900	chr10	-	80796098	80798626	Plekhj1	80798626
NM_175195	chr10	+	80855274	80868708	Sppl2b	80855274
NM_008753	chr10	+	80826655	80829290	Oaz1	80826655
NM_001359746	chr10	-	80832800	80843798	Lingo3	80843798
NM_001301034	chr10	+	80826655	80829290	Oaz1	80826655
NM_199322	chr10	+	80755202	80795461	Dot1l	80755202
NM_001359149	chr10	-	80852824	80855156	Lsm7	80855156
NM_001359150	chr10	-	80852824	80855156	Lsm7	80855156
NM_001359148	chr10	-	80852824	80855209	Lsm7	80855209
NM_010722	chr10	-	80901362	80918245	Lmnb2	80918245
NM_008655	chr10	+	80930090	80932204	Gadd45b	80930090
NM_001347140	chr10	-	80901362	80906412	Lmnb2	80906412
NM_013895	chr10	-	80899449	80900969	Timm13	80900969
NM_001081688	chr10	+	80879815	80899494	Tmprss9	80879815
NM_001038655	chr10	-	80948623	81001365	Gng7	81001365
NM_001347144	chr10	+	81105914	81124697	Map2k2	81105914
NR_049186	chr10	-	81104613	81104673	Mir5615-1	81104673
NR_049187	chr10	+	81104615	81104675	Mir5615-2	81104615
NM_024499	chr10	-	81044070	81060271	Sgta	81060271
NM_001358898	chr10	-	81028537	81037331	Slc39a3	81037331
NM_134135	chr10	-	81028537	81037331	Slc39a3	81037331
NM_145365	chr10	-	81084332	81098872	Creb3l3	81098872
NM_001358539	chr10	+	81105914	81124697	Map2k2	81105914
NM_022653	chr10	+	81070082	81082360	Thop1	81070082
NM_001358550	chr10	-	81044070	81060271	Sgta	81060271
NM_001358549	chr10	-	81044070	81060176	Sgta	81060176
NM_145217	chr10	-	81019589	81025377	Diras1	81025377
NM_023138	chr10	+	81105914	81124697	Map2k2	81105914
NM_027120	chr10	-	81198169	81202037	Nmrk2	81202037
NR_028549	chr10	+	81178960	81179013	Snord37	81178960
NR_015477	chr10	+	81194690	81208370	Atcayos	81194690
NM_001034895	chr10	+	81233162	81252123	Zfr2	81233162
NM_001285854	chr10	+	81257298	81262981	Matk	81257298
NM_001285853	chr10	+	81257298	81262981	Matk	81257298
NM_007907	chr10	+	81176630	81182509	Eef2	81176630
NM_010731	chr10	+	81136270	81151657	Zbtb7a	81136270
NM_007828	chr10	+	81183917	81193197	Dapk3	81183917
NM_001190474	chr10	+	81183006	81193197	Dapk3	81183006
NM_001190473	chr10	+	81183262	81193197	Dapk3	81183262
NM_001285855	chr10	+	81252934	81262981	Matk	81252934
NM_178662	chr10	-	81204512	81230779	Atcay	81230779
NM_010768	chr10	+	81257298	81262981	Matk	81257298
NM_021501	chr10	-	81153965	81167720	Pias4	81167720
NR_037218	chr10	+	81271596	81271687	Mir3057	81271596
NM_027381	chr10	+	81321102	81326251	Cactin	81321102
NR_105878	chr10	+	81386346	81386412	Mir6913	81386346
NM_001282096	chr10	-	81273187	81285781	Tjp3	81285781
NM_001282095	chr10	-	81273187	81291581	Tjp3	81291581
NM_018758	chr10	+	81268171	81273247	Apba3	81268171
NM_019757	chr10	-	81366878	81378370	Fzr1	81378370
NM_008844	chr10	+	81292962	81319974	Pip5k1c	81292962
NM_010440	chr10	-	81346045	81350427	Hmg20b	81350427
NM_148951	chr10	-	81337761	81343266	Gipc3	81343266
NM_009325	chr10	+	81328702	81335174	Tbxa2r	81328702
NM_028657	chr10	+	81357490	81366225	Mfsd12	81357490
NM_001163166	chr10	-	81346045	81350457	Hmg20b	81350457
NM_001163165	chr10	-	81346045	81350426	Hmg20b	81350426
NM_001358512	chr10	+	81328267	81335174	Tbxa2r	81328267
NM_133964	chr10	+	81384427	81388352	Dohh	81384427
NM_013769	chr10	-	81273187	81291267	Tjp3	81291267
NM_001146687	chr10	+	81292962	81319974	Pip5k1c	81292962
NM_025317	chr10	-	81264721	81266926	Mrpl54	81266926
NM_001277265	chr10	+	81328702	81335174	Tbxa2r	81328702
