Chromosome	Start	End	ID	empty_Input	empty_H3K27ac	sg1.4_H3K27ac	sg5.8_H3K27ac	class
chr9	19048582	19051582	ESCTE3020	10.663113	8.428503	6.731084	4.6264215	RLTR9
chr9	19092057	19095057	ESCTE3021	15.661447	66.6618	56.092365	67.261055	RLTR9
chr9	19096673	19099673	ESCTE3022	7.664112	57.467068	59.682278	60.855236	RLTR9
chr9	19218257	19221257	ESCTE3023	14.661779	10.727186	9.872256	10.676357	RLTR9
chr9	19230155	19233155	ESCTE3024	6.9976673	8.428503	5.833606	4.9823003	RLTR9
chr9	19272181	19275181	ESCTE3025	11.662779	7.279162	6.731084	11.032236	RLTR9
chr9	19298293	19301293	ESCTE3026	5.664778	3.448024	5.384867	4.6264215	RLTR9
chr9	19458206	19461206	ESCTE3027	9.996668	5.363593	4.487389	6.4058146	RLTR9
chr9	19692976	19695976	ESCTE3028	7.664112	49.42168	52.95119	64.05814	RLTR9
chr9	19703167	19706167	ESCTE3029	7.997334	13.025868	14.359646	12.811629	RLTR9
chr9	19727844	19730844	ESCTE3030	10.32989	6.512934	9.423517	7.47345	RLTR9
chr9	19773784	19776784	ESCTE3031	11.329556	9.194731	3.5899115	9.608722	RLTR9
chr9	19791626	19794626	ESCTE3032	11.329556	10.727186	8.526039	9.252843	RLTR9
chr9	19797751	19800751	ESCTE3033	7.997334	6.896048	6.282345	9.252843	RLTR9
chr9	19927038	19930038	ESCTE3034	7.997334	8.428503	12.56469	7.1175714	RLTR9
chr9	19935040	19938040	ESCTE3035	7.664112	7.662276	4.487389	7.1175714	RLTR9
chr9	20059304	20062304	ESCTE3036	9.663445	11.876528	11.218473	11.032236	RLTR9
chr9	20070360	20073360	ESCTE3037	7.997334	33.3309	25.57812	33.096706	RLTR9
chr9	20200934	20203934	ESCTE3038	10.663113	18.772575	15.705862	18.149807	RLTR9
chr9	20229752	20232752	ESCTE3039	9.663445	6.896048	11.218473	10.320478	RLTR9
chr9	20294309	20297309	ESCTE3040	14.661779	17.623234	20.64199	17.082172	RLTR9
chr9	20362512	20365512	ESCTE3041	13.328891	12.259642	9.423517	13.167507	RLTR9
chr9	22159943	22162943	ESCTE3042	22.659113	44.4412	49.81002	60.855236	RLTR9
chr9	22204660	22207660	ESCTE3043	16.32789	12.6427555	10.769734	8.896964	RLTR9
chr9	22212507	22215507	ESCTE3044	13.328891	19.538803	14.359646	20.285078	RLTR9
chr9	22311308	22314308	ESCTE3045	19.660112	26.43485	23.334423	27.046772	RLTR9
chr9	22314718	22317718	ESCTE3046	14.995002	62.83066	74.9394	65.83754	RLTR9
chr9	23587802	23590802	ESCTE3047	10.996335	11.876528	14.359646	9.964601	RLTR9
chr9	25562453	25565453	ESCTE3048	12.995668	21.837486	21.539469	21.708593	RLTR9
chr9	25652858	25655858	ESCTE3049	15.661447	8.428503	9.872256	12.099872	RLTR9
chr9	25848552	25851552	ESCTE3050	15.328224	58.233295	54.29741	81.14031	RLTR9
chr9	25853263	25856263	ESCTE3051	6.6644454	26.817965	30.514246	37.72313	RLTR9
chr9	26006747	26009747	ESCTE3052	10.663113	11.493414	17.052078	12.099872	RLTR9
chr9	26286199	26289199	ESCTE3053	7.3308897	6.896048	13.013429	4.9823003	RLTR9
chr9	26868549	26871549	ESCTE3054	10.32989	22.603714	22.885685	18.505686	RLTR9
chr9	28950019	28953019	ESCTE3055	9.663445	14.941438	15.257123	16.370415	RLTR9
chr9	30514731	30517731	ESCTE3056	12.662446	9.9609585	10.320995	10.320478	RLTR9
chr9	31959105	31962105	ESCTE3058	16.32789	29.882875	37.69407	29.8938	RLTR9
chr9	33451691	33454691	ESCTE3059	11.996001	6.512934	5.833606	6.4058146	RLTR9
chr9	35941508	35944508	ESCTE3060	6.331223	9.577845	7.179823	9.964601	RLTR9
chr9	35968694	35971694	ESCTE3061	11.329556	14.558324	12.115951	16.726294	RLTR9
chr9	36048150	36051150	ESCTE3062	9.330223	8.811617	4.936128	5.6940575	RLTR9
chr9	36212538	36215538	ESCTE3063	5.9980006	8.428503	4.487389	4.6264215	RLTR9
chr9	36213274	36216274	ESCTE3064	6.6644454	5.746707	4.0386505	4.6264215	RLTR9
chr9	36277332	36280332	ESCTE3065	9.663445	6.129821	6.731084	4.9823003	RLTR9
chr9	36415942	36418942	ESCTE3066	10.32989	11.1103	7.179823	9.964601	RLTR9
chr9	36493136	36496136	ESCTE3067	12.329224	25.285511	25.57812	22.420351	RLTR9
chr9	36498141	36501141	ESCTE3068	8.663778	8.428503	9.872256	9.964601	RLTR9
chr9	36502371	36505371	ESCTE3069	12.329224	12.259642	9.423517	12.099872	RLTR9
chr9	36502678	36505678	ESCTE3070	14.328557	12.6427555	11.218473	13.167507	RLTR9
chr9	36502901	36505901	ESCTE3071	14.328557	12.6427555	10.769734	13.523386	RLTR9
chr9	36665695	36668695	ESCTE3072	14.995002	9.194731	12.56469	8.541086	RLTR9
chr9	37478752	37481752	ESCTE3073	10.996335	16.473892	15.257123	16.370415	RLTR9
chr9	37716355	37719355	ESCTE3074	11.329556	14.941438	14.808384	16.726294	RLTR9
chr9	37718826	37721826	ESCTE3075	10.663113	12.6427555	16.154602	18.861565	RLTR9
chr9	38031417	38034417	ESCTE3076	11.996001	10.344072	7.6285615	16.726294	RLTR9
chr9	38420240	38423240	ESCTE3078	8.997001	16.090778	18.398296	15.658657	RLTR9
chr9	38425678	38428678	ESCTE3079	6.331223	11.876528	9.423517	12.099872	RLTR9
chr9	38516719	38519719	ESCTE3080	5.664778	7.662276	9.872256	6.4058146	RLTR9
chr9	38630352	38633352	ESCTE3081	14.328557	14.941438	16.154602	13.167507	RLTR9
chr9	38642266	38645266	ESCTE3082	4.6651115	16.090778	11.667212	16.370415	RLTR9
chr9	38652328	38655328	ESCTE3083	9.996668	12.259642	15.705862	9.964601	RLTR9
chr9	38831683	38834683	ESCTE3084	6.331223	15.707665	11.667212	13.879265	RLTR9
chr9	38839244	38842244	ESCTE3085	6.331223	8.811617	10.769734	8.896964	RLTR9
chr9	38841437	38844437	ESCTE3086	10.663113	16.473892	16.154602	18.861565	RLTR9
chr9	38873489	38876489	ESCTE3087	14.328557	18.772575	15.257123	14.9469	RLTR9
chr9	38888183	38891183	ESCTE3088	10.996335	6.896048	11.218473	8.541086	RLTR9
chr9	39122820	39125820	ESCTE3089	10.996335	12.259642	9.872256	9.964601	RLTR9
chr9	39149043	39152043	ESCTE3090	10.996335	9.194731	9.423517	6.4058146	RLTR9
chr9	39151131	39154131	ESCTE3091	12.329224	8.428503	10.320995	6.049936	RLTR9
chr9	39185330	39188330	ESCTE3092	10.996335	6.129821	9.872256	7.47345	RLTR9
chr9	39192654	39195654	ESCTE3093	6.331223	5.746707	6.731084	6.4058146	RLTR9
chr9	39628750	39631750	ESCTE3094	11.996001	5.363593	6.282345	4.9823003	RLTR9
chr9	39659744	39662744	ESCTE3095	8.997001	11.1103	11.667212	8.541086	RLTR9
chr9	39738652	39741652	ESCTE3096	8.330557	16.090778	11.667212	14.235143	RLTR9
chr9	39739357	39742357	ESCTE3097	8.997001	16.473892	12.56469	15.302779	RLTR9
chr9	39870602	39873602	ESCTE3098	9.663445	10.344072	13.462168	8.185207	RLTR9
chr9	43210104	43213104	ESCTE3099	15.994668	27.584192	36.34785	34.164345	RLTR9
chr9	48165118	48168118	ESCTE3100	10.996335	10.344072	15.257123	21.352715	RLTR9
chr9	48302205	48305205	ESCTE3101	13.328891	41.759403	34.5529	45.55246	RLTR9
chr9	54160554	54163554	ESCTE3102	11.329556	9.9609585	10.769734	12.45575	RLTR9
chr9	54212585	54215585	ESCTE3103	14.995002	18.772575	14.359646	13.879265	RLTR9
chr9	54418261	54421261	ESCTE3104	11.662779	10.727186	10.320995	9.252843	RLTR9
chr9	54918522	54921522	ESCTE3105	15.328224	9.9609585	11.218473	13.879265	RLTR9
chr9	57162024	57165024	ESCTE3106	20.65978	45.59054	36.796593	49.46712	RLTR9
chr9	57225952	57228952	ESCTE3107	14.661779	11.493414	15.257123	14.9469	RLTR9
chr9	57226069	57229069	ESCTE3108	13.662112	10.727186	15.705862	13.523386	RLTR9
chr9	57309267	57312267	ESCTE3109	11.329556	17.623234	20.19325	18.505686	RLTR9
chr9	57309584	57312584	ESCTE3110	12.662446	17.623234	18.398296	18.861565	RLTR9
chr9	57320011	57323011	ESCTE3111	15.661447	13.025868	15.705862	17.082172	RLTR9
chr9	58239801	58242801	ESCTE3112	12.329224	90.03174	95.13265	105.69594	RLTR9
chr9	60030372	60033372	ESCTE3113	11.329556	9.9609585	7.179823	4.6264215	RLTR9
chr9	60991749	60994749	ESCTE3114	17.327557	11.493414	12.56469	7.1175714	RLTR9
chr9	62045007	62048007	ESCTE3115	12.662446	9.9609585	9.872256	11.743993	RLTR9
chr9	63102300	63105300	ESCTE3116	13.995335	16.857006	12.56469	14.9469	RLTR9
chr9	63112746	63115746	ESCTE3117	14.328557	14.941438	8.974778	14.235143	RLTR9
chr9	64197730	64200730	ESCTE3118	17.327557	100.37582	119.81329	130.96332	RLTR9
chr9	65337843	65340843	ESCTE3119	13.662112	16.857006	13.013429	12.45575	RLTR9
chr9	66895845	66898845	ESCTE3120	11.662779	21.454372	18.847034	23.132107	RLTR9
chr9	67683884	67686884	ESCTE3121	16.661114	13.792096	8.077301	12.099872	RLTR9
chr9	68796861	68799861	ESCTE3122	13.328891	21.454372	23.783163	22.064472	RLTR9
chr9	71618790	71621790	ESCTE3123	8.330557	12.6427555	8.974778	9.608722	RLTR9
chr9	71813484	71816484	ESCTE3124	17.327557	13.792096	12.115951	13.167507	RLTR9
chr9	71814044	71817044	ESCTE3125	16.994335	12.6427555	11.667212	11.032236	RLTR9
chr9	73078053	73081053	ESCTE3126	16.32789	62.83066	53.84867	71.53159	RLTR9
chr9	73078426	73081426	ESCTE3127	17.327557	68.57737	61.477234	77.93741	RLTR9
chr9	73340678	73343678	ESCTE3128	12.329224	8.811617	8.526039	6.049936	RLTR9
chr9	75375157	75378157	ESCTE3129	19.993336	82.36946	78.97805	102.13715	RLTR9
chr9	76144515	76147515	ESCTE3131	7.3308897	7.662276	11.667212	5.6940575	RLTR9
chr9	76250908	76253908	ESCTE3132	8.330557	4.5973654	9.423517	5.3381786	RLTR9
chr9	77363377	77366377	ESCTE3134	13.662112	6.129821	6.731084	9.252843	RLTR9
chr9	79453931	79456931	ESCTE3135	10.32989	16.090778	13.910907	16.370415	RLTR9
chr9	79454303	79457303	ESCTE3136	10.32989	16.473892	16.154602	16.370415	RLTR9
chr9	79750643	79753643	ESCTE3137	11.329556	14.941438	14.359646	16.014536	RLTR9
chr9	80035643	80038643	ESCTE3138	18.327225	16.857006	13.462168	9.964601	RLTR9
chr9	80043018	80046018	ESCTE3139	13.328891	19.15569	8.974778	11.743993	RLTR9
chr9	80056850	80059850	ESCTE3140	9.330223	9.9609585	5.384867	8.896964	RLTR9
chr9	81857510	81860510	ESCTE3141	8.997001	10.344072	10.769734	13.879265	RLTR9
chr9	83050293	83053293	ESCTE3142	16.32789	15.324552	10.320995	18.149807	RLTR9
chr9	84282071	84285071	ESCTE3143	9.996668	21.071259	21.539469	16.726294	RLTR9
chr9	84374405	84377405	ESCTE3144	10.663113	13.025868	11.667212	14.591022	RLTR9
chr9	84930165	84933165	ESCTE3145	11.329556	6.896048	5.833606	9.608722	RLTR9
chr9	86971162	86974162	ESCTE3146	8.997001	10.344072	10.320995	7.47345	RLTR9
chr9	87903101	87906101	ESCTE3147	12.995668	9.9609585	10.320995	9.252843	RLTR9
chr9	89465550	89468550	ESCTE3152	16.32789	9.194731	11.667212	10.676357	RLTR9
chr9	91900161	91903161	ESCTE3153	10.32989	9.194731	10.769734	10.676357	RLTR9
chr9	92822405	92825405	ESCTE3154	4.331889	1.915569	3.5899115	3.9146643	RLTR9
chr9	92824330	92827330	ESCTE3155	0.66644454	3.0649104	4.487389	1.4235144	RLTR9
chr9	92864379	92867379	ESCTE3156	13.328891	10.727186	10.769734	10.320478	RLTR9
chr9	94439692	94442692	ESCTE3157	7.997334	9.194731	9.423517	8.541086	RLTR9
chr9	99194225	99197225	ESCTE3159	14.995002	12.259642	9.423517	15.302779	RLTR9
chr9	100591478	100594478	ESCTE3160	18.99367	11.1103	16.60334	8.185207	RLTR9
chr9	100764345	100767345	ESCTE3161	10.663113	10.344072	13.462168	12.811629	RLTR9
chr9	105156377	105159377	ESCTE3162	4.6651115	7.662276	8.077301	7.8293285	RLTR9
chr9	105283144	105286144	ESCTE3163	14.995002	14.941438	6.731084	9.964601	RLTR9
chr9	105640043	105643043	ESCTE3164	13.328891	41.759403	35.001637	45.19658	RLTR9
chr9	105663258	105666258	ESCTE3165	17.66078	16.090778	16.154602	16.370415	RLTR9
chr9	105837546	105840546	ESCTE3166	13.995335	40.226948	37.24533	29.182043	RLTR9
chr9	109129650	109132650	ESCTE3167	16.994335	16.857006	23.783163	17.793928	RLTR9
chr9	109136212	109139212	ESCTE3168	18.327225	8.045389	13.013429	8.896964	RLTR9
chr9	109168814	109171814	ESCTE3169	15.994668	10.344072	10.320995	17.082172	RLTR9
chr9	109175847	109178847	ESCTE3170	16.32789	39.46072	31.860464	38.790764	RLTR9
chr9	109205406	109208406	ESCTE3171	16.994335	11.1103	11.218473	14.235143	RLTR9
chr9	109213643	109216643	ESCTE3172	15.328224	12.6427555	10.769734	9.608722	RLTR9
chr9	109260763	109263763	ESCTE3173	12.662446	13.408982	6.282345	10.320478	RLTR9
chr9	109266245	109269245	ESCTE3174	15.328224	6.896048	5.833606	9.252843	RLTR9
chr9	109318381	109321381	ESCTE3175	6.9976673	7.662276	5.384867	4.9823003	RLTR9
chr9	109374374	109377374	ESCTE3176	5.3315563	2.6817966	4.936128	5.6940575	RLTR9
chr9	109427889	109430889	ESCTE3177	14.661779	10.344072	14.359646	7.47345	RLTR9
chr9	109457492	109460492	ESCTE3178	15.661447	9.9609585	9.423517	10.676357	RLTR9
chr9	109506719	109509719	ESCTE3179	10.996335	6.896048	8.974778	9.252843	RLTR9
chr9	109548293	109551293	ESCTE3180	11.329556	21.071259	17.949556	23.843864	RLTR9
chr9	109579099	109582099	ESCTE3181	12.662446	8.811617	5.833606	8.185207	RLTR9
chr9	109590334	109593334	ESCTE3182	6.331223	5.746707	4.487389	5.6940575	RLTR9
chr9	109595800	109598800	ESCTE3183	11.662779	20.30503	16.154602	25.979136	RLTR9
chr9	109670890	109673890	ESCTE3184	6.9976673	5.746707	5.384867	3.5587857	RLTR9
chr9	109673353	109676353	ESCTE3185	7.664112	6.129821	8.526039	4.270543	RLTR9
chr9	109716065	109719065	ESCTE3186	14.661779	9.9609585	12.56469	9.964601	RLTR9
chr9	109755703	109758703	ESCTE3187	14.995002	8.045389	11.218473	8.541086	RLTR9
chr9	109761857	109764857	ESCTE3188	15.328224	11.1103	10.769734	8.896964	RLTR9
chr9	113667111	113670111	ESCTE3189	10.996335	13.792096	14.808384	16.370415	RLTR9
chr9	114191053	114194053	ESCTE3190	11.996001	11.876528	7.179823	9.964601	RLTR9
chr9	114200877	114203877	ESCTE3191	8.663778	6.129821	6.282345	6.4058146	RLTR9
chr9	114236283	114239283	ESCTE3192	7.997334	6.512934	6.282345	9.252843	RLTR9
chr9	115431020	115434020	ESCTE3193	10.996335	13.408982	9.872256	10.676357	RLTR9
chr9	115732883	115735883	ESCTE3194	13.328891	7.279162	8.526039	7.47345	RLTR9
chr9	115733002	115736002	ESCTE3195	12.662446	7.279162	8.974778	7.47345	RLTR9
chr9	119094785	119097785	ESCTE3196	21.326225	19.538803	21.988207	22.420351	RLTR9
chr9	120077858	120080858	ESCTE3197	14.661779	15.707665	16.154602	14.9469	RLTR9
chr9	120243067	120246067	ESCTE3198	16.661114	14.941438	15.705862	11.743993	RLTR9
chr9	120678419	120681419	ESCTE3199	15.994668	32.947784	38.142807	43.773064	RLTR9
chr9	120713677	120716677	ESCTE3200	18.99367	14.558324	17.949556	17.793928	RLTR9
chr9	121595159	121598159	ESCTE3201	19.32689	15.324552	15.257123	14.591022	RLTR9
chr9	122691656	122694656	ESCTE3202	15.661447	7.279162	12.56469	10.676357	RLTR9
chr9	123316499	123319499	ESCTE3203	14.995002	11.493414	14.359646	12.099872	RLTR9
chr9	123363200	123366200	ESCTE3204	14.328557	9.194731	10.769734	13.523386	RLTR9
chr9	123553249	123556249	ESCTE3205	13.662112	12.259642	15.705862	16.014536	RLTR9
chr9	124487148	124490148	ESCTE3206	10.32989	4.9804792	7.179823	7.47345	RLTR9
chr10	3301095	3304095	ESCTE3208	10.996335	8.428503	7.6285615	12.45575	RLTR9
chr10	3493155	3496155	ESCTE3209	9.996668	13.025868	11.667212	9.252843	RLTR9
chr10	3516503	3519503	ESCTE3210	10.663113	5.746707	7.6285615	6.049936	RLTR9
chr10	3719746	3722746	ESCTE3211	12.662446	11.876528	12.115951	8.185207	RLTR9
chr10	3920540	3923540	ESCTE3212	10.663113	11.1103	13.910907	14.591022	RLTR9
chr10	4288137	4291137	ESCTE3213	10.996335	98.07713	102.31248	108.89884	RLTR9
chr10	4435822	4438822	ESCTE3214	18.660446	32.56467	35.899113	33.808464	RLTR9
chr10	5199640	5202640	ESCTE3215	17.327557	14.17521	12.56469	9.252843	RLTR9
chr10	6108182	6111182	ESCTE3216	9.996668	11.493414	13.013429	12.811629	RLTR9
chr10	6163081	6166081	ESCTE3217	10.663113	31.032217	25.57812	34.52022	RLTR9
chr10	6203002	6206002	ESCTE3218	13.662112	8.428503	7.179823	7.47345	RLTR9
chr10	6303971	6306971	ESCTE3219	8.663778	8.045389	6.731084	7.8293285	RLTR9
chr10	7327063	7330063	ESCTE3223	7.664112	8.045389	8.974778	6.4058146	RLTR9
chr10	7610261	7613261	ESCTE3224	14.661779	55.934612	62.37471	74.378624	RLTR9
chr10	7615880	7618880	ESCTE3225	9.330223	64.36311	61.028492	73.31099	RLTR9
chr10	7616215	7619215	ESCTE3226	8.997001	62.447548	59.233536	71.887474	RLTR9
chr10	7618177	7621177	ESCTE3227	8.997001	33.714012	35.001637	41.281914	RLTR9
chr10	7618368	7621368	ESCTE3228	9.996668	34.097126	35.001637	41.637794	RLTR9
chr10	7868415	7871415	ESCTE3229	19.993336	14.558324	10.320995	13.879265	RLTR9
chr10	8113639	8116639	ESCTE3230	12.995668	51.72036	44.873894	42.70543	RLTR9
chr10	8550241	8553241	ESCTE3231	8.330557	46.35677	49.361282	57.65233	RLTR9
chr10	8558182	8561182	ESCTE3232	9.663445	41.759403	46.220108	54.44942	RLTR9
chr10	10512327	10515327	ESCTE3234	13.995335	9.194731	6.282345	12.099872	RLTR9
chr10	10951805	10954805	ESCTE3235	7.3308897	7.662276	11.667212	7.8293285	RLTR9
chr10	11262449	11265449	ESCTE3237	13.995335	46.35677	42.630196	53.737667	RLTR9
chr10	11338168	11341168	ESCTE3238	10.32989	13.025868	9.872256	9.964601	RLTR9
chr10	11339617	11342617	ESCTE3239	12.329224	13.792096	13.462168	11.743993	RLTR9
chr10	11668298	11671298	ESCTE3240	10.996335	11.876528	8.077301	11.743993	RLTR9
chr10	11786049	11789049	ESCTE3241	8.663778	13.025868	9.423517	9.608722	RLTR9
chr10	12124555	12127555	ESCTE3244	11.662779	11.1103	8.077301	7.47345	RLTR9
chr10	13038924	13041924	ESCTE3245	9.996668	11.1103	11.218473	8.541086	RLTR9
chr10	14268468	14271468	ESCTE3246	6.9976673	10.344072	11.667212	9.608722	RLTR9
chr10	14268701	14271701	ESCTE3247	7.664112	11.1103	10.769734	9.608722	RLTR9
chr10	14286250	14289250	ESCTE3248	10.996335	11.876528	10.320995	10.676357	RLTR9
chr10	14286371	14289371	ESCTE3249	10.32989	11.876528	9.872256	10.676357	RLTR9
chr10	14862261	14865261	ESCTE3253	10.32989	10.727186	7.6285615	8.185207	RLTR9
chr10	14867774	14870774	ESCTE3254	11.662779	10.344072	6.282345	7.1175714	RLTR9
chr10	14966434	14969434	ESCTE3255	10.663113	39.843834	34.5529	48.04361	RLTR9
chr10	14969087	14972087	ESCTE3256	12.662446	30.26599	26.475595	26.690893	RLTR9
chr10	15584832	15587832	ESCTE3258	4.998334	9.194731	7.6285615	6.049936	RLTR9
chr10	15790217	15793217	ESCTE3259	5.664778	17.24012	12.115951	16.726294	RLTR9
chr10	15914754	15917754	ESCTE3260	12.995668	6.512934	7.6285615	7.47345	RLTR9
chr10	16587083	16590083	ESCTE3261	5.664778	7.662276	8.974778	11.388115	RLTR9
chr10	17391702	17394702	ESCTE3262	10.32989	11.876528	7.179823	11.743993	RLTR9
chr10	18202880	18205880	ESCTE3264	15.994668	22.986828	15.257123	25.979136	RLTR9
chr10	18332229	18335229	ESCTE3265	13.662112	36.778923	29.16803	40.570156	RLTR9
chr10	18575389	18578389	ESCTE3266	7.997334	10.344072	12.115951	6.761693	RLTR9
chr10	18748784	18751784	ESCTE3267	7.997334	11.493414	13.462168	10.320478	RLTR9
chr10	18787237	18790237	ESCTE3268	10.663113	17.24012	15.257123	18.149807	RLTR9
chr10	21113229	21116229	ESCTE3269	19.660112	15.707665	13.013429	16.370415	RLTR9
chr10	22106275	22109275	ESCTE3270	2.3325558	0.7662276	0.44873893	1.0676358	RLTR9
chr10	22116271	22119271	ESCTE3271	1.3328891	0.7662276	0.89747787	0	RLTR9
chr10	25812980	25815980	ESCTE3272	10.996335	9.577845	13.013429	16.726294	RLTR9
chr10	25982682	25985682	ESCTE3273	4.998334	11.1103	14.359646	11.032236	RLTR9
chr10	26352468	26355468	ESCTE3274	13.328891	9.577845	10.320995	12.45575	RLTR9
chr10	26468171	26471171	ESCTE3275	10.32989	8.811617	10.769734	8.185207	RLTR9
chr10	26631049	26634049	ESCTE3276	11.662779	14.17521	14.359646	11.388115	RLTR9
chr10	26633370	26636370	ESCTE3277	5.9980006	16.090778	12.56469	12.811629	RLTR9
chr10	26636839	26639839	ESCTE3278	9.663445	28.35042	30.962986	33.808464	RLTR9
chr10	26651858	26654858	ESCTE3279	7.664112	31.798445	31.860464	38.434887	RLTR9
chr10	27703956	27706956	ESCTE3281	10.663113	8.428503	8.077301	7.47345	RLTR9
chr10	28721965	28724965	ESCTE3282	12.995668	11.493414	10.769734	12.45575	RLTR9
chr10	29430612	29433612	ESCTE3284	11.329556	7.662276	9.423517	8.185207	RLTR9
chr10	29865431	29868431	ESCTE3285	12.995668	7.279162	16.154602	7.47345	RLTR9
chr10	29934596	29937596	ESCTE3286	7.664112	13.408982	17.052078	13.167507	RLTR9
chr10	29942732	29945732	ESCTE3287	10.32989	10.344072	15.257123	13.167507	RLTR9
chr10	30108720	30111720	ESCTE3288	12.329224	8.811617	10.769734	10.320478	RLTR9
chr10	30259913	30262913	ESCTE3289	7.3308897	11.876528	6.731084	8.185207	RLTR9
chr10	30294454	30297454	ESCTE3290	7.3308897	4.9804792	6.282345	9.964601	RLTR9
chr10	30300151	30303151	ESCTE3291	11.329556	8.045389	11.218473	9.964601	RLTR9
chr10	30304297	30307297	ESCTE3292	10.32989	11.876528	8.077301	10.320478	RLTR9
chr10	30369299	30372299	ESCTE3293	8.663778	14.17521	15.705862	13.879265	RLTR9
chr10	30518630	30521630	ESCTE3294	13.662112	14.941438	7.6285615	14.591022	RLTR9
chr10	30518707	30521707	ESCTE3295	13.662112	14.558324	7.179823	14.235143	RLTR9
chr10	30518832	30521832	ESCTE3296	12.662446	14.17521	7.6285615	13.879265	RLTR9
chr10	30726212	30729212	ESCTE3297	12.329224	38.31138	30.962986	43.773064	RLTR9
chr10	31455456	31458456	ESCTE3298	13.995335	33.714012	36.34785	44.840702	RLTR9
chr10	32952452	32955452	ESCTE3299	9.996668	21.071259	21.539469	20.996836	RLTR9
chr10	32957340	32960340	ESCTE3300	8.663778	22.986828	29.16803	21.708593	RLTR9
chr10	32982311	32985311	ESCTE3301	9.663445	7.662276	9.872256	10.676357	RLTR9
chr10	32982588	32985588	ESCTE3302	8.997001	7.662276	9.423517	11.032236	RLTR9
chr10	33683122	33686122	ESCTE3304	12.995668	12.6427555	9.872256	8.896964	RLTR9
chr10	33762009	33765009	ESCTE3305	8.663778	11.1103	17.052078	10.320478	RLTR9
chr10	33796326	33799326	ESCTE3306	9.330223	69.72671	75.38814	65.48166	RLTR9
chr10	33880400	33883400	ESCTE3307	13.662112	28.35042	28.270552	28.826164	RLTR9
chr10	33885114	33888114	ESCTE3308	7.997334	6.129821	8.077301	6.049936	RLTR9
chr10	33976150	33979150	ESCTE3309	9.996668	9.577845	10.769734	8.185207	RLTR9
chr10	34228816	34231816	ESCTE3310	15.328224	99.22647	108.59482	114.23702	RLTR9
chr10	34999202	35002202	ESCTE3313	9.330223	13.025868	11.218473	16.014536	RLTR9
chr10	35130002	35133002	ESCTE3314	16.994335	24.519283	20.64199	18.149807	RLTR9
chr10	35149320	35152320	ESCTE3315	9.663445	26.051737	24.231901	30.961437	RLTR9
chr10	35154822	35157822	ESCTE3316	8.330557	19.15569	17.949556	18.149807	RLTR9
chr10	35477425	35480425	ESCTE3320	8.663778	16.090778	14.808384	17.082172	RLTR9
chr10	35987668	35990668	ESCTE3322	6.331223	8.811617	9.423517	7.8293285	RLTR9
chr10	35992788	35995788	ESCTE3323	9.663445	13.408982	6.282345	9.252843	RLTR9
chr10	36173481	36176481	ESCTE3324	13.328891	10.727186	8.974778	8.185207	RLTR9
chr10	36173742	36176742	ESCTE3325	13.662112	10.344072	9.423517	8.541086	RLTR9
chr10	36180546	36183546	ESCTE3326	11.329556	17.24012	18.398296	17.438051	RLTR9
chr10	36226732	36229732	ESCTE3327	9.996668	6.512934	6.282345	6.4058146	RLTR9
chr10	36311827	36314827	ESCTE3328	8.663778	10.344072	6.282345	8.896964	RLTR9
chr10	36395335	36398335	ESCTE3329	9.663445	12.259642	13.462168	11.743993	RLTR9
chr10	36610031	36613031	ESCTE3332	10.32989	52.486588	30.962986	57.65233	RLTR9
chr10	37066397	37069397	ESCTE3333	12.995668	8.045389	10.320995	6.049936	RLTR9
chr10	37554716	37557716	ESCTE3334	9.330223	17.623234	13.462168	18.505686	RLTR9
chr10	37579493	37582493	ESCTE3335	5.9980006	7.279162	6.282345	6.049936	RLTR9
chr10	38029278	38032278	ESCTE3337	7.3308897	6.512934	8.974778	4.6264215	RLTR9
chr10	38035409	38038409	ESCTE3339	9.663445	10.727186	11.218473	7.47345	RLTR9
chr10	38036057	38039057	ESCTE3340	10.32989	8.811617	12.115951	8.185207	RLTR9
chr10	38189470	38192470	ESCTE3342	10.663113	11.876528	8.077301	8.896964	RLTR9
chr10	38320212	38323212	ESCTE3343	10.663113	11.1103	7.6285615	9.964601	RLTR9
chr10	38332370	38335370	ESCTE3344	9.330223	7.279162	6.282345	4.9823003	RLTR9
chr10	38781489	38784489	ESCTE3345	8.330557	3.831138	8.526039	7.47345	RLTR9
chr10	38848676	38851676	ESCTE3346	7.997334	11.876528	13.910907	13.879265	RLTR9
chr10	38958398	38961398	ESCTE3347	10.996335	10.727186	12.56469	8.896964	RLTR9
chr10	39223235	39226235	ESCTE3348	11.996001	23.753056	17.949556	20.996836	RLTR9
chr10	39593539	39596539	ESCTE3349	12.662446	31.798445	37.24533	46.264214	RLTR9
chr10	39974375	39977375	ESCTE3350	16.661114	11.876528	11.218473	11.743993	RLTR9
chr10	39976953	39979953	ESCTE3351	11.662779	13.025868	10.769734	13.879265	RLTR9
chr10	39977321	39980321	ESCTE3352	10.996335	11.876528	12.115951	14.591022	RLTR9
chr10	40009727	40012727	ESCTE3353	14.328557	11.876528	10.320995	9.252843	RLTR9
chr10	40539998	40542998	ESCTE3355	15.661447	9.577845	12.56469	9.252843	RLTR9
chr10	40542435	40545435	ESCTE3356	15.994668	6.512934	17.500818	10.320478	RLTR9
chr10	41324018	41327018	ESCTE3357	10.663113	18.006348	14.359646	12.811629	RLTR9
