Probe	Chromosome	Start	End	Strand	ES_E14	ES_J1	TS_EGFP	TS_Rs26
1300017J02Rik	9	103250522	103305082	-	-5.2525153	-5.819064	-7.1708994	-6.700154
Topbp1	9	103305215	103350432	+	4.8046427	4.637002	4.777857	4.582448
Cdv3	9	103353102	103365780	-	6.157596	6.0838346	6.1235137	5.9948506
5830418P13Rik	9	103423578	103461255	+	-3.256976	-3.1860945	-6.345285	-3.8745394
Bfsp2	9	103424920	103480328	-	-6.0095572	-5.5761065	-5.775938	-5.457196
Gm16252	9	103472084	103492930	+	-5.099864	-4.6664133	-4.866245	-4.5475025
Tmem108	9	103482936	103761837	-	-3.5954647	-3.2995172	-3.499349	-1.5956444
Nphp3	9	104002544	104043730	+	-0.10893843	-0.15163629	-1.7061332	-0.4477635
Acad11	9	104040662	104127463	+	1.5242884	1.2146739	0.8256857	1.0875657
Uba5	9	104046599	104063134	-	2.626217	3.0774322	2.872547	1.5910602
Ccrl1	9	104084157	104126643	-	-4.3535037	-4.920053	-7.2718883	-6.9531455
Dnajc13	9	104151597	104262930	-	4.36827	4.2055006	4.0264707	4.0045767
Acpp	9	104288251	104337728	-	-3.5809336	-4.799559	0.44118133	1.379275
Cpne4	9	104547286	105034544	+	-7.6602077	-7.226757	-7.426589	-7.1078463
Mrpl3	9	105053239	105077466	+	2.6664114	2.7959437	3.7927072	3.2328484
Nudt16	9	105129338	105131805	-	-2.2690032	-1.5136241	-1.0967846	-1.0536767
1700080E11Rik	9	105143344	105145082	-	-5.123242	-4.6897902	-4.8896227	-4.5708804
Nek11	9	105162467	105395524	-	-7.1458387	-6.712388	-6.9122195	-6.5934772
Gm20643	9	105208196	105211863	+	-3.6876297	-3.2541783	-3.4540105	-3.1352682
Gm15619	9	105333513	105348380	+	-4.9227667	-4.489316	-4.689148	-4.370405
Aste1	9	105395392	105405758	+	-0.37815335	-0.26267228	0.40295362	0.17420812
Atp2c1	9	105403539	105521257	-	3.019722	2.6767294	2.3454313	2.8934681
Gm5621	9	105560118	105560762	-	-4.689868	-4.256417	-4.304246	-4.1375065
Pik3r4	9	105642995	105687655	+	2.3552241	2.0676513	2.0627744	2.1217103
Col6a6	9	105689417	105828085	-	-3.6817932	-3.6406593	-7.9924946	-7.6737523
Col6a5	9	105858668	105960643	-	-0.1180696	-0.605763	-8.09715	-7.778407
Col6a4	9	105989454	106096783	-	-2.6774004	-3.1850557	-8.180747	-7.8620048
D030055H07Rik	9	106148687	106160201	+	-7.6918235	-7.106369	-5.3062015	-7.139462
Glyctk	9	106152857	106158138	-	-2.6069543	-2.425042	-2.8472664	-3.528524
Wdr82	9	106170929	106191706	+	3.9296584	3.768055	3.6531382	3.2053907
Ppm1m	9	106194172	106199746	-	0.8421288	0.7285851	1.6151135	1.3751248
Twf2	9	106203108	106215387	+	4.735227	4.5546465	3.0874412	2.4774003
Tlr9	9	106222598	106226876	+	-7.117849	-6.684397	-6.8842297	-6.5654874
Alas1	9	106233455	106248126	-	1.9066936	2.234754	1.9778051	2.1810703
Poc1a	9	106281061	106349891	+	1.5418587	1.7676185	2.4665878	2.338325
Dusp7	9	106368632	106375724	+	-0.25902513	-0.00805204	2.5111394	2.2969031
Rpl29	9	106429454	106431568	+	7.578626	7.9275074	8.581646	7.7918444
Acy1	9	106432996	106438236	-	2.4366038	2.3157892	3.1718106	2.8760712
Abhd14a	9	106440051	106447678	-	1.204279	1.6854267	2.6411123	2.236862
Abhd14b	9	106448640	106452915	+	-1.4063435	-1.5943806	0.7341663	1.5383354
Pcbp4	9	106453838	106464007	+	3.1715086	3.662804	4.838087	3.9293008
Gpr62	9	106463973	106465940	-	-3.5622616	-5.7137733	-2.74368	-2.2729347
Parp3	9	106470322	106476949	-	-2.5340672	-2.816823	0.7228844	0.6342837
Rrp9	9	106475963	106485424	+	3.5363898	3.8074808	4.5881147	3.7323596
Iqcf1	9	106499967	106502250	+	-4.665052	-4.2316008	-4.4314327	-4.1126904
Iqcf5	9	106514573	106516003	+	-4.4441752	-4.0107245	-4.2105565	-3.891814
Iqcf3	9	106543389	106561625	-	-5.4885697	-5.0551186	-5.2549505	-4.9362082
Iqcf4	9	106568321	106570967	-	-4.85855	-4.425099	-2.8879654	-4.154186
Iqcf6	9	106626582	106627612	+	-4.245456	-3.8120048	-4.011837	-3.6930945
Grm2	9	106644537	106656109	-	-3.4422455	-4.146298	-6.820061	-6.5013185
Tex264	9	106658747	106685948	-	0.5669487	0.6206956	1.8005679	2.3245683
Rad54l2	9	106688082	106789213	-	2.612075	2.4535193	2.4896345	2.291489
Vprbp	9	106821874	106883318	+	4.036888	3.9075267	3.2864058	3.2489567
Manf	9	106838312	106891979	-	4.075687	4.3107033	4.6537104	4.2183948
Rbm15b	9	106880929	106882289	-	-0.527698	-0.05242673	0.20342073	-0.8928744
Rbm15b	9	106883985	106887000	-	2.512994	2.515811	2.5066624	2.0371585
4930524O07Rik	9	106892171	106895182	+	-5.487283	-4.9018292	-5.101661	-4.7829185
Dock3	9	106892834	107231909	-	-1.9034519	-1.1051259	-4.881883	-5.0105996
Mapkapk3	9	107254927	107289877	-	1.2263783	1.2519822	1.4753615	1.9558551
Cish	9	107296026	107302784	+	-3.8528428	-4.2494664	-2.9753668	-1.467591
Gm17041	9	107300380	107301838	-	-4.108591	-3.8271434	-3.874972	-1.55623
Hemk1	9	107327692	107338350	-	-0.44370398	-0.02817468	0.7354674	0.38351735
6430571L13Rik	9	107340602	107352422	+	-4.3861103	-3.9526594	-6.4744196	-5.155677
Cacna2d2	9	107399612	107529346	+	-2.9610276	-3.3349314	-0.47948095	-0.7897563
Gm17141	9	107423857	107430567	-	-6.9769325	-6.543482	-6.7433133	-6.424571
Gm17118	9	107443950	107445031	-	-3.74473	-3.311279	-3.5111108	-3.1923685
Tmem115	9	107533945	107538656	+	0.24632353	1.0594791	1.7736738	1.6345657
Cyb561d2	9	107539011	107541865	-	-1.0971005	-0.57054	0.37937495	0.5483703
Nprl2	9	107542209	107545704	+	0.17013885	0.8294713	1.2076154	1.3155906
Zmynd10	9	107547310	107551319	+	-6.132323	-5.546869	-5.746701	-1.9685268
Rassf1	9	107551555	107562263	+	-0.8958716	-0.39530617	1.2122167	0.6701648
Tusc2	9	107563255	107566108	+	1.955435	2.3382602	2.6798012	2.6155999
Hyal2	9	107569117	107572776	+	1.3926475	2.0769923	2.6970396	2.5326555
Gm16343	9	107575820	107587425	-	-4.036193	-3.6027417	-3.8025734	-3.4838312
Hyal1	9	107576927	107581710	+	-0.7658065	-0.7000873	-0.6446621	1.2719817
Nat6	9	107578887	107584048	+	-0.36732978	-0.10790804	-0.08534763	1.6021171
Hyal3	9	107580818	107587359	+	-1.3776001	-1.3771082	-2.1984289	-1.1206945
Ifrd2	9	107587718	107593038	+	2.6481369	2.6654742	3.6187212	2.8842072
Sema3b	9	107597674	107609229	-	-3.0100293	-2.2395432	-2.3804812	-0.63950616
Gnai2	9	107614138	107635342	-	5.1334295	5.3891363	6.0902133	6.1972675
Slc38a3	9	107650639	107668968	-	-4.1811714	-2.1627579	-0.3798678	0.55251986
Gnat1	9	107674477	107679592	-	-6.463275	-6.0298247	-4.0776534	-5.9109144
Sema3f	9	107681502	107710475	-	-2.2326155	-2.0401726	3.8063755	3.239526
Rbm5	9	107740495	107771002	-	4.33065	4.1425633	4.3764987	3.8667977
Rbm6	9	107773565	107872819	-	4.790574	4.8911533	4.7265882	4.691222
Mon1a	9	107888129	107903125	+	-0.49985045	0.20568022	1.028216	1.3132752
Mst1r	9	107906889	107920383	+	-7.404995	-7.1235476	-7.1713758	-4.5307055
4921517D21Rik	9	107928469	107932461	+	-7.31997	-6.886519	-7.086351	-6.7676086
Camkv	9	107935920	107949691	+	1.0689162	1.29252	-0.1968186	-0.93252397
Traip	9	107950963	107972268	+	2.2959962	2.475458	2.3866572	2.0590367
Uba7	9	107975505	107984060	+	-8.064935	-7.631483	-5.09435	-3.5532148
Gm20661	9	107983058	107995007	+	-6.4335284	-6.0000772	-6.199909	-5.881167
Cdhr4	9	107983287	107999684	+	-5.9549975	-6.67355	-6.8733816	-6.5546393
6230427J02Rik	9	107984227	107985879	-	-2.0527062	-1.1338284	-1.8190873	-2.014918
4921523L03Rik	9	107991684	107995656	-	-5.568601	-5.13515	-5.334982	-5.0162396
Gm20662	9	107996349	108045270	+	1.3490342	1.5228413	1.4400488	0.9838578
4930535L15Rik	9	107998116	108002404	-	-4.422802	-3.9893508	-4.1891828	-3.8704402
Ip6k1	9	108002501	108048780	+	1.2439802	1.4304818	1.314831	1.1528115
Gmppb	9	108049269	108052801	+	1.038309	1.0377396	1.6922599	1.2311282
Rnf123	9	108051534	108083346	-	-1.6224555	-0.93819606	0.45713022	-0.5665196
Gm20529	9	108051675	108058592	+	-1.8700457	-2.4365942	-0.6364264	-2.4696872
Amigo3	9	108053159	108055701	+	-5.5170255	-6.235577	-3.2834065	-6.116667
Mst1	9	108080436	108085027	+	-6.3633194	-6.0818715	-6.2817035	-4.810958
Apeh	9	108085417	108094480	-	0.9487426	1.47476	2.8841379	2.6219199
Bsn	9	108096023	108190384	-	-4.7724843	-3.87337	-9.083186	-8.61244
Dag1	9	108205955	108263924	-	4.3030815	4.3778963	4.249268	5.329196
Nicn1	9	108290448	108296498	+	1.504418	1.3327289	1.3140666	2.1347823
Amt	9	108296853	108301571	+	3.662515	3.593002	3.1628723	2.7040071
Tcta	9	108302959	108305951	-	-2.1731548	-2.855181	-1.9395357	-0.86180145
Rhoa	9	108306205	108337939	+	6.293553	6.41083	6.724015	6.531832
Gpx1	9	108339080	108340338	+	4.8774443	5.3056493	7.5539775	6.5497074
Usp4	9	108347831	108392529	+	3.5347712	3.9719865	4.049994	4.072928
1700102P08Rik	9	108392834	108397763	+	-4.3001065	-2.5447273	-5.2184906	-4.8997483
Ccdc36	9	108403642	108428484	-	-0.40060228	-0.3456628	0.46647778	-1.8117149
BC048562	9	108436482	108446085	+	-4.785073	-4.3516216	-4.5514536	-4.2327113
Klhdc8b	9	108447658	108452377	-	-2.6347818	-2.0758	-1.5386664	-1.1495346
Ccdc71	9	108460518	108465945	+	1.797146	2.2453563	2.8638504	2.8751643
Lamb2	9	108479862	108490530	+	-0.03273398	0.12008882	1.5687081	1.9154105
Usp19	9	108490676	108502333	+	2.6812887	2.7028942	3.649955	3.246771
Qars	9	108508005	108515941	+	3.6386259	3.9009845	4.6539536	4.5423894
Qrich1	9	108517087	108560167	+	5.108438	5.1393466	4.877002	4.680353
Impdh2	9	108560534	108565519	+	5.991433	6.6532025	7.115438	6.6509714
Ndufaf3	9	108565866	108567342	-	-0.13341832	0.25821277	0.5558804	0.7159249
Dalrd3	9	108569892	108572771	+	1.6767646	1.5324486	1.924739	1.6727327
Wdr6	9	108572313	108578670	-	2.3416643	3.026191	2.2470648	1.7753261
P4htm	9	108578826	108597600	-	-3.0264835	-2.7856774	-1.4709363	-0.95056003
Arih2	9	108602942	108649380	-	3.7290864	3.4730265	4.512339	4.567521
Gm10621	9	108648840	108650953	+	-6.250469	-4.817018	-6.01685	-4.6981077
Slc25a20	9	108662098	108684641	+	2.1651244	1.628323	2.159556	2.7373855
Prkar2a	9	108692143	108749512	+	2.332463	3.0328796	3.069393	3.5308049
Ip6k2	9	108795994	108806333	+	2.4400861	2.2945735	1.5394043	2.4372323
Nckipsd	9	108808380	108818366	+	-0.7608072	-0.35120282	-0.99849385	-0.33182818
Celsr3	9	108826320	108852963	+	-1.7684529	-1.3468759	-6.465571	-6.561866
Slc26a6	9	108854037	108912558	+	-1.911168	-1.9138161	-1.7416793	-1.2974062
Tmem89	9	108914619	108915563	+	-4.428175	-3.994724	-4.194556	-3.8758137
Uqcrc1	9	108936648	108949640	+	5.237101	5.6692686	5.638933	5.6085052
Col7a1	9	108953586	108984875	+	-2.4557505	-3.3879488	0.06492626	-0.35476816
Ucn2	9	108986163	108987164	+	-5.3253794	-4.891928	-1.6178291	-3.6210148
Pfkfb4	9	108991902	109032223	+	-3.8329728	-3.0210102	-2.4618504	-1.7445585
Shisa5	9	109038565	109057724	+	-0.39093637	-0.13151464	3.144802	3.1817737
Trex1	9	109057933	109060338	-	-1.2425311	-0.6074461	0.713554	-0.31165802
Atrip	9	109057933	109074124	-	0.13402641	0.4633203	1.0294768	0.535182
Ccdc72	9	109077988	109082381	-	4.7256937	5.006349	5.6176414	4.902867
Ccdc51	9	109082496	109093363	+	-0.28197673	0.0461215	-0.15371059	0.16503179
Gm7628	9	109093844	109097796	-	-6.1776896	-5.8962417	-6.0960736	-5.7773314
Plxnb1	9	109095436	109119911	+	0.56211394	0.43166417	-1.9905602	-1.6510594
Fbxw21	9	109139454	109162041	-	-6.6099696	-6.176518	-6.3763504	-6.057608
Fbxw13	9	109179227	109195975	-	-5.919909	-5.486458	-5.68629	-5.3675475
Fbxw20	9	109217432	109234754	-	-6.8176804	-6.384229	-6.584061	-6.265319
Fbxw14	9	109270836	109287676	-	-6.3776927	-5.944241	-6.1440735	-5.825331
Fbxw28	9	109322886	109339659	-	-6.0478454	-5.7663975	-5.9662294	-5.647487
Fbxw22	9	109378411	109404296	-	-6.189603	-5.7561517	-5.9559836	-5.637241
Fbxw16	9	109432319	109449140	-	-5.917045	-5.4835944	-5.6834264	-5.364684
Fbxw19	9	109478570	109495875	-	-5.895871	-5.4624205	-5.6622524	-5.34351
Fbxw15	9	109552604	109568262	-	-5.900711	-5.46726	-5.6670923	-5.34835
Fbxw24	9	109601117	109626059	-	-5.8968406	-5.46339	-5.6632214	-5.344479
CT025661.1	9	109645122	109664652	-	-5.8978095	-5.464358	-5.6641903	-5.345448
Fbxw18	9	109676734	109702700	-	-5.9256186	-5.4921675	-5.692	-5.373257
Fbxw26	9	109717566	109746089	-	-6.189603	-5.7561517	-5.9559836	-5.637241
Spink8	9	109812280	109826633	+	-4.8377047	-4.556257	-4.756089	-4.4373465
Nme6	9	109832749	109843116	+	0.60942394	1.1860696	1.9341909	1.2820797
Camp	9	109847375	109849456	-	-4.587934	-4.154483	-4.354315	-4.0355725
Cdc25a	9	109875579	109893888	+	4.1785393	4.237075	4.375695	3.8023362
Mtap4	9	109931458	110083947	+	3.5136712	3.423688	2.0736399	3.024467
Dhx30	9	110084320	110117830	-	2.5803096	2.6623602	2.4166102	2.1347535
Gm10615	9	110117703	110119916	+	-1.3629528	-1.4242665	-4.08353	-1.7647876
Smarcc1	9	110132037	110240178	+	5.737039	5.519688	4.8114295	4.560024
Cspg5	9	110243783	110262575	+	-1.4789711	-2.9889367	-7.041211	-3.763111
2610002I17Rik	9	110305192	110322092	+	0.44928142	0.47244865	1.4425416	0.610218
Scap	9	110333288	110384946	+	0.10781936	0.9652082	0.45141137	0.1818785
5830462I19Rik	9	110372048	110375430	-	-3.228357	-5.4953456	-2.3732495	-3.3764355
Ptpn23	9	110385089	110408210	-	2.734548	2.7420163	3.0704827	3.2045135
Ngp	9	110419750	110423010	+	-5.605826	-5.172375	-5.3722067	-5.0534644
Klhl18	9	110425928	110476694	-	-0.025455784	-0.10657783	1.2861657	0.762973
Kif9	9	110476994	110525179	+	-3.7451606	-3.1962323	-4.5115414	-2.6902986
Setd2	9	110532597	110618633	+	4.418311	4.2629724	3.9783323	4.362499
Nradd	9	110621137	110624393	-	-0.5291228	0.4386647	-1.3461299	-0.44242495
Nbeal2	9	110624789	110654161	-	-0.4724025	-0.73575985	0.84319407	0.21851993
Ccdc12	9	110656503	110711590	+	3.5910084	3.2942512	4.427094	3.4918737
Pth1r	9	110722088	110743686	-	-2.313234	-0.43499812	2.277937	2.0804298
Myl3	9	110763646	110769804	+	-5.7076516	-5.274201	-5.474033	-3.0032873
Prss42	9	110798185	110803736	+	1.0202119	-1.6660763	-0.8659082	0.50728184
Prss44	9	110813994	110824523	+	-2.6309743	-4.197523	-0.52288604	-0.019719105
Prss43	9	110826690	110831502	+	-5.1632624	-5.881814	-6.0816464	-5.762904
Prss45	9	110834588	110841313	+	-4.475005	-5.193557	-4.241386	-3.337681
Prss46	9	110844506	110856522	+	-5.7511754	-5.317724	2.9698374	2.3107412
Prss50	9	110857967	110864628	+	-0.66711897	-2.278062	-0.34861103	0.050301712
Tmie	9	110865711	110880113	-	-3.335023	-2.1360369	-0.101403594	-0.712272
Als2cl	9	110879870	110900530	+	-1.0179975	-0.9630579	1.559576	1.0138334
AC139378.2	9	110914739	110916861	-	-3.1676056	-3.8861578	-4.0859895	-3.7672472
Tdgf1	9	110939610	110946158	-	7.3177114	7.251421	-3.2967706	-5.714994
Lrrc2	9	110951545	110984066	+	2.6134815	2.0717769	-3.4856071	-3.4887934
Rtp3	9	110985871	110989611	-	-3.3595276	-2.9260764	-5.59984	-5.2810974
Gm10030	9	111004811	111006830	+	-3.4620974	-3.1806495	-3.2284782	-3.061739
Ltf	9	111019292	111042766	+	-6.7777257	-6.344274	-6.5441065	-6.225364
Ccrl2	9	111054835	111057270	-	-6.3997397	-5.9662886	-6.166121	-5.8473783
Lrrfip2	9	111118111	111225668	+	2.6887836	3.0539403	3.5431285	3.229665
Mlh1	9	111228228	111271608	-	1.7898905	2.2305372	1.5760505	2.0849767
Epm2aip1	9	111271845	111279089	+	1.5761468	1.3128622	0.5053476	1.373505
Trank1	9	111311739	111395774	+	-4.7580643	-2.8840408	-4.1618752	-3.7651305
Dclk3	9	111439081	111489608	+	-3.2753465	-6.694338	-6.8941703	-6.575428
Stac	9	111561437	111690348	-	-6.7252192	-6.291768	-6.4916	-6.1728578
Arpp21	9	112065091	112235938	-	-7.7088666	-8.860377	-9.212213	-8.893471
2310075C17Rik	9	112227579	112228242	+	-3.7054408	-3.2719898	-3.4718218	-3.1530793
2900079G21Rik	9	112234277	112348925	+	-8.070529	-7.6370773	-7.83691	-7.518167
Pdcd6ip	9	113651744	113708259	-	2.549086	2.6280186	4.4983945	4.350366
Clasp2	9	113812586	113919697	+	2.0659113	2.1995435	2.5908701	2.749956
Ubp1	9	113930934	113977199	+	3.533904	3.626438	3.5041294	3.253993
Fbxl2	9	113963637	114046191	-	-1.5674652	-1.3343126	-1.2558434	-1.9120102
Susd5	9	114057354	114098733	+	-3.8023899	-3.105904	-1.3988457	-1.0801033
4921528I07Rik	9	114276683	114317028	-	-6.7543874	-6.320936	-6.520768	-6.202026
Bcl2a1c	9	114330135	114330578	+	-4.151129	-3.7176774	-3.9175096	-3.5987673
4930520O04Rik	9	114368303	114377229	+	-3.1685688	-3.6420085	-5.256878	-6.6751013
Crtap	9	114375134	114390675	-	3.5059648	3.4737523	2.688958	2.6008832
Glb1	9	114401076	114474376	+	1.5915885	1.6318065	0.000169	0.9911329
Ccr4	9	114490316	114496544	-	-3.479282	-3.8938274	-3.6082327	-6.2488484
Trim71	9	114511275	114564369	-	4.2355413	3.7002022	2.8102188	3.0201533
Cnot10	9	114585878	114640200	-	3.9740667	3.9525716	3.3462782	2.933744
Dync1li1	9	114688790	114724302	+	4.7947354	4.5465593	4.343163	4.207372
Cmtm6	9	114731203	114749343	+	2.9110324	2.7176075	3.4370441	3.4554276
Cmtm7	9	114756837	114781993	-	0.7330061	1.2884477	3.3548958	3.4363093
Gm9888	9	114780100	114782257	+	-5.271098	-4.6856437	-3.3005133	-4.566733
Cmtm8	9	114789345	114844152	-	-1.9380641	-1.5046129	3.913206	3.718634
Gpd1l	9	114899341	114933987	-	0.5078977	1.088906	0.34120077	0.5217072
Gm9846	9	114982399	114982739	-	-3.7703404	-3.3368893	-1.7997558	-3.217979
Osbpl10	9	115067279	115232223	+	0.3843573	0.66215754	1.8309702	1.5541028
Stt3b	9	115242607	115310421	-	3.952511	4.0738697	4.324811	4.5705843
Gadl1	9	115909455	116076176	+	-7.3101816	-5.7247276	-7.0765624	-5.0208545
Gm16142	9	115990956	116001788	-	-6.833459	-6.4000077	-6.5998397	-6.2810974
Tgfbr2	9	116087698	116175363	-	-3.8440502	-2.8256366	-0.015484536	0.6625076
Rbms3	9	116572746	117629913	-	-8.70281	-4.9474316	-8.469192	-8.150449
Gm17396	9	117252536	117254696	+	-6.049328	-5.615877	-5.815709	-5.496967
Zcwpw2	9	117876000	118014160	-	-5.9141765	-5.4807253	-5.6805573	-5.361815
Azi2	9	118040499	118069794	+	2.0450444	1.8169119	2.7664576	2.7503133
Cmc1	9	118064529	118150196	-	2.0407083	2.3716764	2.3544977	2.4364793
Eomes	9	118478212	118486132	+	-0.09605933	-0.4520414	5.944915	5.003417
Golga4	9	118506318	118582522	+	4.3319044	3.9154038	3.7160473	3.8691394
Itga9	9	118606690	118901003	+	0.43708172	-0.095251374	-1.4043125	-1.5169095
Gm2415	9	118890075	118926269	-	-6.223219	-5.7897677	-5.9895997	-5.6708574
Gm16295	9	118924873	118925777	+	-4.6853876	-4.2519364	-4.4517684	-4.133026
Ctdspl	9	118926453	119043998	+	-1.7648686	-2.4123375	1.6502866	2.0882819
Vill	9	119052778	119071525	+	-0.68158877	-0.5555661	1.3656173	1.5588287
Plcd1	9	119071527	119093496	-	0.6127939	0.63778025	1.9280516	2.0032368
Dlec1	9	119102478	119148246	+	-4.3288307	-5.1584144	-6.6801744	-4.5540767
Acaa1b	9	119148023	119157093	-	-1.8948914	-1.2499362	-1.3242372	-1.1981401
Gm10608	9	119159161	119161669	+	-6.6496096	-6.216158	-6.4159904	-6.097248
Slc22a14	9	119169455	119365553	-	-6.60464	-6.171189	-6.371021	-6.0522785
Slc22a13	9	119193002	119209105	-	-6.3079977	-5.874546	-4.337413	-5.755636
Oxsr1	9	119238432	119322427	-	4.3295755	4.023949	4.077693	3.6868427
Myd88	9	119335934	119341411	-	-1.0761949	-0.24419431	2.5181715	2.0935507
Acaa1a	9	119339676	119350299	+	-0.22511765	0.027761254	0.197163	0.3483055
Xylb	9	119357381	119393797	+	0.48823562	0.9142692	0.23346551	0.018229218
Acvr2b	9	119402444	119433501	+	0.86517006	1.0969874	1.3722403	0.8758223
Exog	9	119444923	119465517	+	0.30547717	0.28158003	-0.050041877	-0.40686446
Scn5a	9	119483408	119579016	-	-4.2146206	-6.8686323	-3.3680243	-2.9423668
Scn10a	9	119608456	119719032	-	-8.004171	-7.5707197	-7.7705517	-7.4518094
Scn11a	9	119753763	119825456	-	-7.715721	-7.2822695	-7.6341047	-7.3153625
Wdr48	9	119894895	119926579	+	3.5776725	3.7771232	3.9941347	3.692281
Cx3cr1	9	119901616	120068283	-	-7.2263064	-6.7928553	-6.992687	-6.673945
Gorasp1	9	119925673	119937558	-	0.084458075	0.017215528	0.8775046	0.16649963
Ttc21a	9	119937606	119967793	+	-4.1408124	-4.3594375	-2.611737	-2.7259543
Csrnp1	9	119971166	119977250	-	2.2450933	2.0593193	3.704466	2.956214
Xirp1	9	120013755	120023598	-	-7.7162156	-5.6978016	-7.6345997	-7.315857
Ccr8	9	120092133	120094906	+	-5.5316386	-5.0981874	-5.2980194	-4.9792767
Slc25a38	9	120110374	120124504	+	0.87149507	0.9649717	0.27769363	-0.43213302
Rpsa	9	120127766	120132369	+	8.475976	8.930731	9.296773	9.2064085
Mobp	9	120149742	120181484	+	-1.7374274	-3.5263684	-7.7850947	-5.7293863
Myrip	9	120303936	120474841	+	-5.6141005	-6.1806493	-3.5731263	-3.061739
Eif1b	9	120492606	120495327	+	2.5319414	2.65475	3.337879	2.2750583
Entpd3	9	120539818	120568318	+	-5.4908824	-6.794397	-0.1698003	0.430713
Rpl14	9	120571517	120574653	+	8.432032	8.461894	9.108272	8.279527
5830454E08Rik	9	120577346	120578072	+	-4.8625245	-4.4290733	-4.6289053	-4.310163
4930593C16Rik	9	120924455	120930802	-	-4.5440645	-4.110614	-4.3104453	-3.9917033
Ctnnb1	9	120929216	120960507	+	6.082222	6.0339527	5.5576167	6.190105
Ulk4	9	120960268	121277197	-	-2.8456776	-3.0902982	-2.3192766	-1.8873236
Trak1	9	121366958	121474916	+	1.6838455	1.6081848	1.242963	2.303553
Cck	9	121489825	121495689	-	-4.776673	-4.343222	-4.5430536	-4.2243114
Lyzl4	9	121577843	121642096	-	-5.686509	-5.253058	-5.45289	-5.1341476
4930596M17Rik	9	121586997	121614255	+	-5.025598	-4.5921464	-4.791979	-4.4732366
Vipr1	9	121642716	121672954	+	-5.6466165	-6.213165	-5.0910687	-3.1873643
Sec22c	9	121680047	121705490	-	-0.82607466	-1.2840992	-0.96309894	0.1525516
Deb1	9	121710389	121712921	+	1.3048319	1.2591151	1.9690852	2.1409862
Nktr	9	121719181	121756841	+	3.1820836	3.008062	1.9496497	2.7287714
Zfp651	9	121760033	121771742	+	-2.750469	-1.849892	-1.9038731	-0.41520572
Kbtbd5	9	121777607	121783819	+	-6.4662166	-3.7108376	-6.232598	-3.3288927
Hhatl	9	121784016	121792507	-	-6.2568245	-5.823374	-6.0232058	-5.7044635
Ccdc13	9	121797627	121839461	-	-3.7737215	-4.188267	-4.388099	0.051658694
Gm17163	9	121820289	121831193	+	-4.1116004	-3.678149	-3.877981	-3.5592387
Higd1a	9	121848560	121858000	-	2.6106558	2.581608	2.8958666	3.430713
Ccbp2	9	121898464	121911064	+	-6.799656	-6.3662047	-6.5660367	-6.2472944
Cyp8b1	9	121914356	121916305	-	-6.285971	-5.85252	-6.0523524	-5.7336097
1700048O20Rik	9	121938135	121947014	+	-3.56402	-5.6045003	-5.804332	-5.3335867
Fam198a	9	121950988	121980208	+	-7.027281	-6.7458324	-6.9456644	-6.4749193
Gtdc2	9	121981606	121996026	-	-1.2053187	-0.5218893	-2.0112278	0.6294426
Snrk	9	122117283	122169702	+	-1.142725	-0.5089752	-1.3976058	0.2213697
Ano10	9	122175879	122294374	-	-1.6904696	-0.5914374	0.65095294	2.3303404
Abhd5	9	122351608	122381524	+	0.5289026	0.67455137	-0.3163338	1.4455383
A730085K08Rik	9	122380575	122398801	-	-3.372486	-4.74639	-4.3612595	-4.6274796
Gm9524	9	122747346	122802074	+	-1.7285619	-1.6576809	-7.4018335	-7.083091
D9Ertd402e	9	122805539	122836334	+	0.4140071	0.39999914	-0.9373364	1.0684668
Zfp445	9	122851914	122862128	-	3.742191	3.5074444	2.2452335	2.0965538
Zfp167	9	122888471	122896124	+	-2.3262432	-1.8927919	-3.5076616	-5.9258842
Zfp105	9	122923072	122931028	+	2.19398	2.5208318	-6.1797314	-3.7089858
1110059G10Rik	9	122945089	122951000	-	0.35673997	0.2555336	0.121589474	0.79284835
Kif15	9	122951081	123018725	+	4.365698	4.2516303	3.194333	4.0264726
Tmem42	9	123021326	123023490	+	-0.9106876	-0.1553083	-1.1916416	-0.7733635
Tgm4	9	123034739	123067561	+	-5.147224	-4.7137733	-3.9136052	-6.5948625
Zdhhc3	9	123066160	123113205	-	0.68524283	1.2260598	0.9906527	1.5228988
Exosc7	9	123113215	123136129	+	3.0689836	3.340903	3.208975	3.2243252
Clec3b	9	123150946	123157430	+	-5.3079977	-4.874546	-5.0743785	-4.755636
Cdcp1	9	123170824	123216038	-	-1.8200594	-1.4290434	0.0397449	2.0331686
Tmem158	9	123259058	123260789	-	-1.4393709	-0.82904196	-1.3369963	-0.28128842
Scp2-ps2	9	123307508	123307939	-	-4.1116004	-3.678149	-3.877981	-3.5592387
Lars2	9	123366940	123462664	+	6.866635	7.6076674	4.6841254	8.299315
Limd1	9	123478701	123521548	+	0.05166483	0.650606	1.7072788	2.5940285
Sacm1l	9	123529882	123592598	+	2.9017851	2.9285023	2.517275	3.776075
Slc6a20b	9	123593820	123632565	-	-7.7866426	-7.3531914	-7.5530233	-7.234281
Gm17120	9	123635388	123637325	+	-4.893931	-4.46048	-4.6603117	-4.3415694
Slc6a20a	9	123636122	123678885	-	-6.6204515	-6.1870003	-6.5388355	-6.2200933
Gm17200	9	123678096	123701046	+	-6.33828	-5.904829	-4.3676953	-4.048953
