Probe	Chromosome	Start	End	Strand	TSC_1	TSC_2	TSC_3	TSC_4	TSC_5	diffTSC_d1_1	diffTSC_d1_2	diffTSC_d1_3	diffTSC_d3_1	diffTSC_d3_2	diffTSC_d3_3
Plxna1	6	89316316	89362613	-	2.5064008	2.55703	2.6267073	2.5222766	2.265411	2.5666327	2.3870347	2.6056101	2.9222803	2.4023325	2.4516819
Chchd6	6	89383146	89595652	-	2.3172138	1.9236088	1.453685	1.9064816	1.0617322	1.382749	1.2005634	0.055859808	-0.100534834	0.6364414	0.2732494
Txnrd3	6	89643988	89675529	+	0.15273835	0.27991828	0.19765571	0.11863649	0.24991375	-0.72081465	-0.63715696	-0.54980934	-0.7811087	-0.6504056	-0.70184916
Vmn1r40	6	89714203	89715135	+	-6.6668196	-6.3234587	-4.20842	-4.3836546	-5.664503	-6.246189	-6.814608	-5.6828666	-4.3735976	-4.1985	-4.607496
Vmn1r41	6	89740888	89747414	+	-6.8024945	-6.4591336	-4.3440948	-4.5193295	-5.800178	-6.381864	-6.950283	-5.818541	-4.509272	-4.334175	-4.7431707
Vmn1r42	6	89844518	89845615	-	-6.901748	-6.5583878	-4.443349	-4.6185837	-5.899432	-6.481118	-7.049537	-5.9177957	-4.6085267	-4.4334292	-4.842425
Vmn1r43	6	89869461	89870529	-	-6.863132	-6.5197716	-4.404733	-4.5799675	-5.860816	-6.4425015	-7.010921	-5.8791795	-4.56991	-4.394813	-4.8038087
Vmn1r44	6	89893177	89894284	+	-6.914828	-6.5714674	-4.456429	-4.6316633	-5.912512	-6.4941983	-7.062617	-5.9308753	-4.6216063	-4.446509	-4.8555045
Vmn1r45	6	89931649	89940507	-	-8.46731	-8.123949	-6.0089107	-6.1841455	-7.4649935	-8.0466795	-8.615099	-7.4833574	-6.1740885	-5.998991	-6.4079866
Vmn1r46	6	89976171	89977100	+	-6.6621733	-6.3188124	-4.2037735	-4.3790083	-5.659857	-6.241543	-6.809962	-5.6782203	-4.368951	-4.193854	-4.6028495
Vmn1r47	6	90021888	90022820	+	-6.6668196	-6.3234587	-4.20842	-4.3836546	-5.664503	-6.246189	-6.814608	-5.6828666	-4.3735976	-4.1985	-4.607496
Vmn1r48	6	90035933	90036841	-	-6.6292224	-6.285862	-4.170823	-4.3460574	-5.6269064	-6.2085924	-6.7770114	-5.6452694	-4.3360004	-4.160903	-4.569899
Vmn1r49	6	90072086	90073018	-	-6.6668196	-6.3234587	-4.20842	-4.3836546	-5.664503	-6.246189	-6.814608	-5.6828666	-4.3735976	-4.1985	-4.607496
Vmn1r50	6	90107275	90108207	+	-6.6668196	-6.3234587	-4.20842	-4.3836546	-5.664503	-6.246189	-6.814608	-5.6828666	-4.3735976	-4.1985	-4.607496
Vmn1r51	6	90122643	90130990	+	-8.2030325	-7.8596716	-5.7446327	-5.919867	-7.200716	-7.782402	-8.3508215	-7.219079	-5.90981	-5.734713	-6.1437087
Vmn1r52	6	90178716	90179645	+	-6.6621733	-6.3188124	-4.2037735	-4.3790083	-5.659857	-6.241543	-6.809962	-5.6782203	-4.368951	-4.193854	-4.6028495
V1ra8	6	90202793	90203682	+	-6.5987473	-6.255387	-4.140348	-4.3155828	-5.5964313	-6.1781178	-6.7465363	-5.6147947	-4.3055253	-4.1304283	-4.539424
Vmn1r53	6	90223317	90224438	-	-6.9329433	-6.5895824	-4.4745436	-4.649778	-5.930627	-6.512313	-7.080732	-5.94899	-4.639721	-4.464624	-4.8736196
Vmn1r54	6	90269106	90270053	+	-6.6898293	-6.3464684	-4.23143	-4.4066644	-5.687513	-6.269199	-6.837618	-5.7058764	-4.3966074	-4.2215104	-4.630506
BC048671	6	90301219	90305449	+	-7.3158	-6.9724393	-4.857401	-5.032635	-6.3134837	-6.8951697	-7.4635887	-6.331847	-5.0225782	-4.847481	-5.256477
Chst13	6	90308351	90325185	-	-7.4902105	-7.1468496	-5.0318108	-5.2070456	-6.487894	-7.06958	-6.4859962	-6.5062575	-5.0449853	-5.021891	-2.956956
Uroc1	6	90333289	90364551	+	-6.8235927	-5.7432666	-5.950156	-6.2773933	-7.406239	-4.402962	-4.556344	-5.424602	-2.2084427	-2.2397962	-2.3492315
Zxdc	6	90369492	90403490	+	0.37431082	0.18671456	0.43873435	0.5700128	-0.16780397	1.6060796	1.5436685	1.3274386	3.0115676	3.07371	3.182222
Ccdc37	6	90403736	90428797	-	-8.713227	-8.369866	-6.2548275	-6.430062	-7.710911	-8.292597	-8.709013	-7.729274	-6.420005	-6.2449074	-6.6539035
Klf15	6	90462576	90475238	+	-0.8127414	-0.40925995	-0.034461852	0.8854609	-0.61012673	-1.4872684	-1.413581	-1.839057	-2.337143	-2.3140485	-2.7230444
Aldh1l1	6	90486427	90600203	+	-0.28480852	-0.5264106	0.29912165	0.34002066	-1.1281065	-1.010452	-0.87572724	-1.7823137	-2.247485	-2.4134245	-3.1443481
Gm15756	6	90596685	90599948	-	-6.214714	-5.8713536	-3.7563143	-3.931549	-5.2123976	-5.7940836	-6.362503	-5.230761	-3.921492	-3.7463946	-4.1553903
Slc41a3	6	90604725	90646412	+	-0.5986692	-0.9176131	-1.0042082	-0.9653179	-2.197257	-0.52596223	-0.66179574	-0.7474716	-0.49131384	-1.2458272	-0.79921275
Iqsec1	6	90659598	90810123	-	2.3733208	2.4811335	2.3545487	2.3195314	2.4014678	4.0116267	3.8706753	3.7579627	4.677235	4.3249846	4.4191666
Rpl21-ps12	6	90844978	90845460	-	-1.5649623	-1.6366392	-0.5216004	-3.4338005	-0.86220646	-2.3369772	-3.1277885	-1.9960468	-3.4237435	-3.0966432	-1.1837107
Nup210	6	91013068	91116829	-	0.18099207	0.23272364	0.2982486	0.20144059	-0.18632321	0.39504912	0.18695495	-0.67702013	0.53189826	0.4537092	0.7191376
Hdac11	6	91156665	91174692	+	-1.7264609	-1.4880698	-0.8914982	-1.1062609	-2.1994824	-1.6468675	-1.9792192	-4.25347	-2.266129	-3.7691038	-2.2521
Gm14573	6	91158713	91159256	-	-5.6180696	-5.274709	-3.1596704	-3.334905	-4.6157537	-5.1974397	-5.765858	-4.6341166	-3.3248477	-3.1497505	-3.558746
Fbln2	6	91212455	91272540	+	-1.9700292	-1.9315232	-1.9564146	-1.7572538	-3.0381024	-2.8910902	-2.6170506	-2.3277676	-6.876479	-6.8533854	-7.262381
Wnt7a	6	91363981	91411363	-	-0.6729296	-0.88161695	-1.9149699	-1.5376633	-0.41996276	-1.2597169	-1.124268	-0.5149473	0.64231855	-0.41962332	-0.31404588
Chchd4	6	91464276	91473423	-	4.8715034	4.7075424	4.6463275	4.3322916	4.131999	4.4661813	4.4584165	4.0359335	3.7588136	3.7172155	3.7793624
Tmem43	6	91473703	91488459	+	2.0343778	2.0406024	2.0381405	2.1869385	1.893416	1.8241801	1.9216975	1.7671578	2.5951097	2.4578226	2.577206
Xpc	6	91489305	91515884	-	2.3482869	2.1927843	2.3026056	2.5734353	2.5052366	2.0053818	1.9954641	2.047989	1.9494691	2.0368907	1.8672335
Lsm3	6	91515928	91522625	+	5.197574	5.1204624	5.175326	5.220956	5.4868712	5.0012994	4.8853545	5.4070616	4.7190576	4.9179296	4.6439023
Slc6a6	6	91684067	91759063	+	4.092972	4.220125	4.3112526	4.2429333	4.1227107	5.0230765	4.8629756	4.8338304	5.1411123	5.0405927	5.1830072
Grip2	6	91761509	91827250	-	-5.703625	-5.4977684	-6.7046576	-6.8798923	-8.312744	-7.1574645	-6.140921	-7.1791043	-4.5479074	-5.694738	-3.7818055
C130022K22Rik	6	91878053	91899843	+	0.38136932	0.24813141	0.1436272	0.37543747	1.0205883	0.31337133	0.4437981	1.1466148	0.83615583	0.60206836	0.62408394
4930590J08Rik	6	91914759	91950640	+	-5.7793956	-6.173001	-5.794928	-5.9701624	-6.0990076	-6.0957317	-5.441758	-7.117371	-5.8081026	-4.0480423	-4.457038
Fgd5	6	91978878	92076004	+	1.8090975	1.8071421	1.9415578	2.194688	1.6468197	1.3966084	1.2473835	0.8653143	-1.8877012	-1.8931761	-2.1646683
4930466I24Rik	6	92012394	92016117	-	-7.9457445	-7.6023836	-5.4873447	-5.6625795	-6.943428	-7.525114	-8.0935335	-6.961791	-5.652522	-5.477425	-5.8864207
Nr2c2	6	92091390	92173057	+	1.0835886	0.9825226	1.0630729	1.1430956	0.862247	1.1815314	1.0097622	1.0251853	0.95594275	1.0036607	1.089573
Mrps25	6	92169525	92184033	-	2.2631798	2.0840857	2.1347504	2.0464842	2.7430413	1.8232622	1.8699677	2.2433977	1.966769	1.9722921	1.9366994
Zfyve20	6	92186712	92214925	-	2.0089276	1.9336463	1.8880705	2.0528734	1.8451253	2.0092165	1.8432406	2.1256986	2.1188219	2.441877	2.2410672
Trh	6	92242061	92244650	-	-7.235714	-6.8923535	-4.7773147	-4.9525495	-6.2333984	-6.8150845	-7.383503	-6.2517614	-4.9424925	-4.767395	-5.176391
Prickle2	6	92370892	92706145	-	-3.535573	-3.767327	-4.097073	-3.741793	-4.9157267	-3.4221241	-3.7857237	-4.9340897	-4.4321756	-5.672116	-4.666074
Adamts9	6	92772699	92943492	-	1.8216431	1.7953403	1.9464324	1.8431025	1.9996347	1.0268447	0.8209958	1.1805233	-0.06172382	0.12534615	0.08288952
A730049H05Rik	6	92816478	92847174	+	-3.932557	-3.2672687	-4.05912	-4.6493926	-2.4277408	-4.511927	-4.758418	-4.9486046	-6.2242975	-6.201204	-5.458196
Gm15737	6	92869357	92884411	+	-5.735956	-5.562521	-6.599485	-6.774719	-8.055569	-6.9002886	-6.246315	-8.073931	-6.7646623	-6.5895653	-6.998561
Magi1	6	93675455	94283322	-	0.44430745	0.4908067	0.7376901	0.7232518	0.60227454	0.761584	0.5520414	0.78598356	-0.6373345	-0.19677602	-0.39206508
Slc25a26	6	94500314	94604648	+	1.0402455	0.9152703	1.1541153	0.5638433	0.6200296	1.1767577	1.1454896	0.42042607	1.5354261	1.4079608	1.6669832
Lrig1	6	94604529	94700158	-	-1.8772558	-1.9848796	-2.1785934	-2.1128197	-3.5091457	-0.24534172	-0.114930294	-0.46861532	0.11566062	0.65729696	0.64939946
1700010K10Rik	6	95114017	95117631	-	-5.5391784	-5.195818	-3.0807788	-3.2560134	-4.536862	-5.118548	-5.6869674	-4.5552254	-3.2459564	-3.0708592	-3.4798546
Kbtbd8	6	95117240	95129718	+	1.1786917	1.1352283	1.3164574	1.0407627	1.5209537	0.6552079	0.51114	1.1522468	0.6265045	0.43236783	0.4018839
AY512915	6	95255726	95333993	-	-9.286664	-8.943303	-6.828264	-7.003499	-8.284348	-8.866034	-9.434453	-8.302711	-6.993442	-6.8183446	-7.22734
Gm10234	6	95322112	95322210	+	-2.7079766	-2.364616	-0.24957718	-0.42481175	-1.7056605	-2.2873464	-2.8557653	-1.7240237	-0.41475478	-0.23965739	-0.6486531
Suclg2	6	95474134	95718837	-	4.859178	4.7637925	5.161935	5.2783685	4.3173404	4.8917403	4.785345	4.422072	4.623096	4.7774906	4.884501
Fam19a1	6	96113154	96657198	+	-8.690058	-8.4987	-6.3836617	-6.558896	-7.8397446	-8.421431	-8.837847	-7.858108	-6.5488386	-6.3737416	-6.7827373
1700123L14Rik	6	96164503	96166205	-	-7.534949	-7.191588	-5.0765495	-5.251784	-6.5326324	-7.1143184	-7.6827374	-6.550996	-5.241727	-5.0666294	-5.475625
Fam19a4	6	96831209	97060411	-	-7.740518	-7.5491605	-5.434122	-5.6093564	-6.890205	-7.4718914	-8.04031	-6.9085684	-5.5993	-5.424202	-5.833198
Eogt	6	97110024	97149182	-	1.5248929	1.5178605	1.493265	1.4996371	1.4210966	2.0355628	1.9038397	1.8560233	2.4862351	2.345305	2.5136182
Tmf1	6	97155266	97179124	-	4.144226	4.0060945	4.1154194	4.4965787	4.173438	4.0907245	3.9054563	4.3787465	4.3065124	4.717915	4.6231446
Uba3	6	97183670	97205642	-	5.0562778	5.0880537	5.105948	5.1600885	4.835632	5.1640506	4.9459333	5.1641088	4.977501	4.8787317	4.899404
Arl6ip5	6	97210689	97233315	+	3.9041858	3.6761556	3.7830665	3.9248612	2.9938042	4.192077	4.1381564	3.595902	4.8191686	4.6652308	4.7042875
Lmod3	6	97238528	97252780	-	-7.931657	-7.5882964	-5.4732575	-5.648492	-6.9293404	-6.3590236	-6.9274426	-6.7957006	-4.4864316	-3.3113344	-3.1353676
Frmd4b	6	97286867	97617541	-	-2.3531587	-2.2741387	-1.8246809	-2.813502	-2.2439272	-2.5808797	-2.4623015	-1.8261914	-1.6190208	-1.839852	-1.9319905
Mitf	6	97807058	98021349	+	-1.6960329	-1.5322217	-1.6222972	-1.4438947	-2.7247436	-2.2450287	-2.3540165	-2.3840258	-1.4028109	-1.027415	-1.4908584
Gm765	6	98238014	98342754	-	-6.491084	-6.1477237	-4.032685	-4.207919	-5.4887676	-6.0704536	-6.638873	-5.507131	-4.197862	-4.0227647	-4.4317603
Foxp1	6	98925338	99522721	-	-1.4022523	-1.4442376	-1.2227924	-1.4657716	-2.0895078	-2.9953232	-3.0973191	-2.821567	-2.6015654	-2.5547922	-2.7461965
Gm20696	6	99257484	99666797	-	-3.2907734	-4.099416	-3.1543021	-3.5221817	-4.44046	-3.4916317	-3.5510368	-3.043786	-2.6190398	-2.9744575	-2.3834531
Gm20705	6	99384607	99388499	-	-7.7087283	-7.3653674	-5.2503285	-5.425563	-6.706412	-7.288098	-7.856517	-6.724775	-5.415506	-5.240409	-5.6494045
Eif4e3	6	99625135	99666771	-	-0.3755701	-0.53597593	-0.09470886	-0.07729837	-0.29925328	0.006585982	-0.47116274	0.15746829	0.30199248	0.6521765	0.97187877
Gpr27	6	99692679	99693818	+	-4.4819727	-4.1386127	-3.345502	-2.5207362	-5.953588	-5.3832707	-4.9516897	-5.971951	-4.5106792	-4.487585	-4.7445774
Prok2	6	99711299	99726392	-	-7.3642826	-7.020922	-4.905883	-5.081117	-6.3619666	-6.943652	-7.5120716	-6.380329	-5.0710607	-4.895963	-5.304959
Rybp	6	100228566	100287441	-	5.446769	5.4172926	5.4680853	5.492398	5.328426	5.1447215	4.99608	4.9046507	5.1357474	5.03913	5.086936
Shq1	6	100573081	100671157	-	2.3174734	2.1244428	2.4794323	2.6406786	2.2758183	1.9041137	2.0230846	1.8581444	1.8006312	1.7612239	1.8656998
Gxylt2	6	100704734	100805081	+	-5.714095	-5.1077	-5.7296267	-5.9048615	-7.1857104	-6.615393	-4.8618836	-6.05207	-5.8948045	-5.719707	-6.1287026
Ppp4r2	6	100833638	100868717	+	4.5607452	4.481167	4.5688486	4.664274	4.594577	4.6701994	4.4976153	4.848214	4.675107	4.7647276	4.6251984
Pdzrn3	6	101149609	101377897	-	0.7950849	0.9205279	1.0450537	0.53022236	0.8343362	-0.13157059	-0.2886751	-0.26127017	-1.2500825	-2.1983676	-2.2052648
Gm9871	6	101796225	101801610	+	-5.1542325	-4.810872	-2.6958334	-2.871068	-4.151917	-4.7336025	-5.302022	-4.17028	-2.861011	-2.6859136	-3.0949094
Cntn3	6	102163306	102464667	-	-5.6667266	-6.0603313	-6.6822586	-6.8574924	-6.9863386	-6.568024	-6.551481	-8.004702	-6.8474355	-6.6723385	-6.929331
Chl1	6	103510876	103733035	+	-9.569249	-9.225889	-7.2628536	-7.438088	-8.718936	-9.300622	-9.869041	-8.7373	-7.428031	-7.2529335	-7.6619287
Cntn6	6	104492790	104863406	+	-9.467088	-9.123728	-7.0086884	-7.1839232	-8.464772	-9.046458	-9.614877	-8.483135	-7.1738663	-6.998769	-7.4077644
Gm15631	6	105674755	105677581	-	-6.3421826	-5.998822	-3.8837833	-4.0590177	-5.339866	-5.9215527	-6.4899716	-5.3582296	-4.0489607	-3.8738635	-4.2828593
Cntn4	6	105677660	106699310	+	-7.699952	-9.5085945	-7.3935556	-7.56879	-8.849639	-9.431325	-9.999744	-8.868002	-7.558733	-7.3836355	-7.7926316
Il5ra	6	106711975	106745109	-	1.6077292	1.763699	1.4839977	1.2744117	2.0738509	-5.963162	-4.2096534	-3.8148773	-5.2425737	-5.0674763	-5.476472
Trnt1	6	106769120	106782474	+	5.812415	5.8732476	5.655199	5.350694	5.884637	4.3264933	4.065923	4.152681	3.755681	3.7056222	3.6611676
Crbn	6	106778249	106800074	-	2.3042054	2.252909	2.3350446	2.5624106	2.6613343	2.220992	2.1944666	2.3550634	2.0437734	1.8859198	2.0346787
Lrrn1	6	107529726	107570228	+	-3.314611	-4.0107784	-3.4807024	-3.4335446	-5.19982	-4.933509	-4.501928	-6.5401115	-6.382846	-6.055745	-5.4647408
Setmar	6	108065045	108077122	+	-0.81982553	-1.0467807	-1.806211	-0.5075144	-1.0746671	-1.0831679	-0.62812793	-1.4061882	0.028611444	-0.012019839	-0.08980965
Sumf1	6	108107028	108185582	-	2.4224157	2.4365718	2.583672	2.0350692	2.401154	2.3441699	2.3009963	2.4311535	2.2371294	2.314616	2.5806832
Itpr1	6	108213118	108551109	+	0.33678454	0.36824185	0.6311643	0.5533423	0.6986431	-0.9471733	-1.1952081	-0.71157646	-0.9210363	-1.0888268	-0.9605566
0610040F04Rik	6	108577039	108660934	-	-4.408971	-4.7436824	-4.950572	-5.1258063	-6.406655	-3.5289092	-4.386835	-6.577021	-5.267752	-5.092655	-5.501651
Gm17055	6	108656917	108659417	+	-4.6032796	-7.429844	-5.466808	-3.905077	-5.7708883	-7.352574	-5.1136384	-6.941254	-5.6319857	-5.456888	-5.865884
Bhlhe40	6	108660629	108666925	+	4.0891166	4.1143765	4.071469	4.7296143	4.025451	3.4276268	3.3146656	2.725002	3.6138406	4.1047287	4.354503
Arl8b	6	108783059	108823723	+	4.481776	4.4456573	4.480969	4.727561	4.1407433	4.490665	4.4312105	4.1958385	4.668567	4.580824	4.665205
Edem1	6	108828641	108859356	+	2.6747155	2.6908257	2.6594462	2.6453664	2.3198488	2.9220228	2.8884473	2.6008568	3.8387527	4.150101	4.1174464
Gm20387	6	110639753	110645916	-	-7.601177	-7.2578163	-5.1427774	-5.318012	-6.5988607	-7.1805468	-7.7489657	-6.617224	-5.3079553	-5.132858	-5.5418534
Grm7	6	110645581	111567230	+	-9.324158	-8.980797	-6.8657584	-7.040993	-8.321841	-8.903527	-9.471947	-8.340205	-7.0309362	-6.855839	-7.264834
Lmcd1	6	112273758	112330425	+	-7.557642	-7.214282	-5.099243	-5.2744775	-6.5553265	-7.1370125	-7.7054315	-6.5736895	-5.2644205	-5.0893235	-5.498319
5031434C07Rik	6	112285857	112288837	-	-8.299935	-7.9565744	-5.841536	-6.0167704	-7.297619	-7.8793054	-8.447723	-7.3159823	-6.0067134	-5.831616	-6.240612
D630042P16Rik	6	112359324	112388023	-	-8.113402	-7.7700415	-5.6550026	-5.8302364	-7.111086	-7.6927714	-8.26119	-7.1294484	-5.82018	-5.6450825	-6.054078
Cav3	6	112459501	112472871	+	-6.980995	-6.6376348	-4.5225954	-4.69783	-5.978679	-6.5603647	-7.128784	-5.9970417	-4.687773	-4.512676	-4.9216714
Oxtr	6	112473684	112489808	-	-7.2214675	-6.4630694	-6.5000334	-5.523265	-5.804114	-6.800837	-6.954219	-5.2375145	-5.513208	-6.4901133	-5.1621437
Rad18	6	112619850	112696686	-	2.2784355	2.2507505	2.1849916	2.5926716	2.2252564	2.2707052	2.1591542	2.430218	2.0740345	2.2162397	2.0893078
Srgap3	6	112717971	112947266	-	-1.5843669	-1.6003797	-1.9022958	-2.1726873	-1.3507252	-0.7769771	-0.8222815	-0.8491819	0.95913863	0.4234	0.51907915
Thumpd3	6	113046225	113068273	+	3.6864362	3.619652	3.6310184	3.8436956	3.2987854	3.125765	3.0976965	2.9394882	2.9577312	3.0817757	3.0552838
Gt(ROSA)26Sor	6	113067428	113077333	-	0.19370311	0.16688037	-0.21731347	-0.39254788	0.035554577	-0.06070453	-0.5015737	0.89320254	-0.32804316	-1.3228709	-1.0689015
Setd5	6	113077365	113153435	+	2.9486535	3.0173843	3.01485	3.3103032	3.1717901	3.3398068	3.1122441	3.5297387	3.4466145	3.4685888	3.4339716
Lhfpl4	6	113168090	113195384	-	-3.2517252	-3.6650934	-3.2381103	-3.775915	-3.3405566	-4.3583417	-4.6922956	-4.0751266	-4.9882503	-6.550119	-5.8071113
Mtmr14	6	113237843	113281387	+	3.6778562	3.7240865	3.7675555	3.959019	3.4882705	3.6658673	3.714636	3.5237453	3.0007846	3.105179	3.2183123
Gm16161	6	113275837	113276930	-	-4.9809947	-4.6376348	-2.5225956	-2.6978302	-3.978679	-4.5603647	-5.1287837	-3.9970422	-2.6877732	-2.5126758	-2.9216716
Cpne9	6	113282307	113305627	+	-6.80466	-5.4613	-5.083226	-6.8434234	-6.5393095	-6.705958	-6.952449	-8.294639	-6.9853697	-6.810272	-7.2192674
Brpf1	6	113307181	113324857	+	2.4279013	2.4294372	2.4713988	2.2385378	2.3605206	2.6801846	2.5478249	2.479894	2.886832	3.051723	3.0657902
Gm15492	6	113308666	113326747	-	-3.084902	-3.963934	-3.5858607	-2.609092	-5.041944	-2.4716268	-3.2326908	-4.908304	-3.7510383	-3.4239376	-2.8329332
Ogg1	6	113326972	113335068	+	0.3776215	0.4184192	0.028665904	0.47686803	-0.40805188	-0.21855654	0.026805563	-0.19580239	-0.21668188	-0.58590513	-0.08801022
Camk1	6	113334124	113343984	-	1.0462444	0.94928414	0.9704693	1.1547772	0.99835396	1.5841582	1.5788752	1.557636	1.728423	1.6490735	1.5679868
Tada3	6	113366025	113377883	-	3.143923	3.0228043	3.1319132	3.3764617	2.3159738	3.089383	3.094755	2.4900649	3.1453495	3.2950242	3.3327746
Arpc4	6	113378113	113390448	+	5.3662066	5.1107893	4.9048305	5.0259557	4.704789	5.227078	5.338626	4.974472	5.5190034	5.501649	5.518486
Ttll3	6	113389260	113414583	+	0.14694291	0.3783258	-0.10300258	-0.915667	-0.7615786	0.8613735	0.7392697	-0.66598576	-0.07553514	-0.11036079	0.07138838
Rpusd3	6	113415319	113419348	-	1.533177	1.4079571	1.8086487	1.7063457	0.4852032	1.3124493	1.3055538	0.3554187	0.8885836	0.8710359	1.1782472
Cidec	6	113424634	113435760	-	-5.507064	-7.1637034	-5.0486646	-5.375902	-6.6567507	-4.2790785	-5.332925	-3.0636792	-1.2138419	-0.8688197	-1.4477403
Jagn1	6	113442569	113448229	+	3.5700455	3.4242592	3.4310448	2.796379	2.8166997	3.5358803	3.6313195	2.5601768	3.6572926	3.2330718	3.7875504
Il17re	6	113458484	113470751	+	-3.1085145	-3.152177	-3.1526153	-3.9128125	-4.193661	-1.2517853	-1.3213984	-1.3293816	-0.020112578	-0.40573022	0.16712685
Il17rc	6	113471427	113483140	+	0.253155	0.1628624	0.33304286	-0.19449355	-0.6205401	0.68300384	0.7595431	0.13161491	1.1678652	0.58581907	1.1563593
Creld1	6	113483297	113493338	+	0.8939408	0.75353426	0.7569611	1.003023	0.13486794	0.84811634	1.088281	0.14438362	1.1809217	1.2067931	1.4312583
Prrt3	6	113494095	113501818	-	-4.638641	-5.6737924	-5.880681	-6.055916	-7.4887676	-5.333488	-6.48687	-5.355128	-2.3454192	-2.285799	-2.1098323
Tmem111	6	113514874	113531638	-	2.8554482	2.6482818	2.4742239	2.5819235	2.1140652	3.0133803	2.8430238	2.4809043	3.5288603	3.5487967	3.569137
Fancd2	6	113531682	113597017	+	1.9053242	1.8756089	2.149559	2.3017557	1.570032	1.4142908	1.2058522	1.1032995	0.91376257	1.0095164	1.0104514
4931417G12Rik	6	113596761	113600715	-	-1.3569728	-1.4286498	-1.7916583	-1.6043228	-1.4112402	-1.4668574	-1.6202391	-2.6140282	-1.5942657	-1.1296619	-0.7501616
6720456B07Rik	6	113604772	113616948	+	4.8313336	4.690971	4.6324387	4.1449513	4.2477403	4.5773916	4.6437006	3.6365755	4.2552853	4.061869	4.3646073
Vhl	6	113623959	113631633	+	1.6502366	1.3857656	1.5267997	1.8194882	1.2592572	1.4983683	1.4531065	0.90968794	2.361622	2.5645537	2.9025967
Irak2	6	113638467	113695009	+	0.78237236	0.69634014	1.2987674	1.5541672	1.0773455	0.757027	0.5847589	0.12093788	2.8072445	2.9169822	3.1834846
Tatdn2	6	113697050	113711069	+	4.131537	4.2203126	4.3237267	4.115087	4.7086015	4.627564	4.529603	4.815875	5.3660626	5.3657393	5.3295474
Ghrl	6	113716119	113719880	-	-5.8427453	-5.499385	-3.3843458	-3.5595803	-4.840429	-5.422115	-5.9905343	-4.8587923	-3.5495234	-3.3744261	-3.7834215
Sec13	6	113728067	113740743	-	5.1608725	4.8522973	4.804972	4.7986956	4.753666	4.7758784	4.8980184	4.630358	4.4582944	4.59337	4.4214745
Atp2b2	6	113745669	114042613	-	-7.2369943	-6.241557	-7.7379527	-7.9131875	-9.1940365	-9.623719	-8.607176	-9.060396	-4.5812025	-4.406105	-4.525594
Gm15082	6	113937739	113940206	+	-7.737724	-7.394363	-5.2793245	-5.4545593	-6.7354074	-7.317094	-7.8855133	-6.753771	-5.4445024	-5.2694044	-5.6784005
Gm15083	6	114004789	114052108	+	-7.095707	-6.7523465	-4.6373076	-4.812542	-6.093391	-6.6750765	-7.243496	-6.1117535	-4.802485	-4.6273875	-5.036383
Slc6a11	6	114131241	114249886	+	-8.790481	-8.44712	-6.3320813	-6.5073156	-7.788164	-8.36985	-8.93827	-7.8065276	-6.497259	-6.322161	-6.731157
Slc6a1	6	114282635	114317522	+	-7.131555	-8.373157	-6.410121	-6.5853553	-7.8662043	-8.44789	-9.01631	-7.8845673	-6.5752983	-6.400201	-6.809197
Hrh1	6	114397936	114483296	+	0.8948856	0.6805966	1.0206437	0.6642396	-0.14430445	-0.29819375	-0.26182535	-1.5559009	-1.3879877	-1.5454657	-1.0654927
Atg7	6	114643097	114860595	+	1.0810695	1.0314373	1.0934829	1.0405041	0.5772786	1.4908524	1.4946365	0.6577688	2.167425	2.156396	2.4460192
Vgll4	6	114860628	114969994	-	0.8297966	0.6869286	0.9048673	1.0968417	0.25912303	1.6549062	1.6434252	1.1420754	2.6645882	2.574447	2.6640537
1500001M20Rik	6	115004381	115037876	-	2.0239213	1.8759432	1.919821	1.879878	1.5710874	1.71124	1.7862667	1.171765	0.9371215	1.0906321	1.3937399
Syn2	6	115134902	115282626	+	-9.112096	-7.7687354	-6.8057003	-6.9809346	-8.261783	-8.691466	-9.411888	-8.280147	-6.9708776	-6.6437774	-4.730845
Gm17482	6	115227343	115259294	+	-2.3860483	-2.042688	0.07235082	-0.10288363	-1.3837322	-1.9654182	-2.5338373	-1.4020957	-0.09282665	0.08227072	-0.326725
Timp4	6	115245616	115251849	-	-7.268692	-6.925331	-4.8102922	-4.9855266	-6.2663755	-6.8480616	-7.4164805	-6.2847385	-4.9754696	-4.8003726	-5.209368
Pparg	6	115361221	115490401	+	-2.5158165	-2.800487	-5.14488	-4.3201146	-1.3530354	0.1923905	0.2768379	0.82361716	3.6058218	3.5827165	3.782474
Tsen2	6	115544664	115578350	+	0.69451153	0.74254465	0.9515596	0.763269	0.4592839	0.27165937	0.117009535	-0.28387982	0.17187527	0.097800836	0.17592046
2510049J12Rik	6	115583544	115592576	-	-7.960831	-7.7694736	-5.6544347	-5.82967	-7.110518	-7.692204	-8.260623	-7.128882	-5.819612	-5.6445155	-6.0535107
Mkrn2	6	115601938	115618670	+	3.077281	3.0478027	3.3735201	3.3596673	2.5815022	2.9391804	2.9248133	2.4487607	3.4035993	3.3517313	3.521749
Raf1	6	115618067	115676635	-	2.267134	2.338977	2.2901692	2.1534088	2.0351543	2.8901083	2.8191192	2.4534311	3.4137888	3.4125636	3.4222078
D830050J10Rik	6	115675995	115677136	+	-5.221467	-3.8781066	-4.500034	-4.523265	-5.9561167	-3.8008373	-2.047328	-5.9744797	-4.665211	-4.4901137	-3.162144
