Probe	Chromosome	Start	End	Probe Strand	No value	Feature	ID	Description	Feature Strand	Type	Orientation	Distance	ES_E14	ES_J1	TS_EGFP	TS_Rs26
Herc1	9	66350450	66508775	+	NaN	null					Not found	0	3.2959456	3.0993464	2.2443511	2.7354965
Fbxl22	9	66508459	66514593	-	NaN	null					Not found	0	0.007056373	0.009529351	0.12445122	0.020696118
Usp3	9	66514637	66593142	-	NaN	null					Not found	0	0.80283755	0.93635476	7.73762	6.213784
Gm15563	9	66572001	66582059	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Car12	9	66713686	66766845	+	NaN	null					Not found	0	0.17128688	0.33045158	2.366401	1.9646606
Aph1b	9	66775202	66795490	-	NaN	null					Not found	0	0.016134122	0.029051322	0.33514005	0.4732087
Gm10647	9	66797039	66799074	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
BC050972	9	66798678	66804359	-	NaN	null					Not found	0	0.0	0.03564448	0.0	0.0
Aph1c	9	66814994	66834726	-	NaN	null					Not found	0	0.0	0.021612676	0.081540845	0.17210978
Gm17098	9	66834699	66835534	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Rab8b	9	66843672	66919705	-	NaN	null					Not found	0	2.2304788	2.751276	3.8133726	3.3138876
Rps27l	9	66946086	66949516	+	NaN	null					Not found	0	15.823009	23.4822	32.967777	28.743256
Lactb	9	66955393	66975484	-	NaN	null					Not found	0	2.4198565	2.843275	2.154009	3.5687304
Tpm1	9	67022590	67049406	-	NaN	null					Not found	0	22.821463	19.226034	71.940735	99.566826
Tln2	9	67217087	67559703	-	NaN	null					Not found	0	2.1793532	2.4295428	0.42305723	0.5510322
M5C1000I18Rik	9	67758713	67760208	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
C2cd4b	9	67759437	67760929	+	NaN	null					Not found	0	0.020940293	0.0	0.0	0.0
C2cd4a	9	67830532	67832330	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Vps13c	9	67840396	67995634	+	NaN	null					Not found	0	2.4988458	2.4829445	1.7084583	3.2864046
Rora	9	68653786	69388246	+	NaN	null					Not found	0	0.12958276	0.15778361	0.12738374	0.33644846
Gm15511	9	69348889	69364247	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Narg2	9	69397906	69433122	+	NaN	null					Not found	0	1.3208624	1.6771337	1.266069	1.7054232
Gm4978	9	69450232	69451035	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Anxa2	9	69453620	69491795	+	NaN	null					Not found	0	2.113583	2.2814379	29.00754	34.389572
Gm16144	9	69477029	69479598	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Foxb1	9	69757710	69760940	-	NaN	null					Not found	0	0.009305237	0.0	0.0	0.0
Bnip2	9	69989466	70008317	+	NaN	null					Not found	0	6.6624312	7.662398	7.8335586	6.658923
Gtf2a2	9	70012550	70022866	+	NaN	null					Not found	0	5.1183724	4.7532673	7.0829463	5.242134
Gcnt3	9	70031496	70038088	-	NaN	null					Not found	0	0.0839267	0.061029054	0.2580846	0.16094707
Fam81a	9	70089310	70142560	-	NaN	null					Not found	0	1.7055221	1.3235812	0.25406772	0.14712478
Myo1e	9	70207350	70400067	+	NaN	null					Not found	0	5.307373	5.4760423	9.456211	17.205355
Ccnb2	9	70407689	70421554	-	NaN	null					Not found	0	22.84772	30.952272	50.4228	37.76011
Rnf111	9	70425429	70503725	-	NaN	null					Not found	0	6.138339	5.5838513	8.731286	7.0484076
Sltm	9	70542920	70592237	+	NaN	null					Not found	0	46.988842	39.318386	27.427294	22.76099
Fam63b	9	70599014	70657174	-	NaN	null					Not found	0	0.14431465	0.10672613	0.1131216	0.3628031
Gm10642	9	70656251	70657860	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Adam10	9	70678997	70780229	+	NaN	null					Not found	0	3.3232024	3.0224314	9.303233	9.970627
Lipc	9	70798129	70934808	-	NaN	null					Not found	0	0.07234712	0.039080765	0.0	0.0
CT025701.2	9	70852576	70853418	+	NaN	null					Not found	0	0.0	0.0	0.07745599	0.0
Aqp9	9	71110659	71168682	-	NaN	null					Not found	0	0.0	0.009050927	0.06304166	0.0
Aldh1a2	9	71215789	71296243	+	NaN	null					Not found	0	0.49058	0.61282057	0.07210182	0.053957082
Polr2m	9	71478437	71485935	-	NaN	null					Not found	0	59.863632	67.1375	81.86169	60.105103
Gcom1	9	71479325	71592265	-	NaN	null					Not found	0	15.363453	16.598186	27.446012	17.410818
Myzap	9	71504347	71592360	-	NaN	null					Not found	0	0.28087115	0.21959785	1.0139037	0.7298457
Cgnl1	9	71626509	71771602	-	NaN	null					Not found	0	10.970091	7.902115	24.331778	17.987436
Tcf12	9	71844252	72111819	-	NaN	null					Not found	0	2.7784524	3.4733646	5.964951	4.749324
Gm7866	9	72174579	72174959	-	NaN	null					Not found	0	0.07287881	0.0	0.0	0.0
Zfp280d	9	72274899	72363770	+	NaN	null					Not found	0	13.093715	11.619217	5.8181796	8.564193
Mns1	9	72438529	72458574	+	NaN	null					Not found	0	13.844955	21.044582	2.785455	2.3236122
Tex9	9	72458055	72491959	-	NaN	null					Not found	0	6.1489663	5.906564	3.176288	2.659933
Rfx7	9	72532240	72622937	+	NaN	null					Not found	0	10.700133	9.78984	3.4609017	4.4541855
Nedd4	9	72662557	72749842	+	NaN	null					Not found	0	213.34897	188.49883	97.856514	117.036095
Prtg	9	72807274	72917291	+	NaN	null					Not found	0	2.637658	3.1419787	0.0149280755	0.05120207
Pygo1	9	72925645	72952181	+	NaN	null					Not found	0	0.073661365	0.15158361	0.012372803	0.04629567
Dyx1c1	9	72958785	72973064	+	NaN	null					Not found	0	0.8154308	0.8353983	0.1818353	0.0
Gm20510	9	72958852	73016319	+	NaN	null					Not found	0	5.1694574	4.85087	0.9757812	2.4991047
Gm5918	9	72979724	72985376	-	NaN	null					Not found	0	2.6239457	2.7502055	2.1642342	3.388515
Ccpg1	9	72985429	73016340	+	NaN	null					Not found	0	4.4205356	4.216966	0.83008045	2.277686
Pigb	9	73008481	73015657	-	NaN	null					Not found	0	2.0248663	2.145733	1.606185	1.10821
Pigb	9	73015696	73039699	-	NaN	null					Not found	0	1.5320501	1.7098948	1.9800019	1.6711193
Rab27a	9	73044865	73097592	+	NaN	null					Not found	0	3.0467806	2.953393	1.7362292	2.76855
2410004A20Rik	9	73101836	73104443	+	NaN	null					Not found	0	2.5942729	2.3538885	0.0	0.0
Gm20509	9	73103729	73117920	+	NaN	null					Not found	0	93.991066	75.964935	77.274666	62.289433
Rsl24d1	9	73113426	73123333	+	NaN	null					Not found	0	54.206802	49.407326	50.51262	38.84499
Gm5745	9	73175427	73175741	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Unc13c	9	73480870	73933567	-	NaN	null					Not found	0	0.008372328	0.0	0.0	0.0
Wdr72	9	74110356	74283308	+	NaN	null					Not found	0	0.0	0.0	2.5615027	2.4326334
Gm16551	9	74847983	74860134	+	NaN	null					Not found	0	0.01785648	0.108515106	0.0	0.0
Gm20649	9	74848463	74891475	+	NaN	null					Not found	0	0.07096305	0.06845198	0.059597846	0.05946639
Onecut1	9	74861921	74891475	+	NaN	null					Not found	0	0.102110736	0.12804674	0.077181324	0.08556788
BC031353	9	74953053	75032468	+	NaN	null					Not found	0	0.3992134	0.34006146	2.592463	1.7833406
Arpp19	9	75037614	75060313	+	NaN	null					Not found	0	10.077168	11.763039	16.017593	9.767121
Myo5a	9	75071015	75223688	+	NaN	null					Not found	0	5.6366487	6.4746923	5.2931485	5.1301813
Myo5c	9	75232014	75305451	+	NaN	null					Not found	0	0.8330461	1.2753662	0.1115249	0.35077047
Gnb5	9	75311395	75344964	+	NaN	null					Not found	0	0.560946	0.47345954	0.6320683	0.37703344
Bcl2l10	9	75347758	75351632	+	NaN	null					Not found	0	0.045519385	0.0	0.0	0.0
Mapk6	9	75369062	75410005	-	NaN	null					Not found	0	14.047727	15.560966	13.15201	12.645956
Leo1	9	75441524	75466432	+	NaN	null					Not found	0	38.87609	37.959877	27.56884	21.065714
Tmod3	9	75497796	75559657	-	NaN	null					Not found	0	10.825803	9.285417	16.515467	16.467657
Tmod2	9	75565621	75611325	-	NaN	null					Not found	0	0.57986736	0.73617464	0.09425763	0.13715585
Lysmd2	9	75625732	75637773	+	NaN	null					Not found	0	2.4295974	3.3123226	2.6934354	1.6627175
Scg3	9	75643264	75683996	-	NaN	null					Not found	0	0.08642409	0.30011734	0.0	0.0
Bmp5	9	75775364	75900310	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Hmgcll1	9	76014855	76136350	+	NaN	null					Not found	0	0.27268326	0.4142789	0.005009621	0.012496428
Gfral	9	76164102	76213657	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Hcrtr2	9	76225903	76323578	-	NaN	null					Not found	0	0.022483261	0.05060458	0.0	0.0
Fam83b	9	76490705	76545804	-	NaN	null					Not found	0	0.5312531	0.65764976	0.520531	1.2595034
Tinag	9	76951698	77045781	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
2310046A06Rik	9	77102084	77347870	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Lrrc1	9	77430823	77544059	-	NaN	null					Not found	0	2.3517525	2.8215504	2.658337	2.8123324
Klhl31	9	77636732	77660118	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gclc	9	77754535	77794485	+	NaN	null					Not found	0	7.949602	10.341252	6.1899962	3.5687652
Elovl5	9	77917364	77984519	+	NaN	null					Not found	0	9.350215	12.829381	25.945744	29.493393
Gcm1	9	78051958	78065624	+	NaN	null					Not found	0	0.7781264	0.20279151	0.03210197	0.060058426
Fbxo9	9	78081499	78109065	-	NaN	null					Not found	0	2.4787018	2.537731	1.9674897	1.889663
Ick	9	78109192	78172107	+	NaN	null					Not found	0	0.6409212	0.8199839	0.5156093	0.43108228
Gsta4	9	78191966	78209348	+	NaN	null					Not found	0	157.02618	132.32051	0.51171947	1.3190261
Gsta1	9	78230656	78242684	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm10639	9	78289923	78305525	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Omt2a	9	78311972	78314797	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm8074	9	78321299	78322357	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Omt2b	9	78328030	78329620	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gsta2	9	78331018	78355788	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Dppa5a	9	78367052	78368177	-	NaN	null					Not found	0	146.0562	123.882706	0.0	0.592046
Ooep	9	78376109	78378725	-	NaN	null					Not found	0	8.81837	7.1207604	0.0	0.0
4930542C12Rik	9	78394956	78396158	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ddx43	9	78395777	78423587	+	NaN	null					Not found	0	4.554414	3.737906	0.3846127	0.33210376
E330016A19Rik	9	78430526	78443237	-	NaN	null					Not found	0	0.2624591	0.48167565	0.055388734	0.029607087
Gm17324	9	78447865	78448786	-	NaN	null					Not found	0	0.0	0.0	0.0708193	0.0
Mto1	9	78448208	78475348	+	NaN	null					Not found	0	3.9696076	4.0826654	2.7459934	1.8672309
Eef1a1	9	78478449	78489151	-	NaN	null					Not found	0	1105.5719	1379.815	1635.79	1219.0403
Slc17a5	9	78536488	78588041	-	NaN	null					Not found	0	0.57089126	0.5139773	1.400855	2.2325413
Cd109	9	78615546	78716253	+	NaN	null					Not found	0	0.37022436	0.41845587	0.07097326	0.24195711
4921509A06Rik	9	78629374	78630128	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm8116	9	78820423	78821892	-	NaN	null					Not found	0	0.5855589	0.28059724	0.4219771	0.33240497
Col12a1	9	79598991	79718831	-	NaN	null					Not found	0	0.09295708	0.12553483	0.0	0.0026729428
4930562D21Rik	9	79688776	79690907	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Cox7a2	9	79755241	79759853	-	NaN	null					Not found	0	7.2915535	10.493471	21.173376	16.039423
Tmem30a	9	79768943	79793507	-	NaN	null					Not found	0	6.772037	6.309439	12.368656	13.537144
4930429F24Rik	9	79793641	79803235	+	NaN	null					Not found	0	0.036535297	0.024669733	0.0	0.026789218
Filip1	9	79815051	79977804	-	NaN	null					Not found	0	0.011361222	0.061371513	0.0	0.0
Gm3211	9	79913200	79913631	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Senp6	9	80066903	80144953	+	NaN	null					Not found	0	13.867583	14.48932	14.974388	14.753315
Gm17477	9	80118895	80121937	-	NaN	null					Not found	0	0.07530716	0.0581139	0.12649244	0.063106716
Myo6	9	80165031	80311729	+	NaN	null					Not found	0	0.6110422	0.6970036	0.6138228	1.5790213
Impg1	9	80313330	80465438	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Htr1b	9	81631343	81632615	-	NaN	null					Not found	0	0.17449695	0.029456398	0.12823135	0.031987127
Mei4	9	81863670	82206007	+	NaN	null					Not found	0	0.55703187	0.44971427	0.12814188	0.097670235
Irak1bp1	9	82829806	82847688	+	NaN	null					Not found	0	1.6134976	2.5949483	1.3969698	0.5592762
Phip	9	82866159	82975489	-	NaN	null					Not found	0	13.535325	11.218992	5.10301	12.00069
Hmgn3	9	83109948	83146685	-	NaN	null					Not found	0	0.72278076	1.321784	1.646549	0.7507954
Lca5	9	83390293	83441127	-	NaN	null					Not found	0	1.1182455	1.2901641	1.9256294	2.1047397
Rps27a-ps2	9	83409660	83410130	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Sh3bgrl2	9	83548338	83600292	+	NaN	null					Not found	0	4.8617725	5.2589307	32.442547	26.588127
Elovl4	9	83778693	83806305	-	NaN	null					Not found	0	1.2732904	2.9231977	0.20317927	0.16005088
Ttk	9	83834689	83872390	+	NaN	null					Not found	0	25.089584	26.522343	15.109679	14.526692
Gm5919	9	83882214	83886050	+	NaN	null					Not found	0	0.05065619	0.117272854	0.0	0.021224715
Bckdhb	9	83925150	84124239	+	NaN	null					Not found	0	11.959353	13.807006	10.668168	7.9668803
AC116421.1	9	84423958	84424826	+	NaN	null					Not found	0	0.19171572	0.12945221	0.11270782	0.093716025
Gm11114	9	85312773	85312860	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Fam46a	9	85320439	85327124	-	NaN	null					Not found	0	0.20778242	0.4243248	0.8044241	1.2485663
Ibtk	9	85687361	85749334	-	NaN	null					Not found	0	13.345181	13.6277895	10.304629	10.033935
Gm5619	9	85781863	85782663	-	NaN	null					Not found	0	0.0346652	0.0	0.040758677	0.0
9330154J02Rik	9	85820241	85843285	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Tpbg	9	85842380	85847055	+	NaN	null					Not found	0	0.31332797	0.292166	0.82452554	1.2143679
Ube2cbp	9	86307234	86464950	-	NaN	null					Not found	0	0.9500314	1.0691496	0.67698705	0.29552853
Dopey1	9	86485407	86555806	+	NaN	null					Not found	0	1.1003534	1.1963427	1.0269792	1.194284
Gm17530	9	86546682	86546795	-	NaN	null					Not found	0	0.0	0.0	0.28638333	0.0
Pgm3	9	86552476	86571842	-	NaN	null					Not found	0	4.0662465	4.116432	4.560133	3.9102204
Rwdd2a	9	86572053	86574896	+	NaN	null					Not found	0	0.8657337	1.3117169	0.8937774	1.021861
Me1	9	86581363	86695914	-	NaN	null					Not found	0	4.160335	5.4917235	3.7188509	4.363262
A330041J22Rik	9	86695542	86699834	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Prss35	9	86743633	86758272	+	NaN	null					Not found	0	0.6883626	0.74368507	0.0	0.0
Snap91	9	86765936	86880654	-	NaN	null					Not found	0	0.09673387	0.11359586	0.009890245	0.111019835
Ripply2	9	87015537	87019916	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Cyb5r4	9	87022014	87077774	+	NaN	null					Not found	0	3.1410809	3.9691315	2.93713	2.5812461
Mrap2	9	87144306	87184045	+	NaN	null					Not found	0	0.024605075	0.09968453	0.0	0.018041477
4922501C03Rik	9	87189573	87255536	-	NaN	null					Not found	0	2.5761158	2.954437	1.4770132	3.0569744
Tbx18	9	87702800	87731260	-	NaN	null					Not found	0	0.0	0.048084628	1.2559493	1.6796079
Nt5e	9	88327609	88372089	+	NaN	null					Not found	0	0.61273164	0.5865608	0.21886727	0.5345871
Snx14	9	88376747	88438958	-	NaN	null					Not found	0	3.5719292	3.2854662	4.4230237	4.9288363
Gm20537	9	88407432	88456616	-	NaN	null					Not found	0	23.226168	25.122541	19.640392	14.366879
Syncrip	9	88449729	88482574	-	NaN	null					Not found	0	46.1298	42.719234	29.573538	24.472792
Zfp949	9	88548020	88571086	+	NaN	null					Not found	0	1.8130696	1.4962924	0.47372723	0.718871
Trim43c	9	88581036	88588819	+	NaN	null					Not found	0	0.15123545	0.3676274	0.0	0.0
Gm2382	9	88688605	88719798	-	NaN	null					Not found	0	1.1702495	1.7240458	1.1257827	1.0920968
Bcl2a1d	9	88723288	88731850	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm10634	9	88793462	88806247	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Trim43a	9	88839164	88848190	+	NaN	null					Not found	0	0.11162543	0.07537285	0.0	0.0
Bcl2a1a	9	88956920	88962416	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Trim43b	9	89084624	89092835	-	NaN	null					Not found	0	0.2823329	0.24866043	0.014433113	0.0
4930579C12Rik	9	89152005	89177813	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Bcl2a1b	9	89199209	89207827	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Mthfs	9	89199379	89240226	+	NaN	null					Not found	0	0.44361737	0.4523723	0.255476	0.19915037
AF529169	9	89590038	89622986	-	NaN	null					Not found	0	0.06547235	0.07957603	0.0	0.0
Tmed3	9	89699203	89705043	-	NaN	null					Not found	0	0.817905	1.2744787	1.5288198	3.5368245
Ankrd34c	9	89728249	89738475	-	NaN	null					Not found	0	0.0	0.0	0.013190991	0.0
Rasgrf1	9	89909775	90026976	+	NaN	null					Not found	0	0.0	0.0	0.0	0.008616083
Ctsh	9	90054152	90076089	+	NaN	null					Not found	0	0.024131078	0.14121492	0.46342334	0.15334731
Morf4l1	9	90091671	90114820	-	NaN	null					Not found	0	199.3577	179.9374	144.731	140.57619
AC140392.1	9	90118889	90120741	+	NaN	null					Not found	0	0.0	0.0	0.03523767	0.0
Adamts7	9	90162978	90208071	+	NaN	null					Not found	0	0.2744877	0.20005205	5.486535	3.4183261
Tbc1d2b	9	90202047	90270804	-	NaN	null					Not found	0	0.7842128	0.77720475	1.8998946	2.3093457
Gm5620	9	91097148	91098500	+	NaN	null					Not found	0	0.38992587	0.7760117	1.4477916	0.33105373
Zic1	9	91358058	91365810	-	NaN	null					Not found	0	0.039018907	0.039520107	0.24085781	0.41484937
Zic4	9	91362413	91389348	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
AC111125.1	9	92192936	92209698	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Plscr1	9	92250057	92271975	+	NaN	null					Not found	0	2.3467236	2.7480798	2.450507	2.1900027
Plscr2	9	92275602	92297752	+	NaN	null					Not found	0	0.034926824	0.0117918225	0.0	0.0
1700057G04Rik	9	92309377	92357876	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Plscr4	9	92457378	92493510	+	NaN	null					Not found	0	0.00598552	0.032332826	0.0	0.0
Plod2	9	92542223	92608428	+	NaN	null					Not found	0	8.265597	8.928094	12.913772	14.596311
1190002N15Rik	9	94517864	94538081	-	NaN	null					Not found	0	5.96811	5.9047475	1.4050909	0.83500975
Slc9a9	9	94669909	95230445	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm16262	9	94695704	94702319	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Chst2	9	95400929	95407270	-	NaN	null					Not found	0	0.120164186	0.1682872	1.7373036	0.53518325
2610101N10Rik	9	95456894	95511996	-	NaN	null					Not found	0	41.15133	42.12223	42.206524	42.14606
Paqr9	9	95559817	95562121	+	NaN	null					Not found	0	0.12046345	0.22775353	0.3257688	0.14132619
Gm16126	9	95618911	95648471	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm16127	9	95636972	95638265	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Pcolce2	9	95637601	95698096	+	NaN	null					Not found	0	2.935779	2.343118	1.1788467	0.25532296
Trpc1	9	95706627	95750358	-	NaN	null					Not found	0	0.2763785	0.2239429	0.07582412	0.027020315
Pls1	9	95752642	95845311	-	NaN	null					Not found	0	1.9915025	3.2099824	0.15946178	0.07327436
1700065D16Rik	9	95855552	95858320	-	NaN	null					Not found	0	0.070194215	0.013542071	0.0	0.0
Atr	9	95857597	95951644	+	NaN	null					Not found	0	4.4329247	5.1458726	1.6457288	3.0158937
Xrn1	9	95954760	96053027	+	NaN	null					Not found	0	5.3927937	6.07578	4.203414	6.886568
Gk5	9	96119362	96184627	+	NaN	null					Not found	0	3.7724426	2.4730747	1.345742	1.6986086
Tfdp2	9	96196275	96323646	+	NaN	null					Not found	0	11.852188	9.370769	2.334144	3.0948849
Atp1b3	9	96332680	96364299	-	NaN	null					Not found	0	22.307741	24.581108	40.013996	28.49927
BC043934	9	96435784	96437434	-	NaN	null					Not found	0	0.0	0.022712292	0.0	0.0
Rnf7	9	96470941	96478675	-	NaN	null					Not found	0	12.436351	12.7731085	20.392485	10.795003
Rasa2	9	96539300	96631617	-	NaN	null					Not found	0	1.3000562	1.3842815	2.4361763	2.7543595
Zbtb38	9	96682763	96752831	-	NaN	null					Not found	0	1.6930993	1.8935302	1.0676124	1.8906847
E030011O05Rik	9	96747281	96752727	-	NaN	null					Not found	0	0.20064966	0.16675039	0.16332924	0.40742248
Acpl2	9	96823344	96892669	-	NaN	null					Not found	0	0.08181521	0.06799274	1.6057459	1.1998072
Gm10123	9	96895617	96896352	+	NaN	null					Not found	0	0.86771333	1.7322444	1.3751069	0.8852089
Spsb4	9	96943482	97018843	-	NaN	null					Not found	0	0.09288634	0.1923403	0.2985182	0.21794616
Gm16010	9	97015966	97022043	+	NaN	null					Not found	0	0.0	0.0	0.006916886	0.0
Slc25a36	9	97075597	97111157	-	NaN	null					Not found	0	9.51165	7.7854137	3.9584618	4.2660923
Gm16185	9	97085326	97088610	+	NaN	null					Not found	0	0.15584747	0.04677018	0.0	0.012697103
Rpl7a-ps10	9	97179179	97179979	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Trim42	9	97349562	97369958	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm15891	9	97349616	97369945	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Clstn2	9	97444395	98033181	-	NaN	null					Not found	0	0.039032616	0.039533995	0.0917876	0.014310177
4921534H16Rik	9	98003420	98012175	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
2610303G11Rik	9	98186527	98187152	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Nmnat3	9	98287435	98420527	+	NaN	null					Not found	0	0.010925369	0.0	0.0064229197	0.1602188
Rbp1	9	98422961	98446551	+	NaN	null					Not found	0	2.4829545	0.8846559	4.8201327	2.2931895
Rbp2	9	98490537	98509771	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
4930579K19Rik	9	98562960	98563611	-	NaN	null					Not found	0	0.042587157	0.0	0.0	0.0
Copb2	9	98563731	98588375	+	NaN	null					Not found	0	34.747314	47.836742	53.418633	52.32129
Mrps22	9	98588733	98601679	-	NaN	null					Not found	0	23.074163	26.554638	23.604315	23.364262
Prr23a	9	98842587	98843645	+	NaN	null					Not found	0	0.052439712	0.0	0.0	0.0
Gm6406	9	98856591	98857352	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
2410012M07Rik	9	98864767	98866580	+	NaN	null					Not found	0	1.0867943	0.76484334	0.14398104	0.38160604
7420426K07Rik	9	98903119	98904622	+	NaN	null					Not found	0	0.018461986	0.0	0.0	0.0
Foxl2	9	98955607	98958126	+	NaN	null					Not found	0	0.04407433	0.0	0.1036435	0.0
Faim	9	98986373	99002018	+	NaN	null					Not found	0	20.417545	20.758442	11.379536	14.230992
Gm1123	9	99006965	99035690	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Pik3cb	9	99038402	99140621	-	NaN	null					Not found	0	4.4773684	4.2559705	7.92059	8.121488
AC159899.1	9	99229376	99237239	-	NaN	null					Not found	0	0.10611526	0.0	0.0	0.0
Cep70	9	99243442	99300401	+	NaN	null					Not found	0	10.005872	7.0443797	3.210838	6.0539722
Esyt3	9	99309967	99358530	-	NaN	null					Not found	0	0.5008045	0.57612145	0.47979254	0.9066936
Mras	9	99385422	99436881	-	NaN	null					Not found	0	0.87586635	1.4680424	0.5258691	1.4393061
1600029I14Rik	9	99456243	99474751	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Armc8	9	99478391	99568899	-	NaN	null					Not found	0	6.413729	6.084917	6.687559	5.0679555
Dbr1	9	99575799	99584463	+	NaN	null					Not found	0	17.997437	18.611248	15.884106	12.465186
A4gnt	9	99612502	99622367	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Dzip1l	9	99629496	99669256	+	NaN	null					Not found	0	0.87088215	1.5466412	7.5324664	5.7558546
Cldn18	9	99689461	99717267	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm16004	9	99708399	99756043	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Sox14	9	99874116	99876170	-	NaN	null					Not found	0	0.013511837	0.036494397	0.0	0.0
Il20rb	9	100457719	100486788	-	NaN	null					Not found	0	0.19805156	0.18722251	0.17853	0.048406575
Nck1	9	100492293	100546053	-	NaN	null					Not found	0	4.0368032	4.34135	6.304483	6.3067718
Tmem22	9	100552193	100571085	-	NaN	null					Not found	0	0.035147883	0.09493163	0.020663101	0.07731571
Stag1	9	100597798	100958545	+	NaN	null					Not found	0	6.488663	8.6056185	16.13622	16.409218
Pccb	9	100982032	101034898	-	NaN	null					Not found	0	4.439085	3.6537204	9.295936	6.2453394
Msl2	9	101074727	101104784	+	NaN	null					Not found	0	9.07457	7.4262533	10.955739	8.421028
Ppp2r3a	9	101104992	101251832	-	NaN	null					Not found	0	1.1849394	1.2078043	1.1314439	1.4886621
Gm5161	9	101448497	101449342	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ephb1	9	101922128	102354693	-	NaN	null					Not found	0	0.03852342	0.005780483	0.0	0.0
9630041A04Rik	9	101938481	101943219	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ky	9	102506138	102546238	+	NaN	null					Not found	0	0.005096701	0.0	0.01797781	0.052319616
Cep63	9	102586578	102626534	-	NaN	null					Not found	0	2.4263363	2.3706787	1.647723	1.5304015
Anapc13	9	102626296	102634241	+	NaN	null					Not found	0	24.681623	31.942738	26.924276	36.19521
Amotl2	9	102716672	102733418	+	NaN	null					Not found	0	4.9008074	4.6924663	16.196665	13.583996
RP24-221A14.2	9	102739648	102756685	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ryk	9	102834917	102908305	+	NaN	null					Not found	0	6.156418	8.399007	24.224878	19.95824
Slco2a1	9	103008489	103087849	+	NaN	null					Not found	0	0.013769813	0.25104037	2.2747345	5.7954516
Rab6b	9	103112074	103185270	+	NaN	null					Not found	0	0.30500105	0.3802078	1.7930719	4.558807
Srprb	9	103188033	103202137	-	NaN	null					Not found	0	1.6275522	2.5613143	5.902976	5.427998
Gm20425	9	103190208	103230307	-	NaN	null					Not found	0	1.7239641	2.7120411	4.6577964	4.7873783
Trf	9	103204001	103230444	-	NaN	null					Not found	0	0.13422032	0.5097915	0.06904347	0.049207993
