chr	start	end	ID_class	score	strand	class	Tet1KO_MethylC	Tet1KO_TAB	Tet2KO_MethylC	Tet2KO_TAB	WT_MethylC	WT_TAB
chr9	3439249	3440195	ESCTE2902_noclass	0	-	ESC_noclass	1.0810812	0.40322578	2.4533873	0.47281325	1.8035886	0
chr9	3562798	3563642	ESCTE2905_REDE	0	+	ESC_REDE	0.95238096	0.50505054	4.9097714	1.0215181	3.2903855	4.470445
chr9	3876630	3877013	ESCTE2907_noclass	0	-	ESC_noclass	79.60187	10.705643	80.40932	1.9462388	69.23725	15.909207
chr9	4020150	4020532	ESCTE2910_REDE	0	+	ESC_REDE	20.233126	6.8605013	55.69625	3.4048843	51.21645	13.802128
chr9	4110332	4110729	ESCTE2913_noclass	0	-	ESC_noclass	60.96887	6.4731026	65.1879	0.7895528	62.964012	8.480378
chr9	4283946	4284336	ESCTE2915_REDE	0	+	ESC_REDE	0	0	2.1940627	0.46094942	0	0
chr9	5557686	5558054	ESCTE2927_noclass	0	+	ESC_noclass	37.750835	1.7692308	53.835102	3.9698634	68.85345	9.323021
chr9	6832775	6833180	ESCTE2938_noclass	0	-	ESC_noclass	56.827446	10.897435	62.144077	1.3105736	72.675804	7.4011145
chr9	7397317	7397726	ESCTE2948_noclass	0	-	ESC_noclass	72.24304	7.1310935	59.436474	1.361679	80.66413	3.889728
chr9	8197770	8198584	ESCTE2950_noclass	0	+	ESC_noclass	11.165126	2.2303357	31.891592	2.2938788	9.678393	5.1306806
chr9	9394252	9394658	ESCTE2957_REDE	0	+	ESC_REDE	44.288105	4.147807	44.32703	1.1184211	59.34503	13.991228
chr9	9448982	9449383	ESCTE2958_noclass	0	+	ESC_noclass	76.022545	1.7371293	79.1353	0.6998556	87.53997	5.727856
chr9	9453474	9453873	ESCTE2959_noclass	0	+	ESC_noclass	69.86471	3.1085043	79.85833	0.9366342	84.74138	7.324482
chr9	10879863	10880184	ESCTE2964_noclass	0	+	ESC_noclass	0	0	6.179623	2.764487	4.609323	0
chr9	12046360	12047312	ESCTE2979_noclass	0	-	ESC_noclass	47.751472	3.8407028	57.20955	2.2480195	76.3468	7.8916473
chr9	12046360	12047312	ESCTE2979_NonEnh	0	-	ESC_NonEnh	47.751472	3.8407028	57.20955	2.2480195	76.3468	7.8916473
chr9	13061879	13062241	ESCTE2983_noclass	0	+	ESC_noclass	71.82369	1.1363636	59.491226	2.1527328	77.94288	8.522344
chr9	13726664	13727017	ESCTE2984_noclass	0	+	ESC_noclass	29.562769	1.7948718	27.68732	1.0784314	28.922903	1.5653496
chr9	14671465	14671655	ESCTE2986_noclass	0	-	ESC_noclass	13.219388	8.503736	26.740532	1.0051743	33.31842	9.714627
chr9	18733978	18734888	ESCTE3011_noclass	0	+	ESC_noclass	33.059208	7.169214	35.67652	0.2688172	41.923508	10.368663
chr9	18733978	18734888	ESCTE3011_NonEnh	0	+	ESC_NonEnh	33.059208	7.169214	35.67652	0.2688172	41.923508	10.368663
chr9	19219572	19219942	ESCTE3023_noclass	0	+	ESC_noclass	53.332573	4.514742	45.85185	0.94508296	74.169	3.523805
chr9	19704488	19704847	ESCTE3029_noclass	0	-	ESC_noclass	65.78805	7.4598784	61.51072	4.2680984	66.90179	5.880485
chr9	19793026	19793226	ESCTE3032_noclass	0	-	ESC_noclass	90.80428	2.9040406	83.45819	1.1538461	88.59369	3.3392963
chr1	102062096	102063070	ESCTE304_noclass	0	-	ESC_noclass	69.691635	3.021978	71.04665	1.4103923	83.84191	1.5090091
chr1	102062096	102063070	ESCTE304_NonEnh	0	-	ESC_NonEnh	69.691635	3.021978	71.04665	1.4103923	83.84191	1.5090091
chr9	22316022	22316414	ESCTE3046_REDE	0	-	ESC_REDE	1.7361112	0.35714287	3.6360545	0.8897666	0.60184145	1.1035757
chr9	26869858	26870241	ESCTE3054_noclass	0	+	ESC_noclass	43.59596	3.8424377	47.82405	2.1072137	38.963985	6.812657
chr9	30665622	30666535	ESCTE3057_noclass	0	-	ESC_noclass	83.863716	0.76882285	72.8026	1.4975255	87.51263	1.9060923
chr9	30665622	30666535	ESCTE3057_NonEnh	0	-	ESC_NonEnh	83.863716	0.76882285	72.8026	1.4975255	87.51263	1.9060923
chr9	36494457	36494816	ESCTE3067_noclass	0	-	ESC_noclass	32.59984	6.521883	57.621624	3.17846	60.92033	11.267974
chr9	48303502	48303908	ESCTE3101_REDE	0	-	ESC_REDE	37.895714	5.9074073	48.62503	2.8582013	34.963314	10.328098
chr9	54213863	54214307	ESCTE3103_noclass	0	+	ESC_noclass	37.333332	8.917748	46.818676	1.1959337	23.049854	4.531382
chr9	54919857	54920188	ESCTE3105_noclass	0	-	ESC_noclass	42.76762	1.388889	52.279507	1.2935729	57.983055	6.704545
chr9	63114077	63114416	ESCTE3117_noclass	0	-	ESC_noclass	68.43416	4.444444	68.827675	1.1154653	82.585205	2.5468483
chr9	64199037	64199423	ESCTE3118_REDE	0	+	ESC_REDE	1.6783216	0	1.2341578	0.73269796	0	0
chr9	71620094	71620486	ESCTE3123_noclass	0	-	ESC_noclass	69.572174	5.5908	72.32745	1.0408432	69.86	9.641821
chr9	73079507	73079599	ESCTE3126_noclass	0	-	ESC_noclass	0	1.8518519	6.6242714	0.46296299	1.9607843	1.8993353
chr9	73079746	73080106	ESCTE3127_REDE	0	-	ESC_REDE	1.374677	1.3146551	0.6666667	0.3921569	1.0016026	0.45454544
chr9	76104118	76105101	ESCTE3130_REDE	0	-	ESC_REDE	4.16088	0.6944445	28.179512	2.100976	12.294676	6.3660145
chr9	76401628	76402501	ESCTE3133_REDE	0	-	ESC_REDE	4.4199777	0.7371795	45.1478	2.5977066	43.442993	9.994364
chr9	84283365	84283777	ESCTE3143_noclass	0	+	ESC_noclass	1.2345679	1.1111112	16.931818	1.412037	5.9210525	5.3943853
chr9	88613954	88614873	ESCTE3148_noclass	0	+	ESC_noclass	66.42119	2.5271094	76.96616	1.2671869	81.22408	4.7201424
chr9	88613954	88614873	ESCTE3148_NonEnh	0	+	ESC_NonEnh	66.42119	2.5271094	76.96616	1.2671869	81.22408	4.7201424
chr1	103471372	103471786	ESCTE315_REDE	0	-	ESC_REDE	11.177043	3.929398	48.90284	2.07592	38.67949	8.3785095
chr9	89051916	89052842	ESCTE3150_noclass	0	-	ESC_noclass	79.71494	2.1910918	66.19794	0.85714287	88.88499	2.4855871
chr9	89051916	89052842	ESCTE3150_NonEnh	0	-	ESC_NonEnh	79.71494	2.1910918	66.19794	0.85714287	88.88499	2.4855871
chr9	96088127	96089098	ESCTE3158_noclass	0	+	ESC_noclass	6.1223884	2.960974	27.980543	0.4353769	36.413483	8.178528
chr9	105157677	105158078	ESCTE3162_noclass	0	+	ESC_noclass	64.45847	1.4496315	64.51088	1.1027569	73.23298	2.585034
chr9	105157677	105158078	ESCTE3162_NonEnh	0	+	ESC_NonEnh	64.45847	1.4496315	64.51088	1.1027569	73.23298	2.585034
chr9	105641341	105641745	ESCTE3164_REDE	0	-	ESC_REDE	0.71428573	1.046962	5.344077	1.8140194	3.7343361	1.7272441
chr9	115432319	115432721	ESCTE3193_noclass	0	-	ESC_noclass	55.27963	6.174603	66.64434	3.1272993	63.252354	8.264946
chr9	115432319	115432721	ESCTE3193_NonEnh	0	-	ESC_NonEnh	55.27963	6.174603	66.64434	3.1272993	63.252354	8.264946
chr9	120679735	120680104	ESCTE3199_noclass	0	-	ESC_noclass	0	0.7407407	1.2276785	0.5612245	0	0.23148149
chr9	123364528	123364873	ESCTE3204_noclass	0	-	ESC_noclass	42.084827	2.8363998	50.878307	1.6760745	48.04762	5.666976
chr9	123364528	123364873	ESCTE3204_NonEnh	0	-	ESC_NonEnh	42.084827	2.8363998	50.878307	1.6760745	48.04762	5.666976
chr9	123554545	123554953	ESCTE3205_noclass	0	-	ESC_noclass	3.030303	0	6.8748217	3.3764503	4.455654	2.6605442
chr10	3172664	3173530	ESCTE3207_REDE	0	+	ESC_REDE	5.8273644	2.6470587	39.718197	2.9382255	5.0595307	0.4
chr10	3302407	3302784	ESCTE3208_noclass	0	-	ESC_noclass	51.023193	3.968254	53.556396	1.7857144	59.79323	10.4513035
chr10	7869757	7870074	ESCTE3229_noclass	0	+	ESC_noclass	61.73883	5.1089735	63.396503	0.21929824	69.12867	5.7723413
chr10	8551542	8551941	ESCTE3231_noclass	0	-	ESC_noclass	2.3809526	1.1111112	29.823956	1.8174604	54.531002	3.8320777
chr10	11261947	11262872	ESCTE3236_noclass	0	-	ESC_noclass	67.08506	3.4041445	69.540924	1.8274795	77.145706	5.3718886
chr10	11261947	11262872	ESCTE3236_NonEnh	0	-	ESC_NonEnh	67.08506	3.4041445	69.540924	1.8274795	77.145706	5.3718886
chr10	11340915	11341319	ESCTE3239_noclass	0	-	ESC_noclass	65.88111	5.2061934	63.613674	1.7512592	70.234276	5.280153
chr1	107568936	107569724	ESCTE324_noclass	0	-	ESC_noclass	60.444443	4.4735465	59.769257	2.123016	73.30798	6.0742874
chr1	107568936	107569724	ESCTE324_NonEnh	0	-	ESC_NonEnh	60.444443	4.4735465	59.769257	2.123016	73.30798	6.0742874
chr10	11801509	11802299	ESCTE3243_REDE	0	+	ESC_REDE	5.055595	0.7647908	34.67544	0.5833903	19.873438	6.6598306
chr10	14287649	14287852	ESCTE3248_noclass	0	+	ESC_noclass	31.439394	10.253456	65.86274	6.30041	27.272726	16.515495
chr1	108548496	108549421	ESCTE325_REDE	0	+	ESC_REDE	10.505579	2.3809526	39.891582	1.226708	25.094397	4.5692215
chr10	14583230	14583890	ESCTE3250_REDE	0	+	ESC_REDE	1.5625	0	38.058113	3.1641192	36.026314	7.9109674
chr10	14863661	14863861	ESCTE3253_noclass	0	+	ESC_noclass	77.31991	0.8695652	67.77004	0.5555556	74.84957	6.187596
chr10	14967765	14968104	ESCTE3255_REDE	0	+	ESC_REDE	7.470024	0	31.698084	2.565284	26.399668	8.756335
chr10	15263103	15263967	ESCTE3257_REDE	0	-	ESC_REDE	1.6509942	0	28.816528	1.9052086	23.43322	7.2107716
chr10	15586122	15586542	ESCTE3258_REDE	0	+	ESC_REDE	1.6456718	0	2.4315736	0.23809525	6.5934067	2.3166447
chr10	17820335	17821164	ESCTE3263_REDE	0	-	ESC_REDE	12.7754	1.1904763	34.428234	2.5882175	12.273465	3.35424
chr10	26935859	26936688	ESCTE3280_REDE	0	-	ESC_REDE	22.18771	2.7586808	71.50818	2.0642426	46.0888	11.766493
chr10	29023888	29024813	ESCTE3283_noclass	0	+	ESC_noclass	77.3751	4.655627	68.08035	2.1393442	88.120346	8.159582
chr10	29023888	29024813	ESCTE3283_NonEnh	0	+	ESC_NonEnh	77.3751	4.655627	68.08035	2.1393442	88.120346	8.159582
chr10	29944025	29944440	ESCTE3287_noclass	0	-	ESC_noclass	43.64565	2.5	46.33539	1.7110763	46.99635	4.8362584
chr10	30520249	30520415	ESCTE3296_noclass	0	+	ESC_noclass	69.739204	4.3880663	68.59259	1.0533612	78.13866	13.247145
chr10	30727510	30727915	ESCTE3297_noclass	0	+	ESC_noclass	15.984568	1.9119227	38.58418	2.7302036	20.020773	5.478012
chr1	6377396	6377810	ESCTE33_noclass	0	-	ESC_noclass	64.12152	2.261905	59.95424	1.7499574	81.6685	3.8996654
chr10	33977462	33977838	ESCTE3309_noclass	0	-	ESC_noclass	50.925922	6.3255234	53.07775	2.7199357	29.308756	9.896215
chr10	33977462	33977838	ESCTE3309_NonEnh	0	-	ESC_NonEnh	50.925922	6.3255234	53.07775	2.7199357	29.308756	9.896215
chr10	34425397	34426335	ESCTE3311_noclass	0	-	ESC_noclass	73.39646	4.1167006	73.57603	1.6922169	82.71382	2.2874377
chr10	34425397	34426335	ESCTE3311_NonEnh	0	-	ESC_NonEnh	73.39646	4.1167006	73.57603	1.6922169	82.71382	2.2874377
chr10	35278461	35279400	ESCTE3317_noclass	0	+	ESC_noclass	59.065235	1.7813051	54.767517	1.5082114	74.97464	5.722571
chr10	35278461	35279400	ESCTE3317_NonEnh	0	+	ESC_NonEnh	59.065235	1.7813051	54.767517	1.5082114	74.97464	5.722571
chr10	35428894	35429190	ESCTE3319_noclass	0	+	ESC_noclass	62.661545	4.1733	69.432724	2.8573182	83.16703	4.55193
chr10	36547449	36548381	ESCTE3330_REDE	0	+	ESC_REDE	0.97221315	1.8625842	2.8895192	0.20576131	4.414014	0.51517683
chr10	36604968	36605813	ESCTE3331_noclass	0	-	ESC_noclass	76.662056	3.125	85.26848	4.0460954	90.62675	3.76235
chr10	36604968	36605813	ESCTE3331_NonEnh	0	-	ESC_NonEnh	76.662056	3.125	85.26848	4.0460954	90.62675	3.76235
chr10	38033968	38034828	ESCTE3338_noclass	0	-	ESC_noclass	65.30709	3.1746032	49.939613	0	76.675255	3.8461542
chr10	38033968	38034828	ESCTE3338_NonEnh	0	-	ESC_NonEnh	65.30709	3.1746032	49.939613	0	76.675255	3.8461542
chr10	38849985	38850368	ESCTE3346_REDE	0	-	ESC_REDE	32.909813	3.0637255	31.092464	3.09993	5.9878745	2.3923445
chr10	40327429	40327925	ESCTE3354_noclass	0	-	ESC_noclass	45.470654	12.999211	65.77577	3.4550228	63.71322	9.158558
chr10	40327429	40327925	ESCTE3354_NonEnh	0	-	ESC_NonEnh	45.470654	12.999211	65.77577	3.4550228	63.71322	9.158558
chr10	40541343	40541654	ESCTE3355_noclass	0	+	ESC_noclass	35.639935	8.261184	57.505672	3.0902245	35.97128	4.1602464
chr10	40541343	40541654	ESCTE3355_NonEnh	0	+	ESC_NonEnh	35.639935	8.261184	57.505672	3.0902245	35.97128	4.1602464
chr10	41415317	41415719	ESCTE3360_noclass	0	-	ESC_noclass	0	0.6756757	5.548648	0.6996086	12.169012	3.71139
chr10	46741016	46741421	ESCTE3377_REDE	0	-	ESC_REDE	33.278687	9.166667	29.228897	2.5454545	36.83045	10.957154
chr10	48999721	48999803	ESCTE3393_noclass	0	+	ESC_noclass	78.69678	1.923077	78.24127	1.0110295	79.01175	1.650433
chr10	48999721	48999803	ESCTE3393_NonEnh	0	+	ESC_NonEnh	78.69678	1.923077	78.24127	1.0110295	79.01175	1.650433
chr10	51463639	51464496	ESCTE3411_REDE	0	-	ESC_REDE	0.68344206	1.077516	2.8259747	0.3711986	0.993266	0.26990554
chr10	51641193	51642167	ESCTE3413_noclass	0	-	ESC_noclass	34.58431	4.499321	48.166565	0.3472222	40.353905	4.7464495
chr10	51641193	51642167	ESCTE3413_NonEnh	0	-	ESC_NonEnh	34.58431	4.499321	48.166565	0.3472222	40.353905	4.7464495
chr10	58530791	58531213	ESCTE3430_noclass	0	-	ESC_noclass	4.957265	0	8.393598	0.6923224	2.751773	2.537879
chr10	58536170	58536551	ESCTE3431_noclass	0	-	ESC_noclass	17.387026	4.6207895	41.433346	4.8531246	38.087994	11.497122
chr10	59102944	59103792	ESCTE3432_noclass	0	-	ESC_noclass	27.90841	5.827048	45.298096	3.4466426	41.542297	7.9358535
chr10	59102944	59103792	ESCTE3432_NonEnh	0	-	ESC_NonEnh	27.90841	5.827048	45.298096	3.4466426	41.542297	7.9358535
chr10	60175262	60175622	ESCTE3434_noclass	0	-	ESC_noclass	3.3497686	1.2931672	41.789047	2.1948094	8.544846	3.8831456
chr10	64744009	64744886	ESCTE3437_REDE	0	-	ESC_REDE	0.76882285	1.1223345	4.7798862	0.41832823	4.262603	1.2998371
chr10	70837428	70837807	ESCTE3444_noclass	0	+	ESC_noclass	19.1943	5.503185	53.74165	2.383196	60.66188	6.2900133
chr10	74921781	74922108	ESCTE3446_noclass	0	+	ESC_noclass	33.63666	6.215435	45.918667	3.2694519	35.446064	10.237705
chr1	112773839	112774225	ESCTE345_noclass	0	+	ESC_noclass	55.731	2.3965142	55.530304	1.6312218	70.63385	8.132835
chr10	76043617	76044014	ESCTE3450_noclass	0	+	ESC_noclass	23.60483	6.1889052	45.066387	3.099607	20.788004	9.045569
chr10	77602925	77603311	ESCTE3452_REDE	0	-	ESC_REDE	0.5555556	0	1.8253969	0.24691358	0.37037036	1.0597826
chr10	79042278	79043148	ESCTE3456_REDE	0	-	ESC_REDE	6.3492064	4.4409432	46.083984	2.690705	12.21096	8.447667
chr10	79400007	79400513	ESCTE3460_REDE	0	-	ESC_REDE	25.016521	9.550351	44.243507	1.2612797	49.074333	9.226356
chr10	82329907	82330318	ESCTE3465_noclass	0	+	ESC_noclass	35.173775	5.3373017	54.84375	3.3321893	53.335213	6.3217435
chr10	83450733	83450983	ESCTE3468_noclass	0	-	ESC_noclass	92.73505	0.6451613	79.39739	1.2431694	87.25079	2.422511
chr10	83450733	83450983	ESCTE3468_NonEnh	0	-	ESC_NonEnh	92.73505	0.6451613	79.39739	1.2431694	87.25079	2.422511
chr10	85071851	85072257	ESCTE3470_REDE	0	+	ESC_REDE	5.8152957	5.264899	14.019369	0.48100048	20.043146	6.7757187
chr10	91425393	91426267	ESCTE3475_REDE	0	-	ESC_REDE	0.69686407	1.0016026	6.296221	1.3379409	1.9666048	1.1450065
chr10	105753799	105754182	ESCTE3490_REDE	0	-	ESC_REDE	4.069915	0.8	15.069822	2.5755248	2.569253	0.3921569
chr10	110856219	110856478	ESCTE3497_REDE	0	+	ESC_REDE	3.4883971	3.2030075	7.110143	0.627451	2.8603601	0.40816325
chr1	6983975	6984890	ESCTE35_noclass	0	-	ESC_noclass	12.86396	5.2073193	51.689648	1.3679789	27.593487	5.0461884
chr10	114310619	114310944	ESCTE3503_noclass	0	-	ESC_noclass	56.40286	3.5292192	72.33041	2.1864433	60.049927	9.853177
chr10	115214833	115215171	ESCTE3505_noclass	0	+	ESC_noclass	46.74314	8.757223	72.70628	1.834556	56.57962	13.098485
chr10	117252342	117252713	ESCTE3507_noclass	0	+	ESC_noclass	81.40794	3.125	62.122208	1.7377176	89.92831	4.035013
chr10	117258748	117259128	ESCTE3508_noclass	0	+	ESC_noclass	68.50764	3.8892775	68.42919	1.6953793	72.66025	6.601697
chr10	117258748	117259128	ESCTE3508_NonEnh	0	+	ESC_NonEnh	68.50764	3.8892775	68.42919	1.6953793	72.66025	6.601697
chr10	126937462	126937705	ESCTE3516_noclass	0	+	ESC_noclass	13.580247	17.599743	50.777416	3.1849551	19.883787	7.997649
chr10	127829084	127829517	ESCTE3520_noclass	0	-	ESC_noclass	70.13557	3.354701	70.60347	1.7969165	60.883423	10.337643
chr10	127829084	127829517	ESCTE3520_NonEnh	0	-	ESC_NonEnh	70.13557	3.354701	70.60347	1.7969165	60.883423	10.337643
chr10	127880861	127881663	ESCTE3521_noclass	0	-	ESC_noclass	5.304637	2.46635	18.23442	1.457225	4.4751716	1.7881305
chr10	127880861	127881663	ESCTE3521_NonEnh	0	-	ESC_NonEnh	5.304637	2.46635	18.23442	1.457225	4.4751716	1.7881305
chr10	127951978	127952326	ESCTE3523_noclass	0	+	ESC_noclass	43.919968	5.6891026	68.99471	1.2345679	38.45238	9.605823
chr10	127951978	127952326	ESCTE3523_NonEnh	0	+	ESC_NonEnh	43.919968	5.6891026	68.99471	1.2345679	38.45238	9.605823
chr10	129356551	129356966	ESCTE3527_noclass	0	+	ESC_noclass	48.820335	5.8078475	68.53362	2.7495391	65.69102	8.790786
chr10	129826811	129827636	ESCTE3533_noclass	0	-	ESC_noclass	49.186226	1.388889	48.185005	3.8931966	59.82143	6.568886
chr10	130005468	130005860	ESCTE3535_noclass	0	+	ESC_noclass	2.9814816	0	32.5223	1.765766	63.831482	9.133426
chr10	130523986	130524405	ESCTE3542_noclass	0	+	ESC_noclass	46.678932	3.7356782	59.744576	2.1938803	41.31478	7.9745398
chr11	4453087	4453546	ESCTE3545_noclass	0	-	ESC_noclass	21.36082	5.5593653	40.573845	2.173938	19.017338	3.9884162
chr11	6367952	6368347	ESCTE3549_noclass	0	-	ESC_noclass	17.373463	5.7185354	35.4965	2.7579365	11.349821	3.7117486
chr11	6802994	6803392	ESCTE3551_noclass	0	+	ESC_noclass	85.66506	2.9065044	91.46116	4.2421446	80.742134	6.650743
chr11	6808449	6808845	ESCTE3552_noclass	0	+	ESC_noclass	59.24242	10.5425825	73.71717	2.1708958	60.406326	7.6867743
chr11	9504695	9505006	ESCTE3564_noclass	0	-	ESC_noclass	54.44051	7.9953957	50.902782	1.9430761	66.62699	4.7954483
chr11	9514783	9515721	ESCTE3565_noclass	0	-	ESC_noclass	10.830448	3.5866945	36.82169	5.1354365	27.71882	8.85785
chr11	9514783	9515721	ESCTE3565_NonEnh	0	-	ESC_NonEnh	10.830448	3.5866945	36.82169	5.1354365	27.71882	8.85785
chr11	10309997	10310408	ESCTE3570_noclass	0	+	ESC_noclass	59.584187	3.8824313	68.62652	1.9110276	62.79204	7.749815
chr11	10330324	10330698	ESCTE3571_noclass	0	+	ESC_noclass	7.5886836	6.1413455	43.09291	2.2870781	32.832386	9.677769
chr11	10511363	10511797	ESCTE3573_noclass	0	+	ESC_noclass	11.225976	1.5873016	43.258503	2.2936742	11.384785	4.0326133
chr11	10612065	10612909	ESCTE3574_noclass	0	-	ESC_noclass	67.513306	3.137577	71.45857	2.660355	79.53735	5.4798865
chr11	10612065	10612909	ESCTE3574_NonEnh	0	-	ESC_NonEnh	67.513306	3.137577	71.45857	2.660355	79.53735	5.4798865
chr11	13417777	13418160	ESCTE3583_REDE	0	-	ESC_REDE	19.426136	4.4368563	20.568445	0.8333334	45.157246	3.5274494
chr11	13519286	13520239	ESCTE3584_REDE	0	+	ESC_REDE	28.922066	2.7910054	50.584717	1.4517065	32.40315	7.794404
chr11	14621147	14622092	ESCTE3591_noclass	0	-	ESC_noclass	67.199615	0.8630953	61.658672	1.6524667	60.588234	5.546252
chr11	14621147	14622092	ESCTE3591_NonEnh	0	-	ESC_NonEnh	67.199615	0.8630953	61.658672	1.6524667	60.588234	5.546252
chr11	16607688	16608559	ESCTE3598_REDE	0	-	ESC_REDE	0	0.82972586	5.6504292	0.77684057	2.1861799	1.2671347
chr11	16675822	16676258	ESCTE3599_noclass	0	-	ESC_noclass	8.05914	2.7705626	20.15747	1.8251569	8.555298	3.8721118
chr1	7010910	7011313	ESCTE36_noclass	0	+	ESC_noclass	64.92063	8.30002	52.93579	2.365036	70.88979	11.866666
chr11	20145283	20145699	ESCTE3603_REDE	0	-	ESC_REDE	0	0.3472222	2.422287	0.31544957	0.5277778	0.62730074
chr11	20152647	20153001	ESCTE3604_noclass	0	+	ESC_noclass	3.2575758	2.4665897	15.5177765	2.1844144	4.2773895	2.9581068
chr11	21874338	21874737	ESCTE3616_noclass	0	-	ESC_noclass	57.83933	5.2384133	75.31974	3.0215182	42.91514	10.541482
chr11	23514922	23515318	ESCTE3625_noclass	0	+	ESC_noclass	5.844613	0	27.655573	2.58093	1.2345679	1.4270104
chr11	27095226	27096211	ESCTE3633_noclass	0	-	ESC_noclass	49.565086	0.78125	55.77201	1.4927057	60.61166	4.216936
chr11	27095226	27096211	ESCTE3633_NonEnh	0	-	ESC_NonEnh	49.565086	0.78125	55.77201	1.4927057	60.61166	4.216936
chr11	29603447	29603882	ESCTE3657_REDE	0	-	ESC_REDE	4.0816326	2.3809524	23.459217	1.5788987	2.1522734	3.8335185
chr11	30491668	30492577	ESCTE3661_REDE	0	+	ESC_REDE	0.6944445	0.86580086	3.3086298	0.34722224	5.1327825	3.7013268
chr11	32173767	32174064	ESCTE3676_noclass	0	+	ESC_noclass	72.739235	4.8971276	65.68368	2.1740284	62.756943	9.2567005
chr11	40158857	40159806	ESCTE3680_REDE	0	+	ESC_REDE	19.498598	4.93638	43.47283	1.4971619	60.98693	7.2793903
chr11	40478121	40478520	ESCTE3681_noclass	0	-	ESC_noclass	0	1.1699508	21.65541	1.2262452	4.367967	1.6856666
chr11	40770129	40770333	ESCTE3682_noclass	0	+	ESC_noclass	46.10029	2.5724638	50.858063	3.498787	42.08868	4.496315
chr11	59532623	59533024	ESCTE3706_noclass	0	+	ESC_noclass	17.433865	7.2962456	45.823467	3.0227952	15.550066	4.2794304
chr11	61412062	61412386	ESCTE3708_noclass	0	+	ESC_noclass	45.485718	3.5306125	48.67931	1.142916	57.706467	8.374625
chr11	63960487	63960843	ESCTE3709_noclass	0	-	ESC_noclass	56.905293	3.173077	60.06514	3.5653472	61.330112	4.9940863
chr11	63960487	63960843	ESCTE3709_NonEnh	0	-	ESC_NonEnh	56.905293	3.173077	60.06514	3.5653472	61.330112	4.9940863
chr11	73528731	73529677	ESCTE3717_REDE	0	-	ESC_REDE	23.959276	4.0888557	60.94674	1.968991	33.04942	5.2395735
chr11	74139807	74140677	ESCTE3723_noclass	0	+	ESC_noclass	36.846626	3.2771053	56.70931	2.2040975	60.111145	5.860534
chr11	74139807	74140677	ESCTE3723_NonEnh	0	+	ESC_NonEnh	36.846626	3.2771053	56.70931	2.2040975	60.111145	5.860534
chr11	76052600	76052960	ESCTE3725_noclass	0	+	ESC_noclass	63.813694	4.698928	71.221664	1.6067988	74.228355	8.012599
chr11	76052600	76052960	ESCTE3725_NonEnh	0	+	ESC_NonEnh	63.813694	4.698928	71.221664	1.6067988	74.228355	8.012599
chr11	83105424	83105843	ESCTE3732_noclass	0	-	ESC_noclass	56.434814	1.1627907	61.300453	0.9980237	63.451233	2.7842808
chr11	83105424	83105843	ESCTE3732_NonEnh	0	-	ESC_NonEnh	56.434814	1.1627907	61.300453	0.9980237	63.451233	2.7842808
chr11	89030695	89031068	ESCTE3735_noclass	0	+	ESC_noclass	5.673759	2.7504244	11.378386	0.7764969	0	2.2548609
chr11	91143837	91144078	ESCTE3740_noclass	0	-	ESC_noclass	56.833904	7.6199493	67.12267	2.547692	57.729507	9.294198
chr11	91143837	91144078	ESCTE3740_NonEnh	0	-	ESC_NonEnh	56.833904	7.6199493	67.12267	2.547692	57.729507	9.294198
chr11	98610313	98610740	ESCTE3748_noclass	0	+	ESC_noclass	77.73944	0	70.62532	1.473129	64.910194	6.250148
chr11	98610313	98610740	ESCTE3748_NonEnh	0	+	ESC_NonEnh	77.73944	0	70.62532	1.473129	64.910194	6.250148
chr11	99639614	99640526	ESCTE3752_noclass	0	+	ESC_noclass	49.03552	4.298803	43.191982	1.025	41.890724	6.214194
chr11	99639614	99640526	ESCTE3752_NonEnh	0	+	ESC_NonEnh	49.03552	4.298803	43.191982	1.025	41.890724	6.214194
chr11	105993689	105994540	ESCTE3762_noclass	0	-	ESC_noclass	64.60733	4.561446	66.519135	1.0527658	70.39083	5.7845
chr11	105993689	105994540	ESCTE3762_NonEnh	0	-	ESC_NonEnh	64.60733	4.561446	66.519135	1.0527658	70.39083	5.7845
chr11	109782741	109783581	ESCTE3766_noclass	0	+	ESC_noclass	62.426582	2.421875	52.275257	0.45641026	66.24789	2.8308082
chr11	109782741	109783581	ESCTE3766_NonEnh	0	+	ESC_NonEnh	62.426582	2.421875	52.275257	0.45641026	66.24789	2.8308082
chr11	110360128	110360429	ESCTE3768_noclass	0	+	ESC_noclass	65.52417	7.011444	57.022675	1.2606745	65.988174	5.2590823
chr1	128000674	128001523	ESCTE377_REDE	0	-	ESC_REDE	2.885381	1.3712794	11.196293	1.1182951	3.347516	1.8022785
chr11	121034753	121035116	ESCTE3780_noclass	0	-	ESC_noclass	5.373348	4.1992345	27.95501	2.4525564	8.197417	4.319992
chr12	3030622	3031015	ESCTE3784_noclass	0	+	ESC_noclass	75.83337	3.4482758	74.434875	2.3209713	78.674904	5.190311
chr12	3030622	3031015	ESCTE3784_NonEnh	0	+	ESC_NonEnh	75.83337	3.4482758	74.434875	2.3209713	78.674904	5.190311
chr12	3139078	3139470	ESCTE3785_noclass	0	+	ESC_noclass	57.64577	6.038588	59.114544	1.6676263	67.95389	7.3680277
chr12	3139078	3139470	ESCTE3785_NonEnh	0	+	ESC_NonEnh	57.64577	6.038588	59.114544	1.6676263	67.95389	7.3680277
